,player_id,firstname,lastname,team,game_id,points,position,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,First Last Name,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,id,date
15,385,Larry,Nance Jr.,New Orleans Pelicans,13457,7,PF,27,2,7,28.6,2,2,100.0,1,1,100.0,2,2,4,1,2,1,0,1,+15,Larry Nance Jr.,12,11,8,5,13457,03/09/2024 12:00:00 AM
16,2668,Naji,Marshall,New Orleans Pelicans,13457,19,SF,18,7,8,87.5,1,1,100.0,4,4,100.0,1,3,4,1,1,1,2,1,+23,Naji Marshall,24,23,20,5,13457,03/09/2024 12:00:00 AM
17,2941,Jose,Alvarado,New Orleans Pelicans,13457,7,PG,21,2,7,28.6,2,2,100.0,1,3,33.3,0,1,1,2,2,1,0,0,+12,Jose Alvarado,10,8,9,3,13457,03/09/2024 12:00:00 AM
18,2837,Trey,Murphy III,New Orleans Pelicans,13457,10,SG,28,3,8,37.5,2,2,100.0,2,7,28.6,1,2,3,3,1,1,0,1,+9,Trey Murphy III,16,13,13,6,13457,03/09/2024 12:00:00 AM
19,246,Richaun,Holmes,Washington Wizards,13458,14,F,36,5,5,100.0,4,4,100.0,0,0,0,3,8,11,1,5,1,0,1,+23,Richaun Holmes,26,25,15,12,13458,03/09/2024 12:00:00 AM
20,820,Kyle,Kuzma,Washington Wizards,13458,28,SF,40,11,23,47.8,6,6,100.0,0,7,0,0,8,8,9,3,1,2,2,+21,Kyle Kuzma,45,36,37,17,13458,03/09/2024 12:00:00 AM
21,2564,Deni,Avdija,Washington Wizards,13458,18,SF,35,8,14,57.1,1,3,33.3,1,2,50.0,3,11,14,2,2,0,1,2,+9,Deni Avdija,34,32,20,16,13458,03/09/2024 12:00:00 AM
22,285,Tyus,Jones,Washington Wizards,13458,7,PG,22,3,7,42.9,0,0,0,1,4,25.0,0,4,4,4,1,0,1,1,-4,Tyus Jones,15,11,11,8,13458,03/09/2024 12:00:00 AM
23,4036,Bilal,Coulibaly,Washington Wizards,13458,11,SG,27,4,7,57.1,2,2,100.0,1,4,25.0,1,3,4,0,3,1,2,1,0,Bilal Coulibaly,15,15,11,4,13458,03/09/2024 12:00:00 AM
24,2590,Anthony,Gill,Washington Wizards,13458,2,PF,2,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,Anthony Gill,2,2,2,0,13458,03/09/2024 12:00:00 AM
25,2838,Eugene,Omoruyi,Washington Wizards,13458,4,F,6,2,5,40.0,0,0,0,0,1,0,1,1,2,0,2,0,0,0,-6,Eugene Omoruyi,6,6,4,2,13458,03/09/2024 12:00:00 AM
26,2825,Corey,Kispert,Washington Wizards,13458,13,SF,30,3,7,42.9,6,6,100.0,1,5,20.0,0,4,4,2,0,0,0,0,+19,Corey Kispert,19,17,15,6,13458,03/09/2024 12:00:00 AM
27,1887,Jordan,Poole,Washington Wizards,13458,15,SG,34,6,17,35.3,1,2,50.0,2,10,20.0,1,4,5,7,2,2,4,3,+8,Jordan Poole,27,20,22,12,13458,03/09/2024 12:00:00 AM
28,3428,Johnny,Davis,Washington Wizards,13458,0,G,8,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,1,1,-7,Johnny Davis,2,2,0,2,13458,03/09/2024 12:00:00 AM
