,player_id,firstname,lastname,team,game_id,points,position,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,First Last Name,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,id,date,home_team,away_team
0,3448,Chet,Holmgren,Oklahoma City Thunder,14007,19,PF,31,8,16,50.0,1,1,100.0,2,5,40.0,4,3,7,1,4,2,1,3,+18,Chet Holmgren,27,26,20,8,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
1,3504,Jalen,Williams,Oklahoma City Thunder,14007,18,F,36,6,15,40.0,4,6,66.7,2,5,40.0,2,3,5,5,1,0,1,1,+15,Jalen Williams,28,23,23,10,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
2,972,Shai,Gilgeous-Alexander,Oklahoma City Thunder,14007,29,PG,37,8,19,42.1,11,13,84.6,2,4,50.0,1,8,9,9,2,1,2,2,+21,Shai Gilgeous-Alexander,47,38,38,18,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
3,2808,Josh,Giddey,Oklahoma City Thunder,14007,2,SG,17,1,4,25.0,0,0,0,0,2,0,1,4,5,2,0,0,0,1,-7,Josh Giddey,9,7,4,7,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
4,2040,Luguentz,Dort,Oklahoma City Thunder,14007,7,G,26,2,9,22.2,1,2,50.0,2,5,40.0,4,0,4,1,5,2,3,0,+18,Luguentz Dort,12,11,8,5,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
5,3404,Lindy,Waters III,Oklahoma City Thunder,14007,0,F,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lindy Waters III,0,0,0,0,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
6,3505,Jaylin,Williams,Oklahoma City Thunder,14007,11,F,17,5,7,71.4,0,0,0,1,2,50.0,1,8,9,2,1,0,0,0,+3,Jaylin Williams,22,20,13,11,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
7,3432,Ousmane,Dieng,Oklahoma City Thunder,14007,2,F,3,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ousmane Dieng,2,2,2,0,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
8,227,Gordon,Hayward,Oklahoma City Thunder,14007,0,SF,7,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-1,Gordon Hayward,1,1,0,1,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
9,1044,Kenrich,Williams,Oklahoma City Thunder,14007,0,SF,3,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,Kenrich Williams,3,1,2,3,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
10,2604,Isaiah,Joe,Oklahoma City Thunder,14007,6,SG,15,2,4,50.0,0,0,0,2,3,66.7,1,2,3,2,2,1,0,0,+12,Isaiah Joe,11,9,8,5,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
11,2863,Aaron,Wiggins,Oklahoma City Thunder,14007,16,SG,23,5,7,71.4,3,4,75.0,3,4,75.0,0,5,5,2,1,1,2,1,+18,Aaron Wiggins,23,21,18,7,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
12,4009,Cason,Wallace,Oklahoma City Thunder,14007,7,G,23,2,5,40.0,1,2,50.0,2,4,50.0,1,2,3,3,1,1,0,0,+13,Cason Wallace,13,10,10,6,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
13,1897,P.J.,Washington,Dallas Mavericks,14007,10,PF,26,4,7,57.1,0,0,0,2,3,66.7,1,5,6,0,4,1,1,0,-11,P.J. Washington,16,16,10,6,14007,2024-05-08 01:30:00,Oklahoma City Thunder,Dallas Mavericks
