,player_id,firstname,lastname,team,game_id,points,position,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,First Last Name,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,id,date,home_team,away_team
0,3489,Jabari,Smith Jr.,Houston Rockets,13661,24,PF,32,8,17,47.1,4,4,100.0,4,10,40.0,1,2,3,2,0,0,2,0,-21,Jabari Smith Jr.,29,27,26,5,13661,2024-04-05 00:00:00,Houston Rockets,Golden State Warriors
1,3977,Amen,Thompson,Houston Rockets,13661,8,F,30,3,7,42.9,2,3,66.7,0,0,0,2,2,4,1,3,1,2,0,-10,Amen Thompson,13,12,9,5,13661,2024-04-05 00:00:00,Houston Rockets,Golden State Warriors
2,749,Dillon,Brooks,Houston Rockets,13661,8,SF,24,3,9,33.3,0,0,0,2,6,33.3,0,0,0,0,4,2,0,0,-22,Dillon Brooks,8,8,8,0,13661,2024-04-05 00:00:00,Houston Rockets,Golden State Warriors
3,527,Fred,VanVleet,Houston Rockets,13661,10,PG,33,2,7,28.6,6,6,100.0,0,3,0,0,4,4,9,4,5,1,0,-16,Fred VanVleet,23,14,19,13,13661,2024-04-05 00:00:00,Houston Rockets,Golden State Warriors
4,2810,Jalen,Green,Houston Rockets,13661,13,SG,30,4,12,33.3,2,2,100.0,3,8,37.5,1,3,4,7,1,1,4,0,-16,Jalen Green,24,17,20,11,13661,2024-04-05 00:00:00,Houston Rockets,Golden State Warriors
5,207,Jeff,Green,Houston Rockets,13661,8,PF,17,1,5,20.0,6,8,75.0,0,3,0,1,0,1,1,0,1,0,0,-4,Jeff Green,10,9,9,2,13661,2024-04-05 00:00:00,Houston Rockets,Golden State Warriors
6,3978,Cam,Whitmore,Houston Rockets,13661,17,F,23,6,14,42.9,4,5,80.0,1,6,16.7,1,3,4,0,1,0,2,1,-7,Cam Whitmore,21,21,17,4,13661,2024-04-05 00:00:00,Houston Rockets,Golden State Warriors
7,82,Reggie,Bullock,Houston Rockets,13661,0,SF,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-9,Reggie Bullock,0,0,0,0,13661,2024-04-05 00:00:00,Houston Rockets,Golden State Warriors
8,2650,Jae'Sean,Tate,Houston Rockets,13661,0,SF,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+2,Jae'Sean Tate,0,0,0,0,13661,2024-04-05 00:00:00,Houston Rockets,Golden State Warriors
9,337,Boban,Marjanovic,Houston Rockets,13661,4,C,4,1,2,50.0,2,2,100.0,0,0,0,1,0,1,1,0,0,1,0,-3,Boban Marjanovic,6,5,5,2,13661,2024-04-05 00:00:00,Houston Rockets,Golden State Warriors
