,player_id,firstname,lastname,team,game_id,points,position,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,First Last Name,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,id,date,home_team,away_team
0,3448,Chet,Holmgren,Oklahoma City Thunder,13985,26,PF,29,9,13,69.2,5,6,83.3,3,6,50.0,1,6,7,1,4,0,1,2,+32,Chet Holmgren,34,33,27,8,13985,2024-04-25 01:30:00,Oklahoma City Thunder,New Orleans Pelicans
1,3504,Jalen,Williams,Oklahoma City Thunder,13985,21,F,35,10,17,58.8,0,0,0,1,3,33.3,0,5,5,7,1,1,2,0,+30,Jalen Williams,33,26,28,12,13985,2024-04-25 01:30:00,Oklahoma City Thunder,New Orleans Pelicans
2,972,Shai,Gilgeous-Alexander,Oklahoma City Thunder,13985,33,PG,35,13,19,68.4,4,4,100.0,3,5,60.0,0,3,3,5,3,2,2,0,+24,Shai Gilgeous-Alexander,41,36,38,8,13985,2024-04-25 01:30:00,Oklahoma City Thunder,New Orleans Pelicans
3,2808,Josh,Giddey,Oklahoma City Thunder,13985,13,SG,26,4,9,44.4,4,4,100.0,1,3,33.3,0,6,6,3,2,0,2,0,+28,Josh Giddey,22,19,16,9,13985,2024-04-25 01:30:00,Oklahoma City Thunder,New Orleans Pelicans
4,2040,Luguentz,Dort,Oklahoma City Thunder,13985,15,G,31,4,8,50.0,3,4,75.0,4,6,66.7,1,0,1,2,2,1,1,0,+24,Luguentz Dort,18,16,17,3,13985,2024-04-25 01:30:00,Oklahoma City Thunder,New Orleans Pelicans
5,3404,Lindy,Waters III,Oklahoma City Thunder,13985,0,F,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-2,Lindy Waters III,1,1,0,1,13985,2024-04-25 01:30:00,Oklahoma City Thunder,New Orleans Pelicans
6,3505,Jaylin,Williams,Oklahoma City Thunder,13985,0,F,17,0,1,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,-8,Jaylin Williams,2,1,1,2,13985,2024-04-25 01:30:00,Oklahoma City Thunder,New Orleans Pelicans
7,3432,Ousmane,Dieng,Oklahoma City Thunder,13985,0,F,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,Ousmane Dieng,0,0,0,0,13985,2024-04-25 01:30:00,Oklahoma City Thunder,New Orleans Pelicans
8,227,Gordon,Hayward,Oklahoma City Thunder,13985,0,SF,10,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,+12,Gordon Hayward,2,2,0,2,13985,2024-04-25 01:30:00,Oklahoma City Thunder,New Orleans Pelicans
9,1044,Kenrich,Williams,Oklahoma City Thunder,13985,0,SF,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-2,Kenrich Williams,1,1,0,1,13985,2024-04-25 01:30:00,Oklahoma City Thunder,New Orleans Pelicans
