,player_id,firstname,lastname,team,game_id,points,position,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,First Last Name,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,id,date,home_team,away_team
0,2621,Jaden,McDaniels,Minnesota Timberwolves,13646,8,PF,27,4,9,44.4,0,0,0,0,3,0,2,1,3,1,3,2,3,0,+13,Jaden McDaniels,12,11,9,4,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
1,192,Rudy,Gobert,Minnesota Timberwolves,13646,12,C,35,4,7,57.1,4,6,66.7,0,0,0,1,13,14,0,3,0,1,2,-8,Rudy Gobert,26,26,12,14,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
2,2146,Naz,Reid,Minnesota Timberwolves,13646,25,C,34,10,17,58.8,2,2,100.0,3,5,60.0,1,5,6,2,1,2,3,1,+5,Naz Reid,33,31,27,8,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
3,114,Mike,Conley,Minnesota Timberwolves,13646,14,PG,30,4,7,57.1,3,3,100.0,3,4,75.0,0,2,2,6,2,3,4,0,+5,Mike Conley,22,16,20,8,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
4,2584,Anthony,Edwards,Minnesota Timberwolves,13646,21,SG,36,5,16,31.3,11,11,100.0,0,6,0,1,4,5,3,1,2,3,0,0,Anthony Edwards,29,26,24,8,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
5,806,Justin,Jackson,Minnesota Timberwolves,13646,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Justin Jackson,0,0,0,0,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
6,18,Kyle,Anderson,Minnesota Timberwolves,13646,13,SF,30,6,8,75.0,0,0,0,1,2,50.0,1,5,6,9,1,2,2,2,+8,Kyle Anderson,28,19,22,15,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
7,845,Monte,Morris,Minnesota Timberwolves,13646,2,PG,10,1,3,33.3,0,0,0,0,1,0,0,1,1,1,2,1,0,0,-8,Monte Morris,4,3,3,2,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
8,997,Jordan,McLaughlin,Minnesota Timberwolves,13646,11,PG,18,4,7,57.1,0,0,0,3,4,75.0,0,1,1,7,0,0,1,0,+17,Jordan McLaughlin,19,12,18,8,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
9,1845,Nickeil,Alexander-Walker,Minnesota Timberwolves,13646,7,SG,19,3,3,100.0,0,0,0,1,1,100.0,0,1,1,0,4,0,0,0,+3,Nickeil Alexander-Walker,8,8,7,1,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
10,3489,Jabari,Smith Jr.,Houston Rockets,13646,18,PF,36,7,14,50.0,2,2,100.0,2,8,25.0,1,7,8,3,3,0,1,0,-13,Jabari Smith Jr.,29,26,21,11,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
11,3977,Amen,Thompson,Houston Rockets,13646,9,F,25,4,9,44.4,1,3,33.3,0,0,0,4,5,9,4,2,3,0,0,-15,Amen Thompson,22,18,13,13,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
12,749,Dillon,Brooks,Houston Rockets,13646,5,SF,29,2,6,33.3,0,0,0,1,4,25.0,0,1,1,1,4,0,2,0,-2,Dillon Brooks,7,6,6,2,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
13,527,Fred,VanVleet,Houston Rockets,13646,22,PG,41,9,20,45.0,0,1,0,4,13,30.8,2,3,5,5,5,5,1,0,+2,Fred VanVleet,32,27,27,10,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
14,2810,Jalen,Green,Houston Rockets,13646,26,SG,38,10,22,45.5,4,4,100.0,2,11,18.2,1,4,5,6,4,0,5,0,-1,Jalen Green,37,31,32,11,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
15,207,Jeff,Green,Houston Rockets,13646,8,PF,21,3,6,50.0,0,0,0,2,5,40.0,2,4,6,2,1,0,0,0,+3,Jeff Green,16,14,10,8,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
16,3978,Cam,Whitmore,Houston Rockets,13646,14,F,23,5,11,45.5,1,2,50.0,3,6,50.0,1,0,1,0,1,1,3,0,-5,Cam Whitmore,15,15,14,1,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
17,82,Reggie,Bullock,Houston Rockets,13646,0,SF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,Reggie Bullock,0,0,0,0,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
18,1485,Jock,Landale,Houston Rockets,13646,4,C,19,1,3,33.3,2,2,100.0,0,1,0,1,1,2,0,1,0,2,0,+5,Jock Landale,6,6,4,2,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
19,979,Aaron,Holiday,Houston Rockets,13646,0,G,6,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,-3,Aaron Holiday,2,0,2,2,13646,2024-04-03 00:00:00,Minnesota Timberwolves,Houston Rockets
20,195,Aaron,Gordon,Denver Nuggets,13647,23,PF,33,9,12,75.0,3,3,100.0,2,4,50.0,2,5,7,4,3,1,0,1,+11,Aaron Gordon,34,30,27,11,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
21,1014,Michael,Porter Jr.,Denver Nuggets,13647,15,SF,35,5,16,31.3,2,3,66.7,3,8,37.5,2,14,16,3,1,1,1,1,-3,Michael Porter Jr.,34,31,18,19,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
22,279,Nikola,Jokic,Denver Nuggets,13647,42,C,38,18,32,56.3,5,6,83.3,1,6,16.7,4,12,16,6,2,1,4,2,+5,Nikola Jokic,64,58,48,22,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
23,264,Reggie,Jackson,Denver Nuggets,13647,9,PG,26,4,13,30.8,0,0,0,1,3,33.3,0,0,0,3,2,0,2,1,+8,Reggie Jackson,12,9,12,3,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
24,89,Kentavious,Caldwell-Pope,Denver Nuggets,13647,4,SG,33,1,8,12.5,1,2,50.0,1,5,20.0,0,0,0,2,2,1,0,1,+3,Kentavious Caldwell-Pope,6,4,6,2,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
25,3498,Peyton,Watson,Denver Nuggets,13647,7,F,20,3,6,50.0,0,0,0,1,3,33.3,2,4,6,2,3,0,1,2,0,Peyton Watson,15,13,9,8,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
26,243,Justin,Holiday,Denver Nuggets,13647,5,SF,23,2,6,33.3,0,0,0,1,2,50.0,1,2,3,1,0,1,0,2,+9,Justin Holiday,9,8,6,4,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
27,286,DeAndre,Jordan,Denver Nuggets,13647,0,C,6,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,-6,DeAndre Jordan,2,2,0,2,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
28,3420,Christian,Braun,Denver Nuggets,13647,5,G,27,1,5,20.0,2,2,100.0,1,3,33.3,0,2,2,7,1,0,0,0,-2,Christian Braun,14,7,12,9,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
29,3425,Julian,Champagnie,San Antonio Spurs,13647,11,F,37,4,10,40.0,2,3,66.7,1,4,25.0,1,4,5,2,0,1,1,1,-1,Julian Champagnie,18,16,13,7,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
30,854,Cedi,Osman,San Antonio Spurs,13647,10,SF,18,4,7,57.1,0,0,0,2,4,50.0,0,3,3,1,1,0,0,0,+2,Cedi Osman,14,13,11,4,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
31,4026,Victor,Wembanyama,San Antonio Spurs,13647,23,C,34,9,29,31.0,3,6,50.0,2,11,18.2,5,10,15,8,3,1,2,9,-9,Victor Wembanyama,46,38,31,23,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
32,2606,Tre,Jones,San Antonio Spurs,13647,10,PG,32,4,11,36.4,0,0,0,2,5,40.0,3,9,12,11,1,1,0,1,+13,Tre Jones,33,22,21,23,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
33,3419,Malaki,Branham,San Antonio Spurs,13647,24,G,37,10,19,52.6,1,2,50.0,3,8,37.5,0,3,3,1,4,0,1,0,-3,Malaki Branham,28,27,25,4,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
34,762,Zach,Collins,San Antonio Spurs,13647,13,PF,18,6,11,54.5,0,1,0,1,3,33.3,1,7,8,2,3,0,0,1,+1,Zach Collins,23,21,15,10,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
35,2830,Sandro,Mamukelashvili,San Antonio Spurs,13647,10,PF,24,3,8,37.5,2,2,100.0,2,4,50.0,5,4,9,1,1,0,1,0,0,Sandro Mamukelashvili,20,19,11,10,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
36,973,Devonte',Graham,San Antonio Spurs,13647,2,PG,19,1,5,20.0,0,0,0,0,4,0,0,2,2,3,3,1,0,0,-20,Devonte' Graham,7,4,5,5,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
37,3499,Blake,Wesley,San Antonio Spurs,13647,2,G,15,1,5,20.0,0,2,0,0,1,0,0,1,1,4,2,0,2,0,-8,Blake Wesley,7,3,6,5,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
38,4024,Sidy,Cissoko,San Antonio Spurs,13647,0,G,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Sidy Cissoko,1,1,0,1,13647,2024-04-03 01:00:00,Denver Nuggets,San Antonio Spurs
39,4031,Taylor,Hendricks,Utah Jazz,13648,18,F,28,7,13,53.8,0,0,0,4,6,66.7,1,2,3,1,3,2,1,0,-7,Taylor Hendricks,22,21,19,4,13648,2024-04-03 01:00:00,Utah Jazz,Cleveland Cavaliers
40,4034,Brice,Sensabaugh,Utah Jazz,13648,22,F,30,8,14,57.1,0,0,0,6,9,66.7,1,6,7,4,3,1,2,0,-13,Brice Sensabaugh,33,29,26,11,13648,2024-04-03 01:00:00,Utah Jazz,Cleveland Cavaliers
41,3457,Walker,Kessler,Utah Jazz,13648,6,C,9,3,3,100.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-9,Walker Kessler,7,6,7,1,13648,2024-04-03 01:00:00,Utah Jazz,Cleveland Cavaliers
42,1021,Collin,Sexton,Utah Jazz,13648,19,PG,34,6,14,42.9,5,6,83.3,2,5,40.0,1,2,3,7,4,0,7,0,-7,Collin Sexton,29,22,26,10,13648,2024-04-03 01:00:00,Utah Jazz,Cleveland Cavaliers
43,4029,Keyonte,George,Utah Jazz,13648,9,G,36,2,11,18.2,4,4,100.0,1,5,20.0,0,4,4,3,1,0,4,0,-19,Keyonte George,16,13,12,7,13648,2024-04-03 01:00:00,Utah Jazz,Cleveland Cavaliers
44,1891,Luka,Samanic,Utah Jazz,13648,12,F,19,3,6,50.0,5,7,71.4,1,4,25.0,0,5,5,1,1,0,1,1,-8,Luka Samanic,18,17,13,6,13648,2024-04-03 01:00:00,Utah Jazz,Cleveland Cavaliers
45,2785,Omer,Yurtseven,Utah Jazz,13648,11,C,30,5,10,50.0,1,1,100.0,0,1,0,3,3,6,2,3,0,3,1,+1,Omer Yurtseven,19,17,13,8,13648,2024-04-03 01:00:00,Utah Jazz,Cleveland Cavaliers
46,2611,Kira,Lewis Jr.,Utah Jazz,13648,2,PG,17,1,4,25.0,0,0,0,0,3,0,0,0,0,2,2,1,1,0,-3,Kira Lewis Jr.,4,2,4,2,13648,2024-04-03 01:00:00,Utah Jazz,Cleveland Cavaliers
47,1867,Talen,Horton-Tucker,Utah Jazz,13648,12,SG,13,5,7,71.4,0,0,0,2,3,66.7,0,1,1,0,2,1,0,0,-9,Talen Horton-Tucker,13,13,12,1,13648,2024-04-03 01:00:00,Utah Jazz,Cleveland Cavaliers
