,player_id,firstname,lastname,team,game_id,points,position,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,First Last Name,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,id,date
0,3950,Brandon,Miller,Charlotte Hornets,13433,18,F,38,7,15,46.7,0,0,0,4,8,50.0,0,5,5,3,3,1,4,0,-6,Brandon Miller,26,23,21,8,13433,03/06/2024 12:00:00 AM
1,941,Miles,Bridges,Charlotte Hornets,13433,7,SF,36,3,16,18.8,0,0,0,1,6,16.7,1,2,3,3,4,2,3,0,-8,Miles Bridges,13,10,10,6,13433,03/06/2024 12:00:00 AM
2,2639,Nick,Richards,Charlotte Hornets,13433,2,C,27,1,2,50.0,0,0,0,0,0,0,0,4,4,0,2,0,2,1,+5,Nick Richards,6,6,2,4,13433,03/06/2024 12:00:00 AM
3,2831,Tre,Mann,Charlotte Hornets,13433,18,PG,34,7,9,77.8,2,2,100.0,2,4,50.0,0,6,6,4,2,2,2,0,-6,Tre Mann,28,24,22,10,13433,03/06/2024 12:00:00 AM
4,2739,Vasilije,Micic,Charlotte Hornets,13433,21,G,29,8,15,53.3,4,4,100.0,1,4,25.0,2,3,5,4,2,2,4,0,-2,Vasilije Micic,30,26,25,9,13433,03/06/2024 12:00:00 AM
5,1901,Grant,Williams,Charlotte Hornets,13433,9,PF,33,2,4,50.0,5,5,100.0,0,1,0,0,2,2,3,5,0,3,0,-21,Grant Williams,14,11,12,5,13433,03/06/2024 12:00:00 AM
6,52,Davis,Bertans,Charlotte Hornets,13433,14,SF,26,5,11,45.5,0,0,0,4,10,40.0,0,6,6,1,0,0,0,0,-10,Davis Bertans,21,20,15,7,13433,03/06/2024 12:00:00 AM
7,3469,Bryce,McGowens,Charlotte Hornets,13433,0,G,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-12,Bryce McGowens,1,0,1,1,13433,03/06/2024 12:00:00 AM
8,3414,Paolo,Banchero,Orlando Magic,13433,22,PF,33,9,19,47.4,2,2,100.0,2,5,40.0,0,5,5,3,1,0,5,0,+1,Paolo Banchero,30,27,25,8,13433,03/06/2024 12:00:00 AM
9,2858,Franz,Wagner,Orlando Magic,13433,8,SF,30,4,11,36.4,0,1,0,0,5,0,1,2,3,2,1,1,4,0,-3,Franz Wagner,13,11,10,5,13433,03/06/2024 12:00:00 AM
10,950,Wendell,Carter Jr.,Orlando Magic,13433,12,C,29,5,7,71.4,0,0,0,2,4,50.0,4,5,9,1,1,1,1,0,0,Wendell Carter Jr.,22,21,13,10,13433,03/06/2024 12:00:00 AM
11,220,Gary,Harris,Orlando Magic,13433,9,SG,22,3,4,75.0,1,2,50.0,2,2,100.0,0,0,0,0,3,3,1,0,+6,Gary Harris,9,9,9,0,13433,03/06/2024 12:00:00 AM
12,2852,Jalen,Suggs,Orlando Magic,13433,4,SG,20,2,4,50.0,0,1,0,0,2,0,0,4,4,3,4,1,1,0,+5,Jalen Suggs,11,8,7,7,13433,03/06/2024 12:00:00 AM
13,801,Jonathan,Isaac,Orlando Magic,13433,11,PF,18,4,4,100.0,2,3,66.7,1,1,100.0,1,5,6,0,0,1,0,1,+2,Jonathan Isaac,17,17,11,6,13433,03/06/2024 12:00:00 AM
14,1883,Chuma,Okeke,Orlando Magic,13433,0,PF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chuma Okeke,0,0,0,0,13433,03/06/2024 12:00:00 AM
15,1892,Admiral,Schofield,Orlando Magic,13433,0,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Admiral Schofield,0,0,0,0,13433,03/06/2024 12:00:00 AM
16,1037,Moritz,Wagner,Orlando Magic,13433,11,C,18,5,8,62.5,0,0,0,1,3,33.3,0,4,4,2,1,0,2,0,+12,Moritz Wagner,17,15,13,6,13433,03/06/2024 12:00:00 AM
17,2563,Cole,Anthony,Orlando Magic,13433,14,PG,23,5,11,45.5,2,2,100.0,2,8,25.0,0,3,3,3,3,2,2,0,+15,Cole Anthony,20,17,17,6,13433,03/06/2024 12:00:00 AM
18,258,Joe,Ingles,Orlando Magic,13433,0,SG,17,0,1,0,0,0,0,0,1,0,1,1,2,8,1,0,0,0,+15,Joe Ingles,10,2,8,10,13433,03/06/2024 12:00:00 AM
19,3449,Caleb,Houstan,Orlando Magic,13433,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caleb Houstan,0,0,0,0,13433,03/06/2024 12:00:00 AM
20,4010,Anthony,Black,Orlando Magic,13433,10,G,28,3,5,60.0,1,4,25.0,3,4,75.0,1,4,5,1,1,0,1,0,+7,Anthony Black,16,15,11,6,13433,03/06/2024 12:00:00 AM
21,2835,Evan,Mobley,Cleveland Cavaliers,13434,4,PF,23,2,8,25.0,0,0,0,0,1,0,1,5,6,4,2,2,2,0,-7,Evan Mobley,14,10,8,10,13434,03/06/2024 12:00:00 AM
22,2630,Isaac,Okoro,Cleveland Cavaliers,13434,16,SF,31,5,11,45.5,2,4,50.0,4,8,50.0,0,4,4,1,1,1,0,2,-4,Isaac Okoro,21,20,17,5,13434,03/06/2024 12:00:00 AM
23,727,Jarrett,Allen,Cleveland Cavaliers,13434,21,C,35,9,16,56.3,3,3,100.0,0,0,0,4,8,12,2,0,0,0,1,-4,Jarrett Allen,35,33,23,14,13434,03/06/2024 12:00:00 AM
24,1860,Darius,Garland,Cleveland Cavaliers,13434,16,PG,36,6,20,30.0,1,2,50.0,3,8,37.5,0,1,1,11,2,2,3,0,0,Darius Garland,28,17,27,12,13434,03/06/2024 12:00:00 AM
25,2623,Sam,Merrill,Cleveland Cavaliers,13434,6,SG,30,2,7,28.6,0,0,0,2,6,33.3,0,4,4,1,1,1,0,0,-3,Sam Merrill,11,10,7,5,13434,03/06/2024 12:00:00 AM
26,2392,Dean,Wade,Cleveland Cavaliers,13434,23,PF,21,8,11,72.7,1,2,50.0,6,9,66.7,2,6,8,1,0,2,0,0,+16,Dean Wade,32,31,24,9,13434,03/06/2024 12:00:00 AM
27,391,Georges,Niang,Cleveland Cavaliers,13434,9,SF,27,3,4,75.0,0,0,0,3,4,75.0,0,1,1,1,3,0,1,0,+7,Georges Niang,11,10,10,2,13434,03/06/2024 12:00:00 AM
28,317,Caris,LeVert,Cleveland Cavaliers,13434,10,SG,30,4,10,40.0,0,0,0,2,5,40.0,0,4,4,5,1,3,2,0,+2,Caris LeVert,19,14,15,9,13434,03/06/2024 12:00:00 AM
29,4043,Craig Jr.,Porter,Cleveland Cavaliers,13434,0,G,6,0,3,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,-2,Craig Jr. Porter,4,2,2,4,13434,03/06/2024 12:00:00 AM
30,882,Jayson,Tatum,Boston Celtics,13434,26,SF,38,8,21,38.1,5,6,83.3,5,9,55.6,2,11,13,2,3,0,2,0,-7,Jayson Tatum,41,39,28,15,13434,03/06/2024 12:00:00 AM
31,432,Kristaps,Porzingis,Boston Celtics,13434,24,C,32,9,18,50.0,3,3,100.0,3,6,50.0,2,7,9,3,2,2,1,3,0,Kristaps Porzingis,36,33,27,12,13434,03/06/2024 12:00:00 AM
32,242,Jrue,Holiday,Boston Celtics,13434,12,PG,36,5,9,55.6,0,0,0,2,6,33.3,2,2,4,5,1,2,4,0,-14,Jrue Holiday,21,16,17,9,13434,03/06/2024 12:00:00 AM
33,897,Derrick,White,Boston Celtics,13434,3,PG,35,1,5,20.0,1,1,100.0,0,2,0,2,4,6,7,0,0,2,4,+4,Derrick White,16,9,10,13,13434,03/06/2024 12:00:00 AM
34,75,Jaylen,Brown,Boston Celtics,13434,21,SG,37,8,20,40.0,2,2,100.0,3,7,42.9,2,1,3,4,3,0,1,0,+9,Jaylen Brown,28,24,25,7,13434,03/06/2024 12:00:00 AM
35,2812,Sam,Hauser,Boston Celtics,13434,5,SF,14,2,5,40.0,0,0,0,1,3,33.3,1,4,5,1,1,1,0,0,+14,Sam Hauser,11,10,6,6,13434,03/06/2024 12:00:00 AM
36,248,Al,Horford,Boston Celtics,13434,7,C,20,3,8,37.5,0,0,0,1,4,25.0,2,3,5,0,1,1,1,0,-2,Al Horford,12,12,7,5,13434,03/06/2024 12:00:00 AM
37,819,Luke,Kornet,Boston Celtics,13434,4,C,16,2,4,50.0,0,0,0,0,0,0,0,3,3,1,1,0,0,2,-2,Luke Kornet,8,7,5,4,13434,03/06/2024 12:00:00 AM
38,2635,Payton,Pritchard,Boston Celtics,13434,2,PG,13,1,3,33.3,0,0,0,0,1,0,1,4,5,1,1,0,2,0,-7,Payton Pritchard,8,7,3,6,13434,03/06/2024 12:00:00 AM
39,175,Dorian,Finney-Smith,Brooklyn Nets,13435,20,PF,31,8,11,72.7,0,0,0,4,7,57.1,3,5,8,2,0,0,1,0,+9,Dorian Finney-Smith,30,28,22,10,13435,03/06/2024 12:30:00 AM
40,1871,Cameron,Johnson,Brooklyn Nets,13435,6,SF,8,2,4,50.0,1,1,100.0,1,2,50.0,1,0,1,0,1,0,0,0,-17,Cameron Johnson,7,7,6,1,13435,03/06/2024 12:30:00 AM
41,940,Mikal,Bridges,Brooklyn Nets,13435,15,SF,38,4,12,33.3,5,5,100.0,2,3,66.7,0,6,6,4,2,0,1,0,+10,Mikal Bridges,25,21,19,10,13435,03/06/2024 12:30:00 AM
42,1854,Nic,Claxton,Brooklyn Nets,13435,17,C,33,6,8,75.0,5,6,83.3,0,0,0,0,10,10,2,3,0,2,4,+3,Nic Claxton,29,27,19,12,13435,03/06/2024 12:30:00 AM
43,472,Dennis,Schroder,Brooklyn Nets,13435,20,PG,34,7,12,58.3,5,7,71.4,1,3,33.3,1,1,2,8,2,0,5,1,-5,Dennis Schroder,30,22,28,10,13435,03/06/2024 12:30:00 AM
44,2861,Trendon,Watford,Brooklyn Nets,13435,2,PF,13,1,6,16.7,0,0,0,0,2,0,1,4,5,0,1,0,0,2,-13,Trendon Watford,7,7,2,5,13435,03/06/2024 12:30:00 AM
45,3946,Jalen,Wilson,Brooklyn Nets,13435,4,F,23,2,9,22.2,0,0,0,0,4,0,4,2,6,2,0,0,0,0,+5,Jalen Wilson,12,10,6,8,13435,03/06/2024 12:30:00 AM
46,934,Keita,Bates-Diop,Brooklyn Nets,13435,2,SF,6,1,2,50.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-9,Keita Bates-Diop,3,3,2,1,13435,03/06/2024 12:30:00 AM
47,876,Dennis,Smith Jr.,Brooklyn Nets,13435,7,PG,24,3,6,50.0,1,3,33.3,0,2,0,0,1,1,6,3,3,2,0,+13,Dennis Smith Jr.,14,8,13,7,13435,03/06/2024 12:30:00 AM
48,1038,Lonnie,Walker IV,Brooklyn Nets,13435,19,G,30,7,14,50.0,1,2,50.0,4,6,66.7,0,4,4,1,4,1,1,0,+29,Lonnie Walker IV,24,23,20,5,13435,03/06/2024 12:30:00 AM
49,222,Tobias,Harris,Philadelphia 76ers,13435,18,PF,37,8,16,50.0,1,2,50.0,1,3,33.3,1,8,9,4,0,0,2,0,-4,Tobias Harris,31,27,22,13,13435,03/06/2024 12:30:00 AM
50,932,Mo,Bamba,Philadelphia 76ers,13435,4,C,12,2,5,40.0,0,0,0,0,0,0,1,2,3,0,4,0,2,1,-4,Mo Bamba,7,7,4,3,13435,03/06/2024 12:30:00 AM
51,327,Kyle,Lowry,Philadelphia 76ers,13435,14,PG,36,5,9,55.6,0,0,0,4,7,57.1,0,2,2,5,6,1,3,0,+1,Kyle Lowry,21,16,19,7,13435,03/06/2024 12:30:00 AM
52,417,Cameron,Payne,Philadelphia 76ers,13435,15,PG,23,5,10,50.0,2,2,100.0,3,7,42.9,0,3,3,1,3,1,1,0,-2,Cameron Payne,19,18,16,4,13435,03/06/2024 12:30:00 AM
53,236,Buddy,Hield,Philadelphia 76ers,13435,13,SG,28,3,9,33.3,5,5,100.0,2,3,66.7,0,3,3,4,1,1,0,0,-10,Buddy Hield,20,16,17,7,13435,03/06/2024 12:30:00 AM
54,40,Nicolas,Batum,Philadelphia 76ers,13435,2,PF,32,1,6,16.7,0,0,0,0,3,0,2,5,7,4,2,0,1,1,-1,Nicolas Batum,13,9,6,11,13435,03/06/2024 12:30:00 AM
55,2617,Kenyon,Martin Jr.,Philadelphia 76ers,13435,6,F,11,3,4,75.0,0,0,0,0,0,0,2,1,3,0,3,1,1,0,-2,Kenyon Martin Jr.,9,9,6,3,13435,03/06/2024 12:30:00 AM
56,2638,Paul,Reed,Philadelphia 76ers,13435,5,SF,19,2,3,66.7,1,2,50.0,0,0,0,1,1,2,2,1,2,0,0,0,Paul Reed,9,7,7,4,13435,03/06/2024 12:30:00 AM
57,407,Kelly,Oubre Jr.,Philadelphia 76ers,13435,30,SG,36,11,20,55.0,6,8,75.0,2,5,40.0,1,5,6,4,4,0,1,0,+3,Kelly Oubre Jr.,40,36,34,10,13435,03/06/2024 12:30:00 AM
58,2878,Jeff,Dowtin,Philadelphia 76ers,13435,0,G,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-6,Jeff Dowtin,1,0,1,1,13435,03/06/2024 12:30:00 AM
59,1018,Duncan,Robinson,Miami Heat,13436,18,F,36,6,11,54.5,2,2,100.0,4,9,44.4,0,3,3,4,3,1,0,1,+9,Duncan Robinson,25,21,22,7,13436,03/06/2024 12:30:00 AM
60,3453,Nikola,Jovic,Miami Heat,13436,8,F,21,3,5,60.0,1,2,50.0,1,2,50.0,0,4,4,2,2,2,0,0,+8,Nikola Jovic,14,12,10,6,13436,03/06/2024 12:30:00 AM
61,86,Jimmy,Butler,Miami Heat,13436,26,SF,37,7,13,53.8,11,12,91.7,1,3,33.3,2,4,6,8,1,2,2,0,+1,Jimmy Butler,40,32,34,14,13436,03/06/2024 12:30:00 AM
62,724,Bam,Adebayo,Miami Heat,13436,18,C,35,8,17,47.1,2,3,66.7,0,0,0,2,5,7,1,2,1,1,1,+8,Bam Adebayo,26,25,19,8,13436,03/06/2024 12:30:00 AM
63,458,Terry,Rozier,Miami Heat,13436,17,SG,32,7,17,41.2,0,0,0,3,6,50.0,0,2,2,7,2,0,3,0,+6,Terry Rozier,26,19,24,9,13436,03/06/2024 12:30:00 AM
64,1815,Haywood,Highsmith,Miami Heat,13436,3,F,11,1,2,50.0,0,0,0,1,2,50.0,1,2,3,1,1,0,0,1,+2,Haywood Highsmith,7,6,4,4,13436,03/06/2024 12:30:00 AM
65,2242,Caleb,Martin,Miami Heat,13436,15,SF,28,5,9,55.6,2,2,100.0,3,6,50.0,0,6,6,1,2,1,1,0,+8,Caleb Martin,22,21,16,7,13436,03/06/2024 12:30:00 AM
66,753,Thomas,Bryant,Miami Heat,13436,0,C,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-2,Thomas Bryant,0,0,0,0,13436,03/06/2024 12:30:00 AM
67,3482,Orlando,Robinson,Miami Heat,13436,2,C,8,1,3,33.3,0,0,0,0,0,0,2,3,5,1,0,0,2,0,+2,Orlando Robinson,8,7,3,6,13436,03/06/2024 12:30:00 AM
68,4046,Jaime Jr.,Jaquez,Miami Heat,13436,11,G,27,4,7,57.1,2,2,100.0,1,2,50.0,1,5,6,2,1,0,0,0,-2,Jaime Jr. Jaquez,19,17,13,8,13436,03/06/2024 12:30:00 AM
69,3971,Ausar,Thompson,Detroit Pistons,13436,9,F,34,3,7,42.9,3,4,75.0,0,2,0,0,6,6,2,0,0,0,2,-8,Ausar Thompson,17,15,11,8,13436,03/06/2024 12:30:00 AM
70,2648,Isaiah,Stewart,Detroit Pistons,13436,13,C,36,5,9,55.6,2,2,100.0,1,4,25.0,2,4,6,2,1,1,0,0,-11,Isaiah Stewart,21,19,15,8,13436,03/06/2024 12:30:00 AM
71,3433,Jalen,Duren,Detroit Pistons,13436,14,C,32,5,5,100.0,4,4,100.0,0,0,0,4,6,10,3,5,0,2,0,-8,Jalen Duren,27,24,17,13,13436,03/06/2024 12:30:00 AM
72,2801,Cade,Cunningham,Detroit Pistons,13436,23,PG,34,8,20,40.0,3,3,100.0,4,8,50.0,1,3,4,8,2,0,3,0,-6,Cade Cunningham,35,27,31,12,13436,03/06/2024 12:30:00 AM
73,3451,Jaden,Ivey,Detroit Pistons,13436,16,PG,29,6,15,40.0,4,5,80.0,0,5,0,0,2,2,4,1,1,2,1,-4,Jaden Ivey,22,18,20,6,13436,03/06/2024 12:30:00 AM
74,3438,Simone,Fontecchio,Detroit Pistons,13436,22,F,29,7,16,43.8,3,3,100.0,5,12,41.7,0,4,4,2,1,1,1,0,-3,Simone Fontecchio,28,26,24,6,13436,03/06/2024 12:30:00 AM
75,2666,James,Wiseman,Detroit Pistons,13436,6,C,16,3,4,75.0,0,0,0,0,0,0,3,4,7,1,2,0,2,0,0,James Wiseman,14,13,7,8,13436,03/06/2024 12:30:00 AM
76,177,Evan,Fournier,Detroit Pistons,13436,7,SG,15,2,10,20.0,1,1,100.0,2,8,25.0,0,2,2,1,3,0,0,0,+2,Evan Fournier,10,9,8,3,13436,03/06/2024 12:30:00 AM
