,player_id,firstname,lastname,team,game_id,points,position,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,First Last Name,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,id,date,home_team,away_team
0,463,Domantas,Sabonis,Sacramento Kings,13634,17,PF,34,7,14,50.0,3,3,100.0,0,1,0,5,6,11,6,3,1,4,1,+18,Domantas Sabonis,34,28,23,17,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
1,36,Harrison,Barnes,Sacramento Kings,13634,24,SF,29,9,12,75.0,1,2,50.0,5,7,71.4,1,1,2,2,0,0,0,0,+22,Harrison Barnes,28,26,26,4,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
2,3475,Keegan,Murray,Sacramento Kings,13634,25,SF,35,10,18,55.6,0,0,0,5,12,41.7,2,2,4,3,2,0,0,1,+25,Keegan Murray,32,29,28,7,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
3,776,De'Aaron,Fox,Sacramento Kings,13634,24,PG,36,7,15,46.7,8,10,80.0,2,7,28.6,0,6,6,12,3,3,5,2,+28,De'Aaron Fox,42,30,36,18,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
4,3436,Keon,Ellis,Sacramento Kings,13634,5,G,27,1,4,25.0,2,2,100.0,1,2,50.0,2,6,8,3,3,1,1,0,+28,Keon Ellis,16,13,8,11,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
5,331,Trey,Lyles,Sacramento Kings,13634,11,PF,19,3,8,37.5,2,2,100.0,3,5,60.0,2,2,4,3,2,0,2,1,+2,Trey Lyles,18,15,14,7,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
6,4022,Sasha,Vezenkov,Sacramento Kings,13634,5,F,10,2,3,66.7,0,0,0,1,1,100.0,0,2,2,1,2,2,1,0,-5,Sasha Vezenkov,8,7,6,3,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
7,2805,Kessler,Edwards,Sacramento Kings,13634,3,SF,10,1,2,50.0,0,2,0,1,2,50.0,0,0,0,0,0,0,0,0,-4,Kessler Edwards,3,3,3,0,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
8,313,Alex,Len,Sacramento Kings,13634,0,C,12,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,1,1,0,Alex Len,3,2,1,3,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
9,2834,Davion,Mitchell,Sacramento Kings,13634,8,PG,21,3,6,50.0,1,2,50.0,1,2,50.0,1,4,5,3,3,1,1,0,-9,Davion Mitchell,16,13,11,8,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
10,2803,Chris,Duarte,Sacramento Kings,13634,3,SG,2,1,1,100.0,0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,Chris Duarte,3,3,3,0,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
11,2605,Mason,Jones,Sacramento Kings,13634,0,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mason Jones,0,0,0,0,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
12,4020,Colby,Jones,Sacramento Kings,13634,2,G,2,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colby Jones,2,2,2,0,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
13,4031,Taylor,Hendricks,Utah Jazz,13634,18,F,28,6,11,54.5,2,3,66.7,4,6,66.7,2,1,3,1,3,0,1,0,-22,Taylor Hendricks,22,21,19,4,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
14,4034,Brice,Sensabaugh,Utah Jazz,13634,22,F,34,6,14,42.9,5,6,83.3,5,10,50.0,1,3,4,3,1,2,4,0,-24,Brice Sensabaugh,29,26,25,7,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
15,3457,Walker,Kessler,Utah Jazz,13634,6,C,32,3,6,50.0,0,0,0,0,0,0,4,4,8,3,4,1,0,3,-15,Walker Kessler,17,14,9,11,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
16,1021,Collin,Sexton,Utah Jazz,13634,22,PG,29,7,12,58.3,7,10,70.0,1,3,33.3,0,1,1,4,4,1,2,0,-27,Collin Sexton,27,23,26,5,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
17,4029,Keyonte,George,Utah Jazz,13634,18,G,37,4,14,28.6,7,7,100.0,3,10,30.0,0,2,2,2,2,1,2,0,-14,Keyonte George,22,20,20,4,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
18,2785,Omer,Yurtseven,Utah Jazz,13634,4,C,12,2,6,33.3,0,0,0,0,0,0,2,2,4,1,1,0,1,0,-5,Omer Yurtseven,9,8,5,5,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
19,3358,Micah,Potter,Utah Jazz,13634,8,C,20,3,4,75.0,0,0,0,2,2,100.0,0,4,4,0,0,1,1,1,+1,Micah Potter,12,12,8,4,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
20,152,Kris,Dunn,Utah Jazz,13634,5,G,27,2,9,22.2,1,2,50.0,0,3,0,2,3,5,7,1,0,1,0,-7,Kris Dunn,17,10,12,12,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
21,3454,Johnny,Juzang,Utah Jazz,13634,3,G,21,1,7,14.3,0,0,0,1,7,14.3,0,2,2,1,2,0,0,0,+8,Johnny Juzang,6,5,4,3,13634,2024-04-01 01:00:00,Sacramento Kings,Utah Jazz
22,195,Aaron,Gordon,Denver Nuggets,13625,8,PF,29,3,7,42.9,1,2,50.0,1,3,33.3,3,5,8,5,3,1,2,0,+18,Aaron Gordon,21,16,13,13,13625,2024-03-31 19:30:00,Denver Nuggets,Cleveland Cavaliers
23,1014,Michael,Porter Jr.,Denver Nuggets,13625,19,SF,29,8,16,50.0,0,0,0,3,5,60.0,0,6,6,0,1,0,2,0,+18,Michael Porter Jr.,25,25,19,6,13625,2024-03-31 19:30:00,Denver Nuggets,Cleveland Cavaliers
24,279,Nikola,Jokic,Denver Nuggets,13625,26,C,35,11,18,61.1,3,5,60.0,1,2,50.0,4,14,18,16,2,1,3,0,+37,Nikola Jokic,60,44,42,34,13625,2024-03-31 19:30:00,Denver Nuggets,Cleveland Cavaliers
25,264,Reggie,Jackson,Denver Nuggets,13625,19,PG,23,6,10,60.0,2,2,100.0,5,5,100.0,1,2,3,3,3,0,0,0,-1,Reggie Jackson,25,22,22,6,13625,2024-03-31 19:30:00,Denver Nuggets,Cleveland Cavaliers
26,89,Kentavious,Caldwell-Pope,Denver Nuggets,13625,22,SG,35,7,10,70.0,2,2,100.0,6,9,66.7,0,3,3,4,3,1,1,0,+35,Kentavious Caldwell-Pope,29,25,26,7,13625,2024-03-31 19:30:00,Denver Nuggets,Cleveland Cavaliers
27,3967,Hunter,Tyson,Denver Nuggets,13625,3,F,4,1,1,100.0,0,0,0,1,1,100.0,0,0,0,0,1,0,0,0,+4,Hunter Tyson,3,3,3,0,13625,2024-03-31 19:30:00,Denver Nuggets,Cleveland Cavaliers
28,3498,Peyton,Watson,Denver Nuggets,13625,9,F,20,4,5,80.0,1,2,50.0,0,0,0,1,2,3,2,1,1,2,2,+3,Peyton Watson,14,12,11,5,13625,2024-03-31 19:30:00,Denver Nuggets,Cleveland Cavaliers
