,outcomes_description,outcomes_name,outcomes_price,outcomes_point,EV Percentage,bookmakers.title,bookmakers.markets.key,team,Outcome Last 30 Avg,Outcome Last 30 Avg Adjusted,True Odds,Percentage Hit,opposing team,Defensive Rating Adjustment,Outcome Last 30 STD,outcomes_point_adj,Date
0,Caris LeVert,Over,-120,15.5,-0.24707585586319009,DraftKings,player_points,Cleveland Cavaliers,13.2,12.254529335400717,0.5108444854637724,0.4096338511101881,Miami Heat,0.9338169020114394,6.151334635179964,16.0,2024-03-20
1,Caris LeVert,Under,-110,15.5,0.12144864640294037,DraftKings,player_points,Cleveland Cavaliers,13.2,12.254529335400717,0.49057287889774975,0.5583883934492769,Miami Heat,0.9338169020114394,6.151334635179964,15.0,2024-03-20
2,Darius Garland,Over,-125,20.5,-0.045313076670329216,DraftKings,player_points,Cleveland Cavaliers,20.9,17.73055803735416,0.5203045685279164,0.4977499852821702,Miami Heat,0.9338169020114394,8.693931472265264,21.0,2024-03-20
3,Darius Garland,Under,-105,20.5,0.00013136056658543115,DraftKings,player_points,Cleveland Cavaliers,20.9,17.73055803735416,0.479695431472079,0.4797584528142648,Miami Heat,0.9338169020114394,8.693931472265264,20.0,2024-03-20
4,Georges Niang,Over,100,11.5,0.004270077035232068,DraftKings,player_points,Cleveland Cavaliers,11.1,12.070755504429265,0.4682741116751247,0.47028225312426786,Miami Heat,0.9338169020114394,6.140705534611631,12.0,2024-03-20
5,Georges Niang,Under,-130,11.5,-0.0657512900064831,DraftKings,player_points,Cleveland Cavaliers,11.1,12.070755504429265,0.5293533436327497,0.4966950062331424,Miami Heat,0.9338169020114394,6.140705534611631,11.0,2024-03-20
6,Isaac Okoro,Over,100,11.5,0.0698527365839949,DraftKings,player_points,Cleveland Cavaliers,12.1,11.594213164796288,0.4682741116751247,0.5034408314607821,Miami Heat,0.9338169020114394,3.741890527517679,12.0,2024-03-20
7,Isaac Okoro,Under,-130,11.5,-0.14527309218482545,DraftKings,player_points,Cleveland Cavaliers,12.1,11.594213164796288,0.5293533436327497,0.4622070903830525,Miami Heat,0.9338169020114394,3.741890527517679,11.0,2024-03-20
8,Jarrett Allen,Over,100,16.5,0.10109599009617216,DraftKings,player_points,Cleveland Cavaliers,17.9,17.139498719096327,0.4682741116751247,0.5209389506730808,Miami Heat,0.9338169020114394,6.518314947290145,17.0,2024-03-20
9,Jarrett Allen,Under,-130,16.5,-0.1612047307145008,DraftKings,player_points,Cleveland Cavaliers,17.9,17.139498719096327,0.5293533436327497,0.4558656450762419,Miami Heat,0.9338169020114394,6.518314947290145,16.0,2024-03-20
10,Jimmy Butler,Over,-115,22.5,-0.06211894357027416,DraftKings,player_points,Miami Heat,21.5,21.087468099054693,0.5009443985361799,0.4716462328148235,Cleveland Cavaliers,0.9754404747768332,6.507365441456483,23.0,2024-03-20
11,Jimmy Butler,Under,-115,22.5,0.016711752821179232,DraftKings,player_points,Miami Heat,21.5,21.087468099054693,0.5009443985361799,0.5094583403935247,Cleveland Cavaliers,0.9754404747768332,6.507365441456483,22.0,2024-03-20
12,Jarrett Allen,Over,-125,15.5,0.043793938354031316,FanDuel,player_points,Cleveland Cavaliers,17.9,17.139498719096327,0.5203045685279164,0.5441343549237581,Miami Heat,0.9338169020114394,6.518314947290145,16.0,2024-03-20
13,Jarrett Allen,Under,-102,15.5,-0.09262690115058708,FanDuel,player_points,Cleveland Cavaliers,17.9,17.139498719096327,0.4729104890184428,0.4328197379365692,Miami Heat,0.9338169020114394,6.518314947290145,15.0,2024-03-20
14,Georges Niang,Over,-102,11.5,-0.0055886350733299886,FanDuel,player_points,Cleveland Cavaliers,11.1,12.070755504429265,0.4729104890184428,0.47028225312426786,Miami Heat,0.9338169020114394,6.140705534611631,12.0,2024-03-20
15,Georges Niang,Under,-125,11.5,-0.04753331923714164,FanDuel,player_points,Cleveland Cavaliers,11.1,12.070755504429265,0.5203045685279164,0.4966950062331424,Miami Heat,0.9338169020114394,6.140705534611631,11.0,2024-03-20
16,Caris LeVert,Over,-108,15.5,-0.18712028586976778,FanDuel,player_points,Cleveland Cavaliers,13.2,12.254529335400717,0.48628465443186036,0.4096338511101881,Miami Heat,0.9338169020114394,6.151334635179964,16.0,2024-03-20
17,Caris LeVert,Under,-118,15.5,0.09213917672497343,FanDuel,player_points,Cleveland Cavaliers,13.2,12.254529335400717,0.50693894658408,0.5583883934492769,Miami Heat,0.9338169020114394,6.151334635179964,15.0,2024-03-20
18,Isaac Okoro,Over,-102,11.5,0.06064335773829188,FanDuel,player_points,Cleveland Cavaliers,12.1,11.594213164796288,0.4729104890184428,0.5034408314607821,Miami Heat,0.9338169020114394,3.741890527517679,12.0,2024-03-20
19,Isaac Okoro,Under,-125,11.5,-0.12569577436970036,FanDuel,player_points,Cleveland Cavaliers,12.1,11.594213164796288,0.5203045685279164,0.4622070903830525,Miami Heat,0.9338169020114394,3.741890527517679,11.0,2024-03-20
20,Darius Garland,Over,-111,20.5,0.010172735930181198,FanDuel,player_points,Cleveland Cavaliers,20.9,17.73055803735416,0.4926865061226431,0.4977499852821702,Miami Heat,0.9338169020114394,8.693931472265264,21.0,2024-03-20
21,Darius Garland,Under,-115,20.5,-0.04415960906501643,FanDuel,player_points,Cleveland Cavaliers,20.9,17.73055803735416,0.5009443985361799,0.4797584528142648,Miami Heat,0.9338169020114394,8.693931472265264,20.0,2024-03-20
22,Jimmy Butler,Over,-102,22.5,-0.0026805179722821535,FanDuel,player_points,Miami Heat,21.5,21.087468099054693,0.4729104890184428,0.4716462328148235,Cleveland Cavaliers,0.9754404747768332,6.507365441456483,23.0,2024-03-20
23,Jimmy Butler,Under,-125,22.5,-0.021289725330659422,FanDuel,player_points,Miami Heat,21.5,21.087468099054693,0.5203045685279164,0.5094583403935247,Cleveland Cavaliers,0.9754404747768332,6.507365441456483,22.0,2024-03-20
48,Jarrett Allen,Over,-106,16.5,0.0749143199047985,Caesars,player_points,Cleveland Cavaliers,17.9,17.139498719096327,0.4819131634714876,0.5209389506730808,Miami Heat,0.9338169020114394,6.518314947290145,17.0,2024-03-20
49,Jarrett Allen,Under,-129,16.5,-0.15730414377894653,Caesars,player_points,Cleveland Cavaliers,17.9,17.139498719096327,0.5275752000531972,0.4558656450762419,Miami Heat,0.9338169020114394,6.518314947290145,16.0,2024-03-20
50,Georges Niang,Over,-115,11.5,-0.06519945247393769,Caesars,player_points,Cleveland Cavaliers,11.1,12.070755504429265,0.5009443985361799,0.47028225312426786,Miami Heat,0.9338169020114394,6.140705534611631,12.0,2024-03-20
51,Georges Niang,Under,-119,11.5,-0.024573684842903006,Caesars,player_points,Cleveland Cavaliers,11.1,12.070755504429265,0.5089006327793594,0.4966950062331424,Miami Heat,0.9338169020114394,6.140705534611631,11.0,2024-03-20
52,Jimmy Butler,Over,-113,22.5,-0.05344681502509953,Caesars,player_points,Miami Heat,21.5,21.087468099054693,0.4968542217773624,0.4716462328148235,Cleveland Cavaliers,0.9754404747768332,6.507365441456483,23.0,2024-03-20
53,Jimmy Butler,Under,-121,22.5,-0.006501819805509714,Caesars,player_points,Miami Heat,21.5,21.087468099054693,0.5127707467211774,0.5094583403935247,Cleveland Cavaliers,0.9754404747768332,6.507365441456483,22.0,2024-03-20
54,Isaac Okoro,Over,-103,11.5,0.056106717912822276,Caesars,player_points,Cleveland Cavaliers,12.1,11.594213164796288,0.4751944187442153,0.5034408314607821,Miami Heat,0.9338169020114394,3.741890527517679,12.0,2024-03-20
55,Isaac Okoro,Under,-133,11.5,-0.15661617332234437,Caesars,player_points,Cleveland Cavaliers,12.1,11.594213164796288,0.5345961961613012,0.4622070903830525,Miami Heat,0.9338169020114394,3.741890527517679,11.0,2024-03-20
56,Caris LeVert,Over,-109,15.5,-0.1923795463955064,Caesars,player_points,Cleveland Cavaliers,13.2,12.254529335400717,0.48843902557501045,0.4096338511101881,Miami Heat,0.9338169020114394,6.151334635179964,16.0,2024-03-20
57,Caris LeVert,Under,-125,15.5,0.0682031098213004,Caesars,player_points,Cleveland Cavaliers,13.2,12.254529335400717,0.5203045685279164,0.5583883934492769,Miami Heat,0.9338169020114394,6.151334635179964,15.0,2024-03-20
58,Darius Garland,Over,-125,20.5,-0.045313076670329216,Caesars,player_points,Cleveland Cavaliers,20.9,17.73055803735416,0.5203045685279164,0.4977499852821702,Miami Heat,0.9338169020114394,8.693931472265264,21.0,2024-03-20
59,Darius Garland,Under,-109,20.5,-0.018093631722016276,Caesars,player_points,Cleveland Cavaliers,20.9,17.73055803735416,0.48843902557501045,0.4797584528142648,Miami Heat,0.9338169020114394,8.693931472265264,20.0,2024-03-20
236,Jarrett Allen,Over,105,16.5,0.123020478142607,BetMGM,player_points,Cleveland Cavaliers,17.9,17.139498719096327,0.45685279187817046,0.5209389506730808,Miami Heat,0.9338169020114394,6.518314947290145,17.0,2024-03-20
237,Jarrett Allen,Under,-140,16.5,-0.19842283105791442,BetMGM,player_points,Cleveland Cavaliers,17.9,17.139498719096327,0.5463197969543122,0.4558656450762419,Miami Heat,0.9338169020114394,6.518314947290145,16.0,2024-03-20
238,Caris LeVert,Over,-105,15.5,-0.17103464513982497,BetMGM,player_points,Cleveland Cavaliers,13.2,12.254529335400717,0.479695431472079,0.4096338511101881,Miami Heat,0.9338169020114394,6.151334635179964,16.0,2024-03-20
239,Caris LeVert,Under,-125,15.5,0.0682031098213004,BetMGM,player_points,Cleveland Cavaliers,13.2,12.254529335400717,0.5203045685279164,0.5583883934492769,Miami Heat,0.9338169020114394,6.151334635179964,15.0,2024-03-20
240,Jimmy Butler,Over,-120,22.5,-0.0831094365262084,BetMGM,player_points,Miami Heat,21.5,21.087468099054693,0.5108444854637724,0.4716462328148235,Cleveland Cavaliers,0.9754404747768332,6.507365441456483,23.0,2024-03-20
241,Jimmy Butler,Under,-110,22.5,0.037069687545378247,BetMGM,player_points,Miami Heat,21.5,21.087468099054693,0.49057287889774975,0.5094583403935247,Cleveland Cavaliers,0.9754404747768332,6.507365441456483,22.0,2024-03-20
242,Isaac Okoro,Over,100,11.5,0.0698527365839949,BetMGM,player_points,Cleveland Cavaliers,12.1,11.594213164796288,0.4682741116751247,0.5034408314607821,Miami Heat,0.9338169020114394,3.741890527517679,12.0,2024-03-20
