,outcomes_description,outcomes_name,outcomes_price,outcomes_point,EV Percentage,bookmakers.title,bookmakers.markets.key,team,Outcome Last 30 Avg,Outcome Last 30 Avg Adjusted,True Odds,Percentage Hit,opposing team,Defensive Rating Adjustment,Outcome Last 30 STD,outcomes_point_adj,Date
0,Aaron Nesmith,Over,-120,11.5,-0.06533859812893716,DraftKings,player_points,Indiana Pacers,11.4,11.679047650371992,0.5108444854637724,0.4795137305275268,Milwaukee Bucks,1.002712651998954,3.3965605548620967,12.0,2024-04-26
1,Aaron Nesmith,Under,100,11.5,0.03714493924657631,DraftKings,player_points,Indiana Pacers,11.4,11.679047650371992,0.4682741116751247,0.4863391498495166,Milwaukee Bucks,1.002712651998954,3.3965605548620967,11.0,2024-04-26
2,Andrew Nembhard,Over,-112,9.5,-0.05093383785670621,DraftKings,player_points,Indiana Pacers,9.2,10.92035018528375,0.49478019346805635,0.4708005163075919,Milwaukee Bucks,1.002712651998954,4.417456029138964,10.0,2024-04-26
3,Andrew Nembhard,Under,-108,9.5,0.013008790508355485,DraftKings,player_points,Indiana Pacers,9.2,10.92035018528375,0.48628465443186036,0.4926940075609428,Milwaukee Bucks,1.002712651998954,4.417456029138964,9.0,2024-04-26
4,Bobby Portis,Over,-115,17.5,-0.06121769206920978,DraftKings,player_points,Milwaukee Bucks,16.9,15.6861056600776,0.5009443985361799,0.47204678387844823,Indiana Pacers,1.0226744221105848,6.7104652065517,18.0,2024-04-26
5,Bobby Portis,Under,-105,17.5,0.04546441511927914,DraftKings,player_points,Milwaukee Bucks,16.9,15.6861056600776,0.479695431472079,0.5025432671868613,Indiana Pacers,1.0226744221105848,6.7104652065517,17.0,2024-04-26
6,Brook Lopez,Over,105,13.5,0.1187070052928486,DraftKings,player_points,Milwaukee Bucks,14.6,13.011999129897925,0.45685279187817046,0.5183892242669874,Indiana Pacers,1.0226744221105848,5.748863725388862,14.0,2024-04-26
7,Brook Lopez,Under,-125,13.5,-0.15349467093431005,DraftKings,player_points,Milwaukee Bucks,14.6,13.011999129897925,0.5203045685279164,0.4510680297347876,Indiana Pacers,1.0226744221105848,5.748863725388862,13.0,2024-04-26
8,Damian Lillard,Over,-102,31.5,-0.23032385846246708,DraftKings,player_points,Milwaukee Bucks,24.3,26.19045611525241,0.4729104890184428,0.3843788655853898,Indiana Pacers,1.0226744221105848,8.905054744357274,32.0,2024-04-26
9,Damian Lillard,Under,-118,31.5,0.1564436552698849,DraftKings,player_points,Milwaukee Bucks,24.3,26.19045611525241,0.50693894658408,0.6009544587638287,Indiana Pacers,1.0226744221105848,8.905054744357274,31.0,2024-04-26
