,outcomes_description,outcomes_name,outcomes_price,outcomes_point,EV Percentage,bookmakers.title,bookmakers.markets.key,team,Outcome Last 30 Avg,Outcome Last 30 Avg Adjusted,True Odds,Percentage Hit,opposing team,Defensive Rating Adjustment,Outcome Last 30 STD,outcomes_point_adj,Date
0,Chimezie Metu,Over,-120,9.5,0.48915547509738744,DraftKings,player_points,Detroit Pistons,5.0,-0.9528844360263876,0.5108444854637724,0.999999922796784,New Orleans Pelicans,0.9542652063035508,3.2639027596559607,10.0,2024-03-24
1,Chimezie Metu,Over,-120,9.5,-1.8295930311855566,DraftKings,player_points,Detroit Pistons,5.0,5.474515321001711,0.5108444854637724,0.18053638096844488,New Orleans Pelicans,0.9542652063035508,3.2639027596559607,10.0,2024-03-24
2,Chimezie Metu,Over,-120,9.5,0.48915551453622763,DraftKings,player_points,Phoenix Suns,2.0,-0.9528844360263876,0.5108444854637724,1.0,Detroit Pistons,1.0693252946494598,2.36758150374401,10.0,2024-03-24
3,Chimezie Metu,Over,-120,9.5,-6.098582892196498,DraftKings,player_points,Phoenix Suns,2.0,5.474515321001711,0.5108444854637724,0.07196429107355298,Detroit Pistons,1.0693252946494598,2.36758150374401,10.0,2024-03-24
4,Chimezie Metu,Under,-110,9.5,-36399.29883567563,DraftKings,player_points,Detroit Pistons,5.0,-0.9528844360263876,0.49057287889774975,1.3477166248342537e-05,New Orleans Pelicans,0.9542652063035508,3.2639027596559607,9.0,2024-03-24
5,Chimezie Metu,Under,-110,9.5,0.3608221349104826,DraftKings,player_points,Detroit Pistons,5.0,5.474515321001711,0.49057287889774975,0.7675060506499933,New Orleans Pelicans,0.9542652063035508,3.2639027596559607,9.0,2024-03-24
6,Chimezie Metu,Under,-110,9.5,-4808390889083.67,DraftKings,player_points,Phoenix Suns,2.0,-0.9528844360263876,0.49057287889774975,1.0202433417203643e-13,Detroit Pistons,1.0693252946494598,2.36758150374401,9.0,2024-03-24
7,Chimezie Metu,Under,-110,9.5,0.4546100820640303,DraftKings,player_points,Phoenix Suns,2.0,5.474515321001711,0.49057287889774975,0.8994901863135365,Detroit Pistons,1.0693252946494598,2.36758150374401,9.0,2024-03-24
8,C.J. McCollum,Over,-105,20.5,,DraftKings,player_points,,,,0.479695431472079,,Detroit Pistons,1.0693252946494598,,21.0,2024-03-24
9,C.J. McCollum,Under,-125,20.5,,DraftKings,player_points,,,,0.5203045685279164,,Detroit Pistons,1.0693252946494598,,20.0,2024-03-24
10,Evan Fournier,Over,-110,12.5,-1.6727789504696904,DraftKings,player_points,Detroit Pistons,5.8,7.982784524799852,0.49057287889774975,0.18354412691387773,New Orleans Pelicans,0.9542652063035508,5.550689709396481,13.0,2024-03-24
11,Evan Fournier,Under,-120,12.5,0.34618069688591235,DraftKings,player_points,Detroit Pistons,5.8,7.982784524799852,0.5108444854637724,0.7813236517041666,New Orleans Pelicans,0.9542652063035508,5.550689709396481,12.0,2024-03-24
12,Herb Jones,Over,-130,11.5,,DraftKings,player_points,,,,0.5293533436327497,,Detroit Pistons,1.0693252946494598,,12.0,2024-03-24
13,Herb Jones,Under,100,11.5,,DraftKings,player_points,,,,0.4682741116751247,,Detroit Pistons,1.0693252946494598,,11.0,2024-03-24
