,outcomes_description,outcomes_name,outcomes_price,outcomes_point,EV Percentage,bookmakers.title,bookmakers.markets.key,team,Outcome Last 30 Avg,Outcome Last 30 Avg Adjusted,True Odds,Percentage Hit,opposing team,Defensive Rating Adjustment,Outcome Last 30 STD,outcomes_point_adj,Date
12,Miles Bridges,Over,-108,21.5,-0.02272034607155797,FanDuel,player_points,Charlotte Hornets,21.1,14.634768986467437,0.48628465443186036,0.4754815490859863,Phoenix Suns,0.962775607939422,6.941872946114759,22.0,2024-03-15
13,Miles Bridges,Under,-118,21.5,-0.019435792653107818,FanDuel,player_points,Charlotte Hornets,21.1,14.634768986467437,0.50693894658408,0.4972740316138581,Phoenix Suns,0.962775607939422,6.941872946114759,21.0,2024-03-15
14,Vasilije Micic,Over,-118,12.5,-0.06918825510923722,FanDuel,player_points,Charlotte Hornets,12.3,10.788999425767784,0.50693894658408,0.4741344138056276,Phoenix Suns,0.962775607939422,7.803070017712467,13.0,2024-03-15
15,Vasilije Micic,Over,-118,12.5,-0.08575148814413834,FanDuel,player_points,Charlotte Hornets,12.3,8.427524404129926,0.50693894658408,0.4669014522380112,Phoenix Suns,0.962775607939422,7.803070017712467,13.0,2024-03-15
16,Vasilije Micic,Under,-108,12.5,0.0053665386557673845,FanDuel,player_points,Charlotte Hornets,12.3,10.788999425767784,0.48628465443186036,0.48890840026099036,Phoenix Suns,0.962775607939422,7.803070017712467,12.0,2024-03-15
17,Vasilije Micic,Under,-108,12.5,-0.0009943572088135279,FanDuel,player_points,Charlotte Hornets,12.3,8.427524404129926,0.48628465443186036,0.4858015941146993,Phoenix Suns,0.962775607939422,7.803070017712467,12.0,2024-03-15
18,Tre Mann,Over,-115,10.5,0.04398610251706907,FanDuel,player_points,Charlotte Hornets,11.8,13.294042763506027,0.5009443985361799,0.5239927995347201,Phoenix Suns,0.962775607939422,4.8218253804964775,11.0,2024-03-15
19,Tre Mann,Under,-111,10.5,-0.10431129124537843,FanDuel,player_points,Charlotte Hornets,11.8,13.294042763506027,0.4926865061226431,0.4461482102270454,Phoenix Suns,0.962775607939422,4.8218253804964775,10.0,2024-03-15
20,Nick Richards,Over,-113,9.5,0.08306005020363313,FanDuel,player_points,Charlotte Hornets,11.1,10.463845309432392,0.4968542217773624,0.5418612438990179,Phoenix Suns,0.962775607939422,5.506687853066588,10.0,2024-03-15
21,Nick Richards,Under,-113,9.5,-0.1816636708329778,FanDuel,player_points,Charlotte Hornets,11.1,10.463845309432392,0.4968542217773624,0.42047008302042505,Phoenix Suns,0.962775607939422,5.506687853066588,9.0,2024-03-15
22,Brandon Miller,Over,-102,18.5,0.00970208867993079,FanDuel,player_points,Charlotte Hornets,18.0,17.755853373346653,0.4729104890184428,0.4775436599558734,Phoenix Suns,0.962775607939422,5.182904591057026,19.0,2024-03-15
23,Brandon Miller,Under,-125,18.5,-0.0406091370558328,FanDuel,player_points,Charlotte Hornets,18.0,17.755853373346653,0.5203045685279164,0.5,Phoenix Suns,0.962775607939422,5.182904591057026,18.0,2024-03-15
192,Jimmy Butler,Over,-104,22.5,0.03187312246480916,FanDuel,player_points,Miami Heat,22.6,23.38003596815472,0.4774559570020879,0.4931749836526284,Detroit Pistons,1.0088041545299722,5.787051528880996,23.0,2024-03-15
193,Jimmy Butler,Under,-122,22.5,-0.050874707756774884,FanDuel,player_points,Miami Heat,22.6,23.38003596815472,0.5146796542735605,0.48976309970596726,Detroit Pistons,1.0088041545299722,5.787051528880996,22.0,2024-03-15
194,Bam Adebayo,Over,-125,19.5,-0.11161853158338352,FanDuel,player_points,Miami Heat,18.6,17.46800545489946,0.5203045685279164,0.4680603586077297,Detroit Pistons,1.0088041545299722,6.564661802446404,20.0,2024-03-15
195,Bam Adebayo,Under,-102,19.5,0.07114836888832013,FanDuel,player_points,Miami Heat,18.6,17.46800545489946,0.4729104890184428,0.50913458423112,Detroit Pistons,1.0088041545299722,6.564661802446404,19.0,2024-03-15
196,Terry Rozier,Over,-113,17.5,-0.050863072608432106,FanDuel,player_points,Miami Heat,17.0,14.65878706836413,0.4968542217773624,0.47280586284574677,Detroit Pistons,1.0088041545299722,4.553792290108683,18.0,2024-03-15
197,Terry Rozier,Under,-115,17.5,-0.0018887970723597824,FanDuel,player_points,Miami Heat,17.0,14.65878706836413,0.5009443985361799,0.5,Detroit Pistons,1.0088041545299722,4.553792290108683,17.0,2024-03-15
198,Duncan Robinson,Over,-108,13.5,0.049722261677606946,FanDuel,player_points,Miami Heat,14.4,13.603396634298916,0.48628465443186036,0.5117289765098996,Detroit Pistons,1.0088041545299722,5.103375789067903,14.0,2024-03-15
199,Duncan Robinson,Under,-118,13.5,-0.10440598893728953,FanDuel,player_points,Miami Heat,14.4,13.603396634298916,0.50693894658408,0.4590150285873405,Detroit Pistons,1.0088041545299722,5.103375789067903,13.0,2024-03-15
200,Cade Cunningham,Over,-108,22.5,0.11131482363553481,FanDuel,player_points,Detroit Pistons,25.4,20.239631619237837,0.48628465443186036,0.547195640666821,Miami Heat,0.9491121926107852,7.643644984035777,23.0,2024-03-15
201,Cade Cunningham,Under,-118,22.5,-0.16995813306967786,FanDuel,player_points,Detroit Pistons,25.4,20.239631619237837,0.50693894658408,0.4332966558845989,Miami Heat,0.9491121926107852,7.643644984035777,22.0,2024-03-15
384,Bam Adebayo,Over,-110,20.5,-0.10152066959334051,DraftKings,player_points,Miami Heat,18.6,17.46800545489946,0.49057287889774975,0.4453596672669424,Detroit Pistons,1.0088041545299722,6.564661802446404,21.0,2024-03-15
385,Bam Adebayo,Under,-120,20.5,0.039657048068996406,DraftKings,player_points,Miami Heat,18.6,17.46800545489946,0.5108444854637724,0.5319396413922703,Detroit Pistons,1.0088041545299722,6.564661802446404,20.0,2024-03-15
386,Cade Cunningham,Over,-120,22.5,0.06643173392015803,DraftKings,player_points,Detroit Pistons,25.4,20.239631619237837,0.5108444854637724,0.547195640666821,Miami Heat,0.9491121926107852,7.643644984035777,23.0,2024-03-15
387,Cade Cunningham,Under,-110,22.5,-0.13218708761141548,DraftKings,player_points,Detroit Pistons,25.4,20.239631619237837,0.49057287889774975,0.4332966558845989,Miami Heat,0.9491121926107852,7.643644984035777,22.0,2024-03-15
388,Duncan Robinson,Over,-120,13.5,0.001728436509809582,DraftKings,player_points,Miami Heat,14.4,13.603396634298916,0.5108444854637724,0.5117289765098996,Detroit Pistons,1.0088041545299722,5.103375789067903,14.0,2024-03-15
389,Duncan Robinson,Under,-110,13.5,-0.06875123546070232,DraftKings,player_points,Miami Heat,14.4,13.603396634298916,0.49057287889774975,0.4590150285873405,Detroit Pistons,1.0088041545299722,5.103375789067903,13.0,2024-03-15
390,Jimmy Butler,Over,-125,21.5,-0.01973136052700629,DraftKings,player_points,Miami Heat,22.6,23.38003596815472,0.5203045685279164,0.5102369002940327,Detroit Pistons,1.0088041545299722,5.787051528880996,22.0,2024-03-15
391,Jimmy Butler,Under,-105,21.5,-0.014756166773754653,DraftKings,player_points,Miami Heat,22.6,23.38003596815472,0.479695431472079,0.47271989782253737,Detroit Pistons,1.0088041545299722,5.787051528880996,21.0,2024-03-15
392,Terry Rozier,Over,-105,17.5,-0.014571664963849967,DraftKings,player_points,Miami Heat,17.0,14.65878706836413,0.479695431472079,0.47280586284574677,Detroit Pistons,1.0088041545299722,4.553792290108683,18.0,2024-03-15
393,Terry Rozier,Under,-125,17.5,-0.0406091370558328,DraftKings,player_points,Miami Heat,17.0,14.65878706836413,0.5203045685279164,0.5,Detroit Pistons,1.0088041545299722,4.553792290108683,17.0,2024-03-15
394,Terry Rozier,Over,-111,17.5,-0.042048216486229126,Caesars,player_points,Miami Heat,17.0,14.65878706836413,0.4926865061226431,0.47280586284574677,Detroit Pistons,1.0088041545299722,4.553792290108683,18.0,2024-03-15
395,Terry Rozier,Under,-123,17.5,-0.03314288315767433,Caesars,player_points,Miami Heat,17.0,14.65878706836413,0.5165714415788372,0.5,Detroit Pistons,1.0088041545299722,4.553792290108683,17.0,2024-03-15
396,Cade Cunningham,Over,-108,22.5,0.11131482363553481,Caesars,player_points,Detroit Pistons,25.4,20.239631619237837,0.48628465443186036,0.547195640666821,Miami Heat,0.9491121926107852,7.643644984035777,23.0,2024-03-15
397,Cade Cunningham,Under,-127,22.5,-0.20926830703229674,Caesars,player_points,Detroit Pistons,25.4,20.239631619237837,0.5239719135043246,0.4332966558845989,Miami Heat,0.9491121926107852,7.643644984035777,22.0,2024-03-15
398,Bam Adebayo,Over,100,20.5,-0.05145154824818858,Caesars,player_points,Miami Heat,18.6,17.46800545489946,0.4682741116751247,0.4453596672669424,Detroit Pistons,1.0088041545299722,6.564661802446404,21.0,2024-03-15
399,Bam Adebayo,Under,-137,20.5,-0.017747418115346487,Caesars,player_points,Miami Heat,18.6,17.46800545489946,0.5413801966201864,0.5319396413922703,Detroit Pistons,1.0088041545299722,6.564661802446404,20.0,2024-03-15
400,Jimmy Butler,Over,-125,21.5,-0.01973136052700629,Caesars,player_points,Miami Heat,22.6,23.38003596815472,0.5203045685279164,0.5102369002940327,Detroit Pistons,1.0088041545299722,5.787051528880996,22.0,2024-03-15
401,Jimmy Butler,Under,-109,21.5,-0.03325251977942795,Caesars,player_points,Miami Heat,22.6,23.38003596815472,0.48843902557501045,0.47271989782253737,Detroit Pistons,1.0088041545299722,5.787051528880996,21.0,2024-03-15
402,Duncan Robinson,Over,-117,13.5,0.013229260973982231,Caesars,player_points,Miami Heat,14.4,13.603396634298916,0.5049591803317013,0.5117289765098996,Detroit Pistons,1.0088041545299722,5.103375789067903,14.0,2024-03-15
403,Duncan Robinson,Under,-117,13.5,-0.1000929139199603,Caesars,player_points,Miami Heat,14.4,13.603396634298916,0.5049591803317013,0.4590150285873405,Detroit Pistons,1.0088041545299722,5.103375789067903,13.0,2024-03-15
404,Duncan Robinson,Over,-120,13.5,0.001728436509809582,BetMGM,player_points,Miami Heat,14.4,13.603396634298916,0.5108444854637724,0.5117289765098996,Detroit Pistons,1.0088041545299722,5.103375789067903,14.0,2024-03-15
405,Duncan Robinson,Under,-110,13.5,-0.06875123546070232,BetMGM,player_points,Miami Heat,14.4,13.603396634298916,0.49057287889774975,0.4590150285873405,Detroit Pistons,1.0088041545299722,5.103375789067903,13.0,2024-03-15
406,Cade Cunningham,Over,-110,22.5,0.10347809368523095,BetMGM,player_points,Detroit Pistons,25.4,20.239631619237837,0.49057287889774975,0.547195640666821,Miami Heat,0.9491121926107852,7.643644984035777,23.0,2024-03-15
407,Cade Cunningham,Under,-120,22.5,-0.1789716780085812,BetMGM,player_points,Detroit Pistons,25.4,20.239631619237837,0.5108444854637724,0.4332966558845989,Miami Heat,0.9491121926107852,7.643644984035777,22.0,2024-03-15
408,Terry Rozier,Over,-105,17.5,-0.014571664963849967,BetMGM,player_points,Miami Heat,17.0,14.65878706836413,0.479695431472079,0.47280586284574677,Detroit Pistons,1.0088041545299722,4.553792290108683,18.0,2024-03-15
409,Terry Rozier,Under,-130,17.5,-0.058706687265499324,BetMGM,player_points,Miami Heat,17.0,14.65878706836413,0.5293533436327497,0.5,Detroit Pistons,1.0088041545299722,4.553792290108683,17.0,2024-03-15
410,Bam Adebayo,Over,-110,20.5,-0.10152066959334051,BetMGM,player_points,Miami Heat,18.6,17.46800545489946,0.49057287889774975,0.4453596672669424,Detroit Pistons,1.0088041545299722,6.564661802446404,21.0,2024-03-15
411,Bam Adebayo,Under,-120,20.5,0.039657048068996406,BetMGM,player_points,Miami Heat,18.6,17.46800545489946,0.5108444854637724,0.5319396413922703,Detroit Pistons,1.0088041545299722,6.564661802446404,20.0,2024-03-15
412,Jimmy Butler,Over,-125,21.5,-0.01973136052700629,BetMGM,player_points,Miami Heat,22.6,23.38003596815472,0.5203045685279164,0.5102369002940327,Detroit Pistons,1.0088041545299722,5.787051528880996,22.0,2024-03-15
413,Jimmy Butler,Under,-105,21.5,-0.014756166773754653,BetMGM,player_points,Miami Heat,22.6,23.38003596815472,0.479695431472079,0.47271989782253737,Detroit Pistons,1.0088041545299722,5.787051528880996,21.0,2024-03-15
456,Gary Harris,Over,-106,7.5,-0.0015822357052979116,FanDuel,player_points,Orlando Magic,7.6,8.46330663164207,0.4819131634714876,0.48115186780657326,Toronto Raptors,1.0722911101484276,3.1700125538926076,8.0,2024-03-15
457,Gary Harris,Under,-120,7.5,-0.08289196898273493,FanDuel,player_points,Orlando Magic,7.6,8.46330663164207,0.5108444854637724,0.4717409493244815,Toronto Raptors,1.0722911101484276,3.1700125538926076,7.0,2024-03-15
458,Bruce Brown Jr,Over,-106,12.5,,FanDuel,player_points,,,,0.4819131634714876,,Toronto Raptors,1.0722911101484276,,13.0,2024-03-15
459,Bruce Brown Jr,Under,-120,12.5,,FanDuel,player_points,,,,0.5108444854637724,,Toronto Raptors,1.0722911101484276,,12.0,2024-03-15
460,Franz Wagner,Over,-102,19.5,-0.10466400499383145,FanDuel,player_points,Orlando Magic,15.7,23.730073129269883,0.4729104890184428,0.42810346574213176,Toronto Raptors,1.0722911101484276,6.339828391705975,20.0,2024-03-15
461,Franz Wagner,Under,-125,19.5,0.06302115545327247,FanDuel,player_points,Orlando Magic,15.7,23.730073129269883,0.5203045685279164,0.5553002306894332,Toronto Raptors,1.0722911101484276,6.339828391705975,19.0,2024-03-15
462,Gradey Dick,Over,-113,10.5,0.019811473572263243,FanDuel,player_points,Toronto Raptors,11.2,11.56868535324454,0.4968542217773624,0.506896590177535,Orlando Magic,0.9478905593652236,5.16577784762131,11.0,2024-03-15
463,Gradey Dick,Under,-113,10.5,-0.083196775380556,FanDuel,player_points,Toronto Raptors,11.2,11.56868535324454,0.4968542217773624,0.4586924860469643,Orlando Magic,0.9478905593652236,5.16577784762131,10.0,2024-03-15
464,Paolo Banchero,Over,-122,22.5,-0.020392109634784755,FanDuel,player_points,Orlando Magic,23.3,27.23722280080777,0.5146796542735605,0.5043939965958507,Toronto Raptors,1.0722911101484276,6.684894287447561,23.0,2024-03-15
