,outcomes_description,outcomes_name,outcomes_price,outcomes_point,EV Percentage,bookmakers.title,bookmakers.markets.key,team,Outcome Last 30 Avg,Outcome Last 30 Avg Adjusted,True Odds,Percentage Hit,opposing team,Defensive Rating Adjustment,Outcome Last 30 STD,outcomes_point_adj,Date
0,Alex Caruso,Over,100,10.5,0.035388256937456064,DraftKings,player_points,Chicago Bulls,10.6,10.967665320627551,0.4682741116751247,0.4854534635753056,Detroit Pistons,1.0166343055898033,4.493242565047879,11.0,2024-04-11
1,Alex Caruso,Under,-130,10.5,-0.10700246094429008,DraftKings,player_points,Chicago Bulls,10.6,10.967665320627551,0.5293533436327497,0.47818623924395176,Detroit Pistons,1.0166343055898033,4.493242565047879,10.0,2024-04-11
2,Ayo Dosunmu,Over,-120,16.5,0.0340283965309149,DraftKings,player_points,Chicago Bulls,18.3,17.967116491404653,0.5108444854637724,0.5288400648933997,Detroit Pistons,1.0166343055898033,6.762018528955207,17.0,2024-04-11
3,Ayo Dosunmu,Under,-110,16.5,-0.09241990790234283,DraftKings,player_points,Chicago Bulls,18.3,17.967116491404653,0.49057287889774975,0.4490698817817632,Detroit Pistons,1.0166343055898033,6.762018528955207,16.0,2024-04-11
4,Cade Cunningham,Over,-105,23.5,0.04346380467180821,DraftKings,player_points,Detroit Pistons,24.1,26.735290590218376,0.479695431472079,0.5014921900655243,Chicago Bulls,1.0604213077152485,8.380772471314014,24.0,2024-04-11
5,Cade Cunningham,Under,-125,23.5,-0.07591974521869833,DraftKings,player_points,Detroit Pistons,24.1,26.735290590218376,0.5203045685279164,0.483590500908742,Chicago Bulls,1.0604213077152485,8.380772471314014,23.0,2024-04-11
6,Coby White,Over,-115,20.5,-0.31006265064008864,DraftKings,player_points,Chicago Bulls,15.8,17.37789659188674,0.5009443985361799,0.38238201683821876,Detroit Pistons,1.0166343055898033,6.519251704877783,21.0,2024-04-11
7,Coby White,Under,-115,20.5,0.1587671413564228,DraftKings,player_points,Chicago Bulls,15.8,17.37789659188674,0.5009443985361799,0.5954883875362571,Detroit Pistons,1.0166343055898033,6.519251704877783,20.0,2024-04-11
8,DeMar DeRozan,Over,-120,27.5,-0.05129568898617287,DraftKings,player_points,Chicago Bulls,27.1,25.49335431620542,0.5108444854637724,0.4859189387111538,Detroit Pistons,1.0166343055898033,5.3130882027310635,28.0,2024-04-11
9,DeMar DeRozan,Under,-110,27.5,0.015773843953844086,DraftKings,player_points,Chicago Bulls,27.1,25.49335431620542,0.49057287889774975,0.49843511664888535,Detroit Pistons,1.0166343055898033,5.3130882027310635,27.0,2024-04-11
10,Jalen Duren,Over,-105,13.5,-0.09254738386555068,DraftKings,player_points,Detroit Pistons,11.9,13.69423325658401,0.479695431472079,0.4390614435182342,Chicago Bulls,1.0604213077152485,5.253913885010975,14.0,2024-04-11
11,Jalen Duren,Under,-125,13.5,0.02200397472834376,DraftKings,player_points,Detroit Pistons,11.9,13.69423325658401,0.5203045685279164,0.5320109234425491,Chicago Bulls,1.0604213077152485,5.253913885010975,13.0,2024-04-11
12,Nikola Vucevic,Over,-120,18.5,-0.2627161094225972,DraftKings,player_points,Chicago Bulls,14.8,17.386888881489774,0.5108444854637724,0.40456004453555794,Detroit Pistons,1.0166343055898033,6.667470003682056,19.0,2024-04-11
13,Nikola Vucevic,Under,-110,18.5,0.14386920276337695,DraftKings,player_points,Chicago Bulls,14.8,17.386888881489774,0.49057287889774975,0.573011601125899,Detroit Pistons,1.0166343055898033,6.667470003682056,18.0,2024-04-11
42,Ayo Dosunmu,Over,-110,16.5,0.07236060301778317,FanDuel,player_points,Chicago Bulls,18.3,17.967116491404653,0.49057287889774975,0.5288400648933997,Detroit Pistons,1.0166343055898033,6.762018528955207,17.0,2024-04-11
43,Ayo Dosunmu,Under,-110,16.5,-0.09241990790234283,FanDuel,player_points,Chicago Bulls,18.3,17.967116491404653,0.49057287889774975,0.4490698817817632,Detroit Pistons,1.0166343055898033,6.762018528955207,16.0,2024-04-11
44,Nikola Vucevic,Over,-108,18.5,-0.20200860416189573,FanDuel,player_points,Chicago Bulls,14.8,17.386888881489774,0.48628465443186036,0.40456004453555794,Detroit Pistons,1.0166343055898033,6.667470003682056,19.0,2024-04-11
45,Nikola Vucevic,Under,-112,18.5,0.13652674309582444,FanDuel,player_points,Chicago Bulls,14.8,17.386888881489774,0.49478019346805635,0.573011601125899,Detroit Pistons,1.0166343055898033,6.667470003682056,18.0,2024-04-11
46,DeMar DeRozan,Over,-108,27.5,-0.0007526270156840545,FanDuel,player_points,Chicago Bulls,27.1,25.49335431620542,0.48628465443186036,0.4859189387111538,Detroit Pistons,1.0166343055898033,5.3130882027310635,28.0,2024-04-11
47,DeMar DeRozan,Under,-112,27.5,0.007332796303362484,FanDuel,player_points,Chicago Bulls,27.1,25.49335431620542,0.49478019346805635,0.49843511664888535,Detroit Pistons,1.0166343055898033,5.3130882027310635,27.0,2024-04-11
48,Jalen Duren,Over,-110,13.5,-0.1173217009600077,FanDuel,player_points,Detroit Pistons,11.9,13.69423325658401,0.49057287889774975,0.4390614435182342,Chicago Bulls,1.0604213077152485,5.253913885010975,14.0,2024-04-11
49,Jalen Duren,Under,-110,13.5,0.0778894618867241,FanDuel,player_points,Detroit Pistons,11.9,13.69423325658401,0.49057287889774975,0.5320109234425491,Chicago Bulls,1.0604213077152485,5.253913885010975,13.0,2024-04-11
50,Alex Caruso,Over,-108,10.5,-0.0017121947187957705,FanDuel,player_points,Chicago Bulls,10.6,10.967665320627551,0.48628465443186036,0.4854534635753056,Detroit Pistons,1.0166343055898033,4.493242565047879,11.0,2024-04-11
51,Alex Caruso,Under,-112,10.5,-0.03470186480133948,FanDuel,player_points,Chicago Bulls,10.6,10.967665320627551,0.49478019346805635,0.47818623924395176,Detroit Pistons,1.0166343055898033,4.493242565047879,10.0,2024-04-11
52,Coby White,Over,-115,20.5,-0.31006265064008864,FanDuel,player_points,Chicago Bulls,15.8,17.37789659188674,0.5009443985361799,0.38238201683821876,Detroit Pistons,1.0166343055898033,6.519251704877783,21.0,2024-04-11
53,Coby White,Under,-105,20.5,0.1944504015321842,FanDuel,player_points,Chicago Bulls,15.8,17.37789659188674,0.479695431472079,0.5954883875362571,Detroit Pistons,1.0166343055898033,6.519251704877783,20.0,2024-04-11
54,Cade Cunningham,Over,-122,22.5,0.0033497540628929325,FanDuel,player_points,Detroit Pistons,24.1,26.735290590218376,0.5146796542735605,0.516409499091258,Chicago Bulls,1.0604213077152485,8.380772471314014,23.0,2024-04-11
55,Cade Cunningham,Under,100,22.5,0.0009004059566230311,FanDuel,player_points,Detroit Pistons,24.1,26.735290590218376,0.4682741116751247,0.4686961284610372,Chicago Bulls,1.0604213077152485,8.380772471314014,22.0,2024-04-11
268,Alex Caruso,Over,-110,10.5,-0.010545635589331824,BetMGM,player_points,Chicago Bulls,10.6,10.967665320627551,0.49057287889774975,0.4854534635753056,Detroit Pistons,1.0166343055898033,4.493242565047879,11.0,2024-04-11
269,Alex Caruso,Under,-120,10.5,-0.06829608119099316,BetMGM,player_points,Chicago Bulls,10.6,10.967665320627551,0.5108444854637724,0.47818623924395176,Detroit Pistons,1.0166343055898033,4.493242565047879,10.0,2024-04-11
270,Ayo Dosunmu,Over,-120,16.5,0.0340283965309149,BetMGM,player_points,Chicago Bulls,18.3,17.967116491404653,0.5108444854637724,0.5288400648933997,Detroit Pistons,1.0166343055898033,6.762018528955207,17.0,2024-04-11
271,Ayo Dosunmu,Under,-110,16.5,-0.09241990790234283,BetMGM,player_points,Chicago Bulls,18.3,17.967116491404653,0.49057287889774975,0.4490698817817632,Detroit Pistons,1.0166343055898033,6.762018528955207,16.0,2024-04-11
272,Coby White,Over,-125,20.5,-0.36069309124453675,BetMGM,player_points,Chicago Bulls,15.8,17.37789659188674,0.5203045685279164,0.38238201683821876,Detroit Pistons,1.0166343055898033,6.519251704877783,21.0,2024-04-11
273,Coby White,Under,-105,20.5,0.1944504015321842,BetMGM,player_points,Chicago Bulls,15.8,17.37789659188674,0.479695431472079,0.5954883875362571,Detroit Pistons,1.0166343055898033,6.519251704877783,20.0,2024-04-11
274,Cade Cunningham,Over,-120,23.5,-0.01864893528456775,BetMGM,player_points,Detroit Pistons,24.1,26.735290590218376,0.5108444854637724,0.5014921900655243,Chicago Bulls,1.0604213077152485,8.380772471314014,24.0,2024-04-11
275,Cade Cunningham,Under,-110,23.5,-0.014438616920487006,BetMGM,player_points,Detroit Pistons,24.1,26.735290590218376,0.49057287889774975,0.483590500908742,Chicago Bulls,1.0604213077152485,8.380772471314014,23.0,2024-04-11
276,Nikola Vucevic,Over,-110,18.5,-0.21260832730265308,BetMGM,player_points,Chicago Bulls,14.8,17.386888881489774,0.49057287889774975,0.40456004453555794,Detroit Pistons,1.0166343055898033,6.667470003682056,19.0,2024-04-11
277,Nikola Vucevic,Under,-120,18.5,0.1084918970924423,BetMGM,player_points,Chicago Bulls,14.8,17.386888881489774,0.5108444854637724,0.573011601125899,Detroit Pistons,1.0166343055898033,6.667470003682056,18.0,2024-04-11
278,Jalen Duren,Over,-125,13.5,-0.18503816768485665,BetMGM,player_points,Detroit Pistons,11.9,13.69423325658401,0.5203045685279164,0.4390614435182342,Chicago Bulls,1.0604213077152485,5.253913885010975,14.0,2024-04-11
279,Jalen Duren,Under,-105,13.5,0.09833537182271698,BetMGM,player_points,Detroit Pistons,11.9,13.69423325658401,0.479695431472079,0.5320109234425491,Chicago Bulls,1.0604213077152485,5.253913885010975,13.0,2024-04-11
280,DeMar DeRozan,Over,-120,27.5,-0.05129568898617287,BetMGM,player_points,Chicago Bulls,27.1,25.49335431620542,0.5108444854637724,0.4859189387111538,Detroit Pistons,1.0166343055898033,5.3130882027310635,28.0,2024-04-11
