,outcomes_description,outcomes_name,outcomes_price,outcomes_point,EV Percentage,bookmakers.title,bookmakers.markets.key,team,Outcome Last 30 Avg,Outcome Last 30 Avg Adjusted,True Odds,Percentage Hit,opposing team,Defensive Rating Adjustment,Outcome Last 30 STD,outcomes_point_adj,Date
0,Caris LeVert,Over,110,8.5,0.3317335812992554,DraftKings,player_points,Cleveland Cavaliers,14.2,12.019249146219616,0.44597534445249976,0.6673615970701818,Orlando Magic,0.8992678582512323,6.877222824049421,9.0,2024-04-25
1,Caris LeVert,Under,-130,8.5,-0.7471367047700751,DraftKings,player_points,Cleveland Cavaliers,14.2,12.019249146219616,0.5293533436327497,0.3029833568189005,Orlando Magic,0.8992678582512323,6.877222824049421,8.0,2024-04-25
2,Darius Garland,Over,-102,15.5,0.04143473155782917,DraftKings,player_points,Cleveland Cavaliers,15.7,18.003098070085915,0.4729104890184428,0.4933524138497127,Orlando Magic,0.8992678582512323,6.6242514780636235,16.0,2024-04-25
3,Darius Garland,Under,-118,15.5,-0.04633055648080328,DraftKings,player_points,Cleveland Cavaliers,15.7,18.003098070085915,0.50693894658408,0.4844921554132025,Orlando Magic,0.8992678582512323,6.6242514780636235,15.0,2024-04-25
4,Donovan Mitchell,Over,-108,25.5,-0.23635311016647959,DraftKings,player_points,Cleveland Cavaliers,20.1,21.797634013491773,0.48628465443186036,0.393321819173796,Orlando Magic,0.8992678582512323,8.439008707880236,26.0,2024-04-25
5,Donovan Mitchell,Under,-112,25.5,0.15986677879066857,DraftKings,player_points,Cleveland Cavaliers,20.1,21.797634013491773,0.49478019346805635,0.5889306374003923,Orlando Magic,0.8992678582512323,8.439008707880236,25.0,2024-04-25
6,Evan Mobley,Over,100,15.5,0.076510369717529,DraftKings,player_points,Cleveland Cavaliers,16.3,16.92677473582996,0.4682741116751247,0.5070702434762501,Orlando Magic,0.8992678582512323,4.542918174074036,16.0,2024-04-25
7,Evan Mobley,Under,-120,15.5,-0.08831387368940201,DraftKings,player_points,Cleveland Cavaliers,16.3,16.92677473582996,0.5108444854637724,0.46939076842970046,Orlando Magic,0.8992678582512323,4.542918174074036,15.0,2024-04-25
8,Franz Wagner,Over,-120,19.5,-0.07202336451236871,DraftKings,player_points,Orlando Magic,18.9,18.681909816370585,0.5108444854637724,0.47652364899354616,Cleveland Cavaliers,0.8466392413982288,3.8726311155794404,20.0,2024-04-25
9,Franz Wagner,Under,100,19.5,0.06743464538462855,DraftKings,player_points,Orlando Magic,18.9,18.681909816370585,0.4682741116751247,0.5021354367901222,Cleveland Cavaliers,0.8466392413982288,3.8726311155794404,19.0,2024-04-25
10,Gary Harris,Over,-118,6.5,-0.11409124542864346,DraftKings,player_points,Orlando Magic,6.0,8.851403791841873,0.50693894658408,0.45502462088644874,Cleveland Cavaliers,0.8466392413982288,5.42829119252926,7.0,2024-04-25
11,Gary Harris,Under,-102,6.5,0.054179021963114415,DraftKings,player_points,Orlando Magic,6.0,8.851403791841873,0.4729104890184428,0.5,Cleveland Cavaliers,0.8466392413982288,5.42829119252926,6.0,2024-04-25
12,Jalen Suggs,Over,-108,12.5,0.052204363555332436,DraftKings,player_points,Orlando Magic,13.4,12.208060299298443,0.48628465443186036,0.5130691002714378,Cleveland Cavaliers,0.8466392413982288,5.8198017098171,13.0,2024-04-25
13,Jalen Suggs,Under,-112,12.5,-0.08898458281153006,DraftKings,player_points,Orlando Magic,13.4,12.208060299298443,0.49478019346805635,0.4543500443235271,Cleveland Cavaliers,0.8466392413982288,5.8198017098171,12.0,2024-04-25
14,Jarrett Allen,Over,102,15.5,0.15262133643496326,DraftKings,player_points,Cleveland Cavaliers,18.0,16.885098720246415,0.46363773433180666,0.5471435076984591,Orlando Magic,0.8992678582512323,4.494983353279562,16.0,2024-04-25
15,Jarrett Allen,Under,-122,15.5,-0.19834932364616936,DraftKings,player_points,Cleveland Cavaliers,18.0,16.885098720246415,0.5146796542735605,0.42949050340977823,Orlando Magic,0.8992678582512323,4.494983353279562,15.0,2024-04-25
16,Max Strus,Over,-110,8.5,0.08922859058157018,DraftKings,player_points,Cleveland Cavaliers,10.1,11.340891936391188,0.49057287889774975,0.5386344738368583,Orlando Magic,0.8992678582512323,4.669593007464248,9.0,2024-04-25
17,Max Strus,Under,-110,8.5,-0.1501011190978381,DraftKings,player_points,Cleveland Cavaliers,10.1,11.340891936391188,0.49057287889774975,0.426547605903179,Orlando Magic,0.8992678582512323,4.669593007464248,8.0,2024-04-25
18,Moe Wagner,Over,-122,9.5,,DraftKings,player_points,,,,0.5146796542735605,,Orlando Magic,0.8992678582512323,,10.0,2024-04-25
19,Moe Wagner,Under,102,9.5,,DraftKings,player_points,,,,0.46363773433180666,,Orlando Magic,0.8992678582512323,,9.0,2024-04-25
20,Paolo Banchero,Over,-115,23.5,-0.01256970570870154,DraftKings,player_points,Orlando Magic,23.7,22.69161437763117,0.5009443985361799,0.4947258403169063,Cleveland Cavaliers,0.8466392413982288,5.304643154934087,24.0,2024-04-25
21,Paolo Banchero,Under,-105,23.5,0.01640325496949448,DraftKings,player_points,Orlando Magic,23.7,22.69161437763117,0.479695431472079,0.4876952205217003,Cleveland Cavaliers,0.8466392413982288,5.304643154934087,23.0,2024-04-25
22,Moe Wagner,Over,-108,9.5,,FanDuel,player_points,,,,0.48628465443186036,,Orlando Magic,0.8992678582512323,,10.0,2024-04-25
23,Moe Wagner,Under,-112,9.5,,FanDuel,player_points,,,,0.49478019346805635,,Orlando Magic,0.8992678582512323,,9.0,2024-04-25
24,Isaac Okoro,Over,-134,4.5,0.1355921091965462,FanDuel,player_points,Cleveland Cavaliers,7.6,8.47903296654109,0.5363139398672369,0.6204408191701505,Orlando Magic,0.8992678582512323,3.8571564979917525,5.0,2024-04-25
25,Isaac Okoro,Under,110,4.5,-0.32899795688969496,FanDuel,player_points,Cleveland Cavaliers,7.6,8.47903296654109,0.44597534445249976,0.33557263360752865,Orlando Magic,0.8992678582512323,3.8571564979917525,4.0,2024-04-25
26,Caris LeVert,Over,104,8.5,0.3120786866315865,FanDuel,player_points,Cleveland Cavaliers,14.2,12.019249146219616,0.45909226634816147,0.6673615970701818,Orlando Magic,0.8992678582512323,6.877222824049421,9.0,2024-04-25
27,Caris LeVert,Under,-128,8.5,-0.7353476581791839,FanDuel,player_points,Cleveland Cavaliers,14.2,12.019249146219616,0.525781458722947,0.3029833568189005,Orlando Magic,0.8992678582512323,6.877222824049421,8.0,2024-04-25
28,Jarrett Allen,Over,-102,15.5,0.13567376316366253,FanDuel,player_points,Cleveland Cavaliers,18.0,16.885098720246415,0.4729104890184428,0.5471435076984591,Orlando Magic,0.8992678582512323,4.494983353279562,16.0,2024-04-25
29,Jarrett Allen,Under,-120,15.5,-0.18941974597369396,FanDuel,player_points,Cleveland Cavaliers,18.0,16.885098720246415,0.5108444854637724,0.42949050340977823,Orlando Magic,0.8992678582512323,4.494983353279562,15.0,2024-04-25
30,Darius Garland,Over,-108,15.5,0.014325985278355867,FanDuel,player_points,Cleveland Cavaliers,15.7,18.003098070085915,0.48628465443186036,0.4933524138497127,Orlando Magic,0.8992678582512323,6.6242514780636235,16.0,2024-04-25
31,Darius Garland,Under,-112,15.5,-0.021234684483342394,FanDuel,player_points,Cleveland Cavaliers,15.7,18.003098070085915,0.49478019346805635,0.4844921554132025,Orlando Magic,0.8992678582512323,6.6242514780636235,15.0,2024-04-25
32,Donovan Mitchell,Over,-114,25.5,-0.26844950451140354,FanDuel,player_points,Cleveland Cavaliers,20.1,21.797634013491773,0.4989088666445254,0.393321819173796,Orlando Magic,0.8992678582512323,8.439008707880236,26.0,2024-04-25
33,Donovan Mitchell,Under,-106,25.5,0.18171490347537728,FanDuel,player_points,Cleveland Cavaliers,20.1,21.797634013491773,0.4819131634714876,0.5889306374003923,Orlando Magic,0.8992678582512323,8.439008707880236,25.0,2024-04-25
