outcomes_description,outcomes_name,outcomes_price,outcomes_point,EV Percentage,bookmakers.title,bookmakers.markets.key,team,Outcome Last 30 Avg,Outcome Last 30 Avg Adjusted,True Odds,Percentage Hit,opposing team,Defensive Rating Adjustment,Outcome Last 30 STD,outcomes_point_adj,Date
Tyus Jones,Under,-120,11.5,0.04632488961749369,BetMGM,player_points,Washington Wizards,10.1,10.055555448984972,0.5108444854637724,0.5356588212298835,Charlotte Hornets,0.9955995494044526,5.86609845733185,11.0,2024-03-08
Tre Mann,Over,-120,11.5,-0.028246718636153693,BetMGM,player_points,Charlotte Hornets,11.9,12.510597871170035,0.5108444854637724,0.49681119930180423,Washington Wizards,1.0513107454764734,4.7916076772030705,12.0,2024-03-08
Tre Mann,Under,-110,11.5,-0.04083731287075132,BetMGM,player_points,Charlotte Hornets,11.9,12.510597871170035,0.49057287889774975,0.4713252232903644,Washington Wizards,1.0513107454764734,4.7916076772030705,11.0,2024-03-08
Vasilije Micic,Over,-125,13.5,-0.7424994414648584,BetMGM,player_points,Charlotte Hornets,9.0,9.461796709288262,0.5203045685279164,0.2985966917099925,Washington Wizards,1.0513107454764734,6.132711981660316,14.0,2024-03-08
Vasilije Micic,Under,-105,13.5,0.2773082423880175,BetMGM,player_points,Charlotte Hornets,9.0,9.461796709288262,0.479695431472079,0.663762145367694,Washington Wizards,1.0513107454764734,6.132711981660316,13.0,2024-03-08
Miles Bridges,Over,-110,23.5,-0.2539716392535496,BetMGM,player_points,Charlotte Hornets,18.6,19.55437986586241,0.49057287889774975,0.3912152903153157,Washington Wizards,1.0513107454764734,6.0413625070697625,24.0,2024-03-08
Miles Bridges,Under,-120,23.5,0.13271488237229345,BetMGM,player_points,Charlotte Hornets,18.6,19.55437986586241,0.5108444854637724,0.5890156248283036,Washington Wizards,1.0513107454764734,6.0413625070697625,23.0,2024-03-08
Jordan Poole,Over,-105,19.5,0.08221988136740861,FanDuel,player_points,Washington Wizards,21.2,21.106710447374393,0.479695431472079,0.5226692338757364,Charlotte Hornets,0.9955995494044526,9.897921909748929,20.0,2024-03-08
Jordan Poole,Under,-115,19.5,-0.09259012410886103,FanDuel,player_points,Washington Wizards,21.2,21.106710447374393,0.5009443985361799,0.4584925192736484,Charlotte Hornets,0.9955995494044526,9.897921909748929,19.0,2024-03-08
Miles Bridges,Over,-110,23.5,-0.2539716392535496,FanDuel,player_points,Charlotte Hornets,18.6,19.55437986586241,0.49057287889774975,0.3912152903153157,Washington Wizards,1.0513107454764734,6.0413625070697625,24.0,2024-03-08
Miles Bridges,Under,-110,23.5,0.16713095846863085,FanDuel,player_points,Charlotte Hornets,18.6,19.55437986586241,0.49057287889774975,0.5890156248283036,Washington Wizards,1.0513107454764734,6.0413625070697625,23.0,2024-03-08
Brandon Miller,Over,-102,20.5,-0.08820742198846711,FanDuel,player_points,Charlotte Hornets,17.9,18.818462344028873,0.4729104890184428,0.4345775258124041,Washington Wizards,1.0513107454764734,5.679343119728278,21.0,2024-03-08
Brandon Miller,Under,-120,20.5,0.06168372561225322,FanDuel,player_points,Charlotte Hornets,17.9,18.818462344028873,0.5108444854637724,0.544426756103212,Washington Wizards,1.0513107454764734,5.679343119728278,20.0,2024-03-08
Bilal Coulibaly,Over,100,8.5,-0.01584674542316096,FanDuel,player_points,Washington Wizards,8.2,8.16391630511651,0.4682741116751247,0.46096924933303846,Charlotte Hornets,0.9955995494044526,5.196152422706632,9.0,2024-03-08
Bilal Coulibaly,Under,-122,8.5,-0.04987883120313846,FanDuel,player_points,Washington Wizards,8.2,8.16391630511651,0.5146796542735605,0.4902276710196631,Charlotte Hornets,0.9955995494044526,5.196152422706632,8.0,2024-03-08
Kyle Kuzma,Over,-108,23.5,0.036958743038169636,FanDuel,player_points,Washington Wizards,24.3,24.193069050528198,0.48628465443186036,0.5049468555126855,Charlotte Hornets,0.9955995494044526,5.200736125780657,24.0,2024-03-08
Kyle Kuzma,Under,-112,23.5,-0.03386482715435425,FanDuel,player_points,Washington Wizards,24.3,24.193069050528198,0.49478019346805635,0.4785733883895699,Charlotte Hornets,0.9955995494044526,5.200736125780657,23.0,2024-03-08
Deni Avdija,Over,-122,15.5,0.07403258338458714,FanDuel,player_points,Washington Wizards,18.6,18.51815161892282,0.5146796542735605,0.5558291199433482,Charlotte Hornets,0.9955995494044526,10.123240587875012,16.0,2024-03-08
Deni Avdija,Under,100,15.5,-0.10721465016937733,FanDuel,player_points,Washington Wizards,18.6,18.51815161892282,0.4682741116751247,0.422929837139971,Charlotte Hornets,0.9955995494044526,10.123240587875012,15.0,2024-03-08
Nick Richards,Over,-114,11.5,-0.03931516716985503,FanDuel,player_points,Charlotte Hornets,11.4,11.984942498431797,0.4989088666445254,0.48003616458624127,Washington Wizards,1.0513107454764734,5.396615308702619,12.0,2024-03-08
Nick Richards,Under,-106,11.5,0.009810243483231354,FanDuel,player_points,Charlotte Hornets,11.4,11.984942498431797,0.4819131634714876,0.48668768819295144,Washington Wizards,1.0513107454764734,5.396615308702619,11.0,2024-03-08
Vasilije Micic,Over,-108,13.5,-0.6285667856767716,FanDuel,player_points,Charlotte Hornets,9.0,9.461796709288262,0.48628465443186036,0.2985966917099925,Washington Wizards,1.0513107454764734,6.132711981660316,14.0,2024-03-08
Vasilije Micic,Under,-112,13.5,0.2545820864882695,FanDuel,player_points,Charlotte Hornets,9.0,9.461796709288262,0.49478019346805635,0.663762145367694,Washington Wizards,1.0513107454764734,6.132711981660316,13.0,2024-03-08
Tre Mann,Over,-106,11.5,0.029987318827058736,FanDuel,player_points,Charlotte Hornets,11.9,12.510597871170035,0.4819131634714876,0.49681119930180423,Washington Wizards,1.0513107454764734,4.7916076772030705,12.0,2024-03-08
Tre Mann,Under,-114,11.5,-0.05852358836558128,FanDuel,player_points,Charlotte Hornets,11.9,12.510597871170035,0.4989088666445254,0.4713252232903644,Washington Wizards,1.0513107454764734,4.7916076772030705,11.0,2024-03-08
Tyus Jones,Over,-115,10.5,-0.07882828712933238,FanDuel,player_points,Washington Wizards,10.1,10.055555448984972,0.5009443985361799,0.4643411787701165,Charlotte Hornets,0.9955995494044526,5.86609845733185,11.0,2024-03-08
Tyus Jones,Under,-105,10.5,0.032935837953462,FanDuel,player_points,Washington Wizards,10.1,10.055555448984972,0.479695431472079,0.4960326835573446,Charlotte Hornets,0.9955995494044526,5.86609845733185,10.0,2024-03-08
Bilal Coulibaly,Over,-106,8.5,-0.045434514707330745,Caesars,player_points,Washington Wizards,8.2,8.16391630511651,0.4819131634714876,0.46096924933303846,Charlotte Hornets,0.9955995494044526,5.196152422706632,9.0,2024-03-08
Bilal Coulibaly,Under,-129,8.5,-0.07618404925175297,Caesars,player_points,Washington Wizards,8.2,8.16391630511651,0.5275752000531972,0.4902276710196631,Charlotte Hornets,0.9955995494044526,5.196152422706632,8.0,2024-03-08
Brandon Miller,Over,-113,20.5,-0.143303995871709,Caesars,player_points,Charlotte Hornets,17.9,18.818462344028873,0.4968542217773624,0.4345775258124041,Washington Wizards,1.0513107454764734,5.679343119728278,21.0,2024-03-08
Brandon Miller,Under,-121,20.5,0.05814557978122826,Caesars,player_points,Charlotte Hornets,17.9,18.818462344028873,0.5127707467211774,0.544426756103212,Washington Wizards,1.0513107454764734,5.679343119728278,20.0,2024-03-08
Tyus Jones,Over,102,11.5,-0.09074320350446342,Caesars,player_points,Washington Wizards,10.1,10.055555448984972,0.46363773433180666,0.42506589345886253,Charlotte Hornets,0.9955995494044526,5.86609845733185,12.0,2024-03-08
Tyus Jones,Under,-139,11.5,-0.016854423831835663,Caesars,player_points,Washington Wizards,10.1,10.055555448984972,0.5446870420321535,0.5356588212298835,Charlotte Hornets,0.9955995494044526,5.86609845733185,11.0,2024-03-08
Jordan Poole,Over,-123,19.5,0.011666637141969135,Caesars,player_points,Washington Wizards,21.2,21.106710447374393,0.5165714415788372,0.5226692338757364,Charlotte Hornets,0.9955995494044526,9.897921909748929,20.0,2024-03-08
Jordan Poole,Under,-111,19.5,-0.07457915977160402,Caesars,player_points,Washington Wizards,21.2,21.106710447374393,0.4926865061226431,0.4584925192736484,Charlotte Hornets,0.9955995494044526,9.897921909748929,19.0,2024-03-08
Tre Mann,Over,-127,11.5,-0.05467009246307408,Caesars,player_points,Charlotte Hornets,11.9,12.510597871170035,0.5239719135043246,0.49681119930180423,Washington Wizards,1.0513107454764734,4.7916076772030705,12.0,2024-03-08
Tre Mann,Under,-108,11.5,-0.031739084611391674,Caesars,player_points,Charlotte Hornets,11.9,12.510597871170035,0.48628465443186036,0.4713252232903644,Washington Wizards,1.0513107454764734,4.7916076772030705,11.0,2024-03-08
Deni Avdija,Over,-131,15.5,0.04446155666704155,Caesars,player_points,Washington Wizards,18.6,18.51815161892282,0.5311160920297952,0.5558291199433482,Charlotte Hornets,0.9955995494044526,10.123240587875012,16.0,2024-03-08
Deni Avdija,Under,-104,15.5,-0.12892474134916895,Caesars,player_points,Washington Wizards,18.6,18.51815161892282,0.4774559570020879,0.422929837139971,Charlotte Hornets,0.9955995494044526,10.123240587875012,15.0,2024-03-08
Nick Richards,Over,-131,11.5,-0.10640849838382767,Caesars,player_points,Charlotte Hornets,11.4,11.984942498431797,0.5311160920297952,0.48003616458624127,Washington Wizards,1.0513107454764734,5.396615308702619,12.0,2024-03-08
Nick Richards,Under,-104,11.5,0.01896849132374911,Caesars,player_points,Charlotte Hornets,11.4,11.984942498431797,0.4774559570020879,0.48668768819295144,Washington Wizards,1.0513107454764734,5.396615308702619,11.0,2024-03-08
Miles Bridges,Over,-135,23.5,-0.3752454921794249,Caesars,player_points,Charlotte Hornets,18.6,19.55437986586241,0.538017064477803,0.3912152903153157,Washington Wizards,1.0513107454764734,6.0413625070697625,24.0,2024-03-08
Miles Bridges,Under,-101,23.5,0.2010333617874111,Caesars,player_points,Charlotte Hornets,18.6,19.55437986586241,0.47060383362375724,0.5890156248283036,Washington Wizards,1.0513107454764734,6.0413625070697625,23.0,2024-03-08
Kyle Kuzma,Over,-129,22.5,-0.011791857772232123,Caesars,player_points,Washington Wizards,24.3,24.193069050528198,0.5275752000531972,0.5214266116104301,Charlotte Hornets,0.9955995494044526,5.200736125780657,23.0,2024-03-08
Kyle Kuzma,Under,-106,22.5,-0.04280822772844882,Caesars,player_points,Washington Wizards,24.3,24.193069050528198,0.4819131634714876,0.4621301890964554,Charlotte Hornets,0.9955995494044526,5.200736125780657,22.0,2024-03-08
Vasilije Micic,Over,-133,13.5,-0.7903620870673264,Caesars,player_points,Charlotte Hornets,9.0,9.461796709288262,0.5345961961613012,0.2985966917099925,Washington Wizards,1.0513107454764734,6.132711981660316,14.0,2024-03-08
Vasilije Micic,Under,-103,13.5,0.2840893050913904,Caesars,player_points,Charlotte Hornets,9.0,9.461796709288262,0.4751944187442153,0.663762145367694,Washington Wizards,1.0513107454764734,6.132711981660316,13.0,2024-03-08
Brandon Ingram,Over,-115,20.5,-0.0018887970723597824,DraftKings,player_points,New Orleans Pelicans,21.0,21.643911446417835,0.5009443985361799,0.5,Philadelphia 76ers,1.0306624498294208,6.902173570694959,21.0,2024-03-08
Brandon Ingram,Under,-115,20.5,-0.04022206870164493,DraftKings,player_points,New Orleans Pelicans,21.0,21.643911446417835,0.5009443985361799,0.4815744768436172,Philadelphia 76ers,1.0306624498294208,6.902173570694959,20.0,2024-03-08
Buddy Hield,Over,-110,15.5,-0.09880056232685314,DraftKings,player_points,Philadelphia 76ers,14.2,13.372478197023488,0.49057287889774975,0.4464621658537359,New Orleans Pelicans,0.941723816691795,5.103526563024962,16.0,2024-03-08
Buddy Hield,Under,-120,15.5,0.02483096019589869,DraftKings,player_points,Philadelphia 76ers,14.2,13.372478197023488,0.5108444854637724,0.5238522395731455,New Orleans Pelicans,0.941723816691795,5.103526563024962,15.0,2024-03-08
C.J. McCollum,Over,-105,16.5,,DraftKings,player_points,,,,0.479695431472079,,Philadelphia 76ers,1.0306624498294208,,17.0,2024-03-08
C.J. McCollum,Under,-125,16.5,,DraftKings,player_points,,,,0.5203045685279164,,Philadelphia 76ers,1.0306624498294208,,16.0,2024-03-08
Herbert Jones,Over,-105,11.5,0.13587025946900896,DraftKings,player_points,New Orleans Pelicans,14.0,14.42927429761189,0.479695431472079,0.5551196874410496,Philadelphia 76ers,1.0306624498294208,4.45021847154097,12.0,2024-03-08
Herbert Jones,Under,-125,11.5,-0.24579280330644668,DraftKings,player_points,New Orleans Pelicans,14.0,14.42927429761189,0.5203045685279164,0.41764936123164387,Philadelphia 76ers,1.0306624498294208,4.45021847154097,11.0,2024-03-08
Jonas Valanciunas,Over,-120,11.5,-0.09892809754918974,DraftKings,player_points,New Orleans Pelicans,11.0,11.337286948123628,0.5108444854637724,0.46485706080593336,Philadelphia 76ers,1.0306624498294208,5.542662470910166,12.0,2024-03-08
Jonas Valanciunas,Under,-110,11.5,0.018854242204500493,DraftKings,player_points,New Orleans Pelicans,11.0,11.337286948123628,0.49057287889774975,0.5,Philadelphia 76ers,1.0306624498294208,5.542662470910166,11.0,2024-03-08
Jose Alvarado,Over,105,6.5,0.12297731519141583,DraftKings,player_points,New Orleans Pelicans,7.4,7.626902128737714,0.45685279187817046,0.520913312496451,Philadelphia 76ers,1.0306624498294208,2.774994002872138,7.0,2024-03-08
Jose Alvarado,Under,-135,6.5,-0.2594650879733065,DraftKings,player_points,New Orleans Pelicans,7.4,7.626902128737714,0.538017064477803,0.42717902196365276,Philadelphia 76ers,1.0306624498294208,2.774994002872138,6.0,2024-03-08
Kelly Oubre Jr,Over,-105,19.5,,DraftKings,player_points,,,,0.479695431472079,,Philadelphia 76ers,1.0306624498294208,,20.0,2024-03-08
Kelly Oubre Jr,Under,-125,19.5,,DraftKings,player_points,,,,0.5203045685279164,,Philadelphia 76ers,1.0306624498294208,,19.0,2024-03-08
Kyle Lowry,Over,100,11.5,-0.29470463707618966,DraftKings,player_points,Philadelphia 76ers,9.0,8.475514350226154,0.4682741116751247,0.36168412336316375,New Orleans Pelicans,0.941723816691795,4.795831523312719,12.0,2024-03-08
Kyle Lowry,Under,-130,11.5,0.10774151129076869,DraftKings,player_points,Philadelphia 76ers,9.0,8.475514350226154,0.5293533436327497,0.5932735304076833,New Orleans Pelicans,0.941723816691795,4.795831523312719,11.0,2024-03-08
Paul Reed Jr,Over,105,10.5,,DraftKings,player_points,,,,0.45685279187817046,,Philadelphia 76ers,1.0306624498294208,,11.0,2024-03-08
Paul Reed Jr,Under,-135,10.5,,DraftKings,player_points,,,,0.538017064477803,,Philadelphia 76ers,1.0306624498294208,,10.0,2024-03-08
Tobias Harris,Over,-125,19.5,-0.3161489389774855,DraftKings,player_points,Philadelphia 76ers,16.0,15.06758106706872,0.5203045685279164,0.395323472229625,New Orleans Pelicans,0.941723816691795,8.018581935105484,20.0,2024-03-08
Tobias Harris,Under,-105,19.5,0.17138010196856107,DraftKings,player_points,Philadelphia 76ers,16.0,15.06758106706872,0.479695431472079,0.5789088973263815,New Orleans Pelicans,0.941723816691795,8.018581935105484,19.0,2024-03-08
Trey Murphy III,Over,-115,14.5,0.08816847928145682,DraftKings,player_points,New Orleans Pelicans,17.2,17.727394137066035,0.5009443985361799,0.5493826295250517,Philadelphia 76ers,1.0306624498294208,9.677817742135879,15.0,2024-03-08
Trey Murphy III,Under,-115,14.5,-0.16940492958755687,DraftKings,player_points,New Orleans Pelicans,17.2,17.727394137066035,0.5009443985361799,0.42837548043590035,Philadelphia 76ers,1.0306624498294208,9.677817742135879,14.0,2024-03-08
Zion Williamson,Over,-135,21.5,-0.08767461455906148,DraftKings,player_points,New Orleans Pelicans,21.7,22.36537516129843,0.538017064477803,0.4946489117941883,Philadelphia 76ers,1.0306624498294208,7.726577508832744,22.0,2024-03-08
Zion Williamson,Under,105,21.5,0.062896423109395,DraftKings,player_points,New Orleans Pelicans,21.7,22.36537516129843,0.45685279187817046,0.4875157913643331,Philadelphia 76ers,1.0306624498294208,7.726577508832744,21.0,2024-03-08
Tobias Harris,Over,-118,19.5,-0.2823396084349446,FanDuel,player_points,Philadelphia 76ers,16.0,15.06758106706872,0.50693894658408,0.395323472229625,New Orleans Pelicans,0.941723816691795,8.018581935105484,20.0,2024-03-08
Tobias Harris,Under,-104,19.5,0.17524854220213462,FanDuel,player_points,Philadelphia 76ers,16.0,15.06758106706872,0.4774559570020879,0.5789088973263815,New Orleans Pelicans,0.941723816691795,8.018581935105484,19.0,2024-03-08
C.J. McCollum,Over,102,16.5,,FanDuel,player_points,,,,0.46363773433180666,,Philadelphia 76ers,1.0306624498294208,,17.0,2024-03-08
C.J. McCollum,Under,-124,16.5,,FanDuel,player_points,,,,0.518446337926031,,Philadelphia 76ers,1.0306624498294208,,16.0,2024-03-08
Herbert Jones,Over,-105,11.5,0.13587025946900896,FanDuel,player_points,New Orleans Pelicans,14.0,14.42927429761189,0.479695431472079,0.5551196874410496,Philadelphia 76ers,1.0306624498294208,4.45021847154097,12.0,2024-03-08
Herbert Jones,Under,-115,11.5,-0.19943772225318332,FanDuel,player_points,New Orleans Pelicans,14.0,14.42927429761189,0.5009443985361799,0.41764936123164387,Philadelphia 76ers,1.0306624498294208,4.45021847154097,11.0,2024-03-08
Kelly Oubre Jr,Over,-104,19.5,,FanDuel,player_points,,,,0.4774559570020879,,Philadelphia 76ers,1.0306624498294208,,20.0,2024-03-08
Kelly Oubre Jr,Under,-118,19.5,,FanDuel,player_points,,,,0.50693894658408,,Philadelphia 76ers,1.0306624498294208,,19.0,2024-03-08
Jonas Valanciunas,Over,-112,11.5,-0.0643706102048758,FanDuel,player_points,New Orleans Pelicans,11.0,11.337286948123628,0.49478019346805635,0.46485706080593336,Philadelphia 76ers,1.0306624498294208,5.542662470910166,12.0,2024-03-08
Jonas Valanciunas,Under,-108,11.5,0.027430691136279273,FanDuel,player_points,New Orleans Pelicans,11.0,11.337286948123628,0.48628465443186036,0.5,Philadelphia 76ers,1.0306624498294208,5.542662470910166,11.0,2024-03-08
Paul Reed Jr,Over,-128,9.5,,FanDuel,player_points,,,,0.525781458722947,,Philadelphia 76ers,1.0306624498294208,,10.0,2024-03-08
Paul Reed Jr,Under,104,9.5,,FanDuel,player_points,,,,0.45909226634816147,,Philadelphia 76ers,1.0306624498294208,,9.0,2024-03-08
Zion Williamson,Over,-104,22.5,-0.0013247025016653884,FanDuel,player_points,New Orleans Pelicans,21.7,22.36537516129843,0.4774559570020879,0.4768243066502135,Philadelphia 76ers,1.0306624498294208,7.726577508832744,23.0,2024-03-08
Zion Williamson,Under,-118,22.5,-0.003142089559766751,FanDuel,player_points,New Orleans Pelicans,21.7,22.36537516129843,0.50693894658408,0.5053510882058118,Philadelphia 76ers,1.0306624498294208,7.726577508832744,22.0,2024-03-08
Brandon Ingram,Over,-102,20.5,0.054179021963114415,FanDuel,player_points,New Orleans Pelicans,21.0,21.643911446417835,0.4729104890184428,0.5,Philadelphia 76ers,1.0306624498294208,6.902173570694959,21.0,2024-03-08
Brandon Ingram,Under,-118,20.5,-0.05266987965539433,FanDuel,player_points,New Orleans Pelicans,21.0,21.643911446417835,0.50693894658408,0.4815744768436172,Philadelphia 76ers,1.0306624498294208,6.902173570694959,20.0,2024-03-08
Buddy Hield,Over,-108,15.5,-0.08919566230651357,FanDuel,player_points,Philadelphia 76ers,14.2,13.372478197023488,0.48628465443186036,0.4464621658537359,New Orleans Pelicans,0.941723816691795,5.103526563024962,16.0,2024-03-08
Buddy Hield,Under,-112,15.5,0.05549665327149918,FanDuel,player_points,Philadelphia 76ers,14.2,13.372478197023488,0.49478019346805635,0.5238522395731455,New Orleans Pelicans,0.941723816691795,5.103526563024962,15.0,2024-03-08
Kyle Lowry,Over,-120,10.5,-0.25599026288064947,FanDuel,player_points,Philadelphia 76ers,9.0,8.475514350226154,0.5108444854637724,0.40672646959231673,New Orleans Pelicans,0.941723816691795,4.795831523312719,11.0,2024-03-08
