outcomes_description,outcomes_name,outcomes_price,outcomes_point,EV Percentage,bookmakers.title,bookmakers.markets.key,team,Outcome Last 30 Avg,Outcome Last 30 Avg Adjusted,True Odds,Percentage Hit,opposing team,Defensive Rating Adjustment,Outcome Last 30 STD,outcomes_point_adj,Date
Coby White,Over,-106,20.5,0.056299199006294987,FanDuel,player_points,Chicago Bulls,21.6,22.445365217896274,0.4819131634714876,0.5106630861858326,Los Angeles Clippers,1.039137278606309,7.67479641423797,21.0,2024-03-09
Coby White,Under,-114,20.5,-0.057938734431656494,FanDuel,player_points,Chicago Bulls,21.6,22.445365217896274,0.4989088666445254,0.4715857831905059,Los Angeles Clippers,1.039137278606309,7.67479641423797,20.0,2024-03-09
Alex Caruso,Over,-130,7.5,-0.030123412132073264,BetMGM,player_points,Chicago Bulls,8.3,8.624839412432365,0.5293533436327497,0.5138737139631971,Los Angeles Clippers,1.039137278606309,3.420526275297414,8.0,2024-03-09
Alex Caruso,Under,-105,7.5,-0.08998065704337635,BetMGM,player_points,Chicago Bulls,8.3,8.624839412432365,0.479695431472079,0.4400953616674954,Los Angeles Clippers,1.039137278606309,3.420526275297414,7.0,2024-03-09
DeMar DeRozan,Over,-105,24.5,0.07567742347422916,BetMGM,player_points,Chicago Bulls,26.3,27.329310427345924,0.479695431472079,0.5189697229673852,Los Angeles Clippers,1.039137278606309,6.718072640274143,25.0,2024-03-09
DeMar DeRozan,Under,-125,24.5,-0.11542010459161939,BetMGM,player_points,Chicago Bulls,26.3,27.329310427345924,0.5203045685279164,0.46646511604559227,Los Angeles Clippers,1.039137278606309,6.718072640274143,24.0,2024-03-09
Ayo Dosunmu,Over,-110,13.5,0.11126301907019213,BetMGM,player_points,Chicago Bulls,16.2,16.834023913422204,0.49057287889774975,0.5519888216922246,Los Angeles Clippers,1.039137278606309,6.3500000000000005,14.0,2024-03-09
Ayo Dosunmu,Under,-120,13.5,-0.20306602377446545,BetMGM,player_points,Chicago Bulls,16.2,16.834023913422204,0.5108444854637724,0.4246188283674268,Los Angeles Clippers,1.039137278606309,6.3500000000000005,13.0,2024-03-09
Coby White,Over,-115,20.5,0.01903150611931248,BetMGM,player_points,Chicago Bulls,21.6,22.445365217896274,0.5009443985361799,0.5106630861858326,Los Angeles Clippers,1.039137278606309,7.67479641423797,21.0,2024-03-09
Coby White,Under,-115,20.5,-0.062255089937293555,BetMGM,player_points,Chicago Bulls,21.6,22.445365217896274,0.5009443985361799,0.4715857831905059,Los Angeles Clippers,1.039137278606309,7.67479641423797,20.0,2024-03-09
Nikola Vucevic,Over,-135,18.5,-0.005908129827201534,BetMGM,player_points,Chicago Bulls,20.9,21.717969122871853,0.538017064477803,0.534857059531098,Los Angeles Clippers,1.039137278606309,6.923149572268391,19.0,2024-03-09
Nikola Vucevic,Under,100,18.5,-0.04785768640916844,BetMGM,player_points,Chicago Bulls,20.9,21.717969122871853,0.4682741116751247,0.4468871276593114,Los Angeles Clippers,1.039137278606309,6.923149572268391,18.0,2024-03-09
Paul George,Over,-110,22.5,-0.1252535727278968,BetMGM,player_points,LA Clippers,19.7,20.471004388544284,0.49057287889774975,0.43596651527040087,Los Angeles Clippers,1.039137278606309,7.4185683423420725,23.0,2024-03-09
Paul George,Under,-120,22.5,0.06220375211527428,BetMGM,player_points,LA Clippers,19.7,20.471004388544284,0.5108444854637724,0.5447286514698932,Los Angeles Clippers,1.039137278606309,7.4185683423420725,22.0,2024-03-09
Kawhi Leonard,Over,-120,25.5,-0.1123959217194503,BetMGM,player_points,LA Clippers,23.5,24.419726047248258,0.5108444854637724,0.4592290168361557,Los Angeles Clippers,1.039137278606309,5.123475382979799,26.0,2024-03-09
Kawhi Leonard,Under,-110,25.5,0.0646667300269063,BetMGM,player_points,LA Clippers,23.5,24.419726047248258,0.49057287889774975,0.5244899274371603,Los Angeles Clippers,1.039137278606309,5.123475382979799,25.0,2024-03-09
James Harden,Over,-125,18.5,-0.024392408310838807,BetMGM,player_points,LA Clippers,19.4,20.15926320496239,0.5203045685279164,0.5079152913538936,Los Angeles Clippers,1.039137278606309,7.708145851329875,19.0,2024-03-09
James Harden,Under,-105,18.5,-0.015621958413063542,BetMGM,player_points,LA Clippers,19.4,20.15926320496239,0.479695431472079,0.47231691624865607,Los Angeles Clippers,1.039137278606309,7.708145851329875,18.0,2024-03-09
Ayo Dosunmu,Over,-113,13.5,0.09988354428235857,Caesars,player_points,Chicago Bulls,16.2,16.834023913422204,0.4968542217773624,0.5519888216922246,Los Angeles Clippers,1.039137278606309,6.3500000000000005,14.0,2024-03-09
Ayo Dosunmu,Under,-121,13.5,-0.207602471827914,Caesars,player_points,Chicago Bulls,16.2,16.834023913422204,0.5127707467211774,0.4246188283674268,Los Angeles Clippers,1.039137278606309,6.3500000000000005,13.0,2024-03-09
James Harden,Over,-123,18.5,-0.01704250762340675,Caesars,player_points,LA Clippers,19.4,20.15926320496239,0.5165714415788372,0.5079152913538936,Los Angeles Clippers,1.039137278606309,7.708145851329875,19.0,2024-03-09
James Harden,Under,-111,18.5,-0.043126953901568996,Caesars,player_points,LA Clippers,19.4,20.15926320496239,0.4926865061226431,0.47231691624865607,Los Angeles Clippers,1.039137278606309,7.708145851329875,18.0,2024-03-09
DeMar DeRozan,Over,-108,24.5,0.06298068478568823,Caesars,player_points,Chicago Bulls,26.3,27.329310427345924,0.48628465443186036,0.5189697229673852,Los Angeles Clippers,1.039137278606309,6.718072640274143,25.0,2024-03-09
DeMar DeRozan,Under,-127,24.5,-0.12328209651825629,Caesars,player_points,Chicago Bulls,26.3,27.329310427345924,0.5239719135043246,0.46646511604559227,Los Angeles Clippers,1.039137278606309,6.718072640274143,24.0,2024-03-09
Alex Caruso,Over,-123,7.5,-0.005249787140957416,Caesars,player_points,Chicago Bulls,8.3,8.624839412432365,0.5165714415788372,0.5138737139631971,Los Angeles Clippers,1.039137278606309,3.420526275297414,8.0,2024-03-09
Alex Caruso,Under,-111,7.5,-0.1194994290689248,Caesars,player_points,Chicago Bulls,8.3,8.624839412432365,0.4926865061226431,0.4400953616674954,Los Angeles Clippers,1.039137278606309,3.420526275297414,7.0,2024-03-09
Coby White,Over,-117,20.5,0.011169606749401107,Caesars,player_points,Chicago Bulls,21.6,22.445365217896274,0.5049591803317013,0.5106630861858326,Los Angeles Clippers,1.039137278606309,7.67479641423797,21.0,2024-03-09
Coby White,Under,-117,20.5,-0.07076845471338891,Caesars,player_points,Chicago Bulls,21.6,22.445365217896274,0.5049591803317013,0.4715857831905059,Los Angeles Clippers,1.039137278606309,7.67479641423797,20.0,2024-03-09
Nikola Vucevic,Over,-123,18.5,0.034187859403578894,Caesars,player_points,Chicago Bulls,20.9,21.717969122871853,0.5165714415788372,0.534857059531098,Los Angeles Clippers,1.039137278606309,6.923149572268391,19.0,2024-03-09
Nikola Vucevic,Under,-111,18.5,-0.10248533830727677,Caesars,player_points,Chicago Bulls,20.9,21.717969122871853,0.4926865061226431,0.4468871276593114,Los Angeles Clippers,1.039137278606309,6.923149572268391,18.0,2024-03-09
Kawhi Leonard,Over,-123,25.5,-0.12486672801675373,Caesars,player_points,LA Clippers,23.5,24.419726047248258,0.5165714415788372,0.4592290168361557,Los Angeles Clippers,1.039137278606309,5.123475382979799,26.0,2024-03-09
Kawhi Leonard,Under,-111,25.5,0.06063685811836223,Caesars,player_points,LA Clippers,23.5,24.419726047248258,0.4926865061226431,0.5244899274371603,Los Angeles Clippers,1.039137278606309,5.123475382979799,25.0,2024-03-09
Paul George,Over,-109,22.5,-0.12035903783129857,Caesars,player_points,LA Clippers,19.7,20.471004388544284,0.48843902557501045,0.43596651527040087,Los Angeles Clippers,1.039137278606309,7.4185683423420725,23.0,2024-03-09
Paul George,Under,-125,22.5,0.044837154932223615,Caesars,player_points,LA Clippers,19.7,20.471004388544284,0.5203045685279164,0.5447286514698932,Los Angeles Clippers,1.039137278606309,7.4185683423420725,22.0,2024-03-09
Brandon Miller,Over,-115,19.5,-0.09007485997073453,DraftKings,player_points,Charlotte Hornets,18.2,17.7224097465341,0.5009443985361799,0.4595504555986447,Brooklyn Nets,0.9737587772820936,5.626944108483752,20.0,2024-03-09
Brandon Miller,Under,-115,19.5,0.032930305802694224,DraftKings,player_points,Charlotte Hornets,18.2,17.7224097465341,0.5009443985361799,0.518002375156609,Brooklyn Nets,0.9737587772820936,5.626944108483752,19.0,2024-03-09
Dennis Schroder,Over,-125,15.5,-0.09106680518532909,DraftKings,player_points,Brooklyn Nets,15.1,15.518986407620526,0.5203045685279164,0.47687691171168684,Charlotte Hornets,1.02774744421328,7.990619500389191,16.0,2024-03-09
Dennis Schroder,Under,-105,15.5,0.03565112152264985,DraftKings,player_points,Brooklyn Nets,15.1,15.518986407620526,0.479695431472079,0.4974293455180761,Charlotte Hornets,1.02774744421328,7.990619500389191,15.0,2024-03-09
Dorian Finney-Smith,Over,-120,8.5,0.010975000775170123,DraftKings,player_points,Brooklyn Nets,9.4,9.660825975604832,0.5108444854637724,0.5165132184364986,Charlotte Hornets,1.02774744421328,5.118593556827891,9.0,2024-03-09
Dorian Finney-Smith,Under,-110,8.5,-0.10891760835191468,DraftKings,player_points,Brooklyn Nets,9.4,9.660825975604832,0.49057287889774975,0.4423889342210414,Charlotte Hornets,1.02774744421328,5.118593556827891,8.0,2024-03-09
Grant Williams,Over,-110,11.5,0.018854242204500493,DraftKings,player_points,Charlotte Hornets,12.0,11.685105327385124,0.49057287889774975,0.5,Brooklyn Nets,0.9737587772820936,6.288317444920274,12.0,2024-03-09
Grant Williams,Under,-120,11.5,-0.09646683883088905,DraftKings,player_points,Charlotte Hornets,12.0,11.685105327385124,0.5108444854637724,0.46590053376211704,Brooklyn Nets,0.9737587772820936,6.288317444920274,11.0,2024-03-09
Mikal Bridges,Over,-105,19.5,-0.2241042784078938,DraftKings,player_points,Brooklyn Nets,15.6,16.032860129727165,0.479695431472079,0.39187464657503285,Charlotte Hornets,1.02774744421328,8.966744113668016,20.0,2024-03-09
Mikal Bridges,Under,-125,19.5,0.10902423910299144,DraftKings,player_points,Brooklyn Nets,15.6,16.032860129727165,0.5203045685279164,0.5839716312866793,Charlotte Hornets,1.02774744421328,8.966744113668016,19.0,2024-03-09
Miles Bridges,Over,-110,21.5,-0.07918512843873607,DraftKings,player_points,Charlotte Hornets,19.8,19.280423790185452,0.49057287889774975,0.45457713043865294,Brooklyn Nets,0.9737587772820936,7.191800571821538,22.0,2024-03-09
Miles Bridges,Under,-120,21.5,0.026617779500870277,DraftKings,player_points,Charlotte Hornets,19.8,19.280423790185452,0.5108444854637724,0.5248138652068477,Brooklyn Nets,0.9737587772820936,7.191800571821538,21.0,2024-03-09
Nick Richards,Over,-110,10.5,0.026043746576694653,DraftKings,player_points,Charlotte Hornets,11.1,10.808722427831238,0.49057287889774975,0.5036908764366593,Brooklyn Nets,0.9737587772820936,5.375872022286245,11.0,2024-03-09
Nick Richards,Under,-120,10.5,-0.11181308569495704,DraftKings,player_points,Charlotte Hornets,11.1,10.808722427831238,0.5108444854637724,0.4594697544367007,Brooklyn Nets,0.9737587772820936,5.375872022286245,10.0,2024-03-09
Nic Claxton,Over,-130,11.5,-0.10378793266130568,DraftKings,player_points,Brooklyn Nets,11.4,11.716320864031392,0.5293533436327497,0.47957884659641437,Charlotte Hornets,1.02774744421328,4.933811913723505,12.0,2024-03-09
Nic Claxton,Under,100,11.5,0.037230938997754356,DraftKings,player_points,Brooklyn Nets,11.4,11.716320864031392,0.4682741116751247,0.4863825922985621,Charlotte Hornets,1.02774744421328,4.933811913723505,11.0,2024-03-09
Vasilije Micic,Over,100,13.5,-0.33406712060878635,DraftKings,player_points,Charlotte Hornets,10.2,9.932339528277353,0.4682741116751247,0.35101240742777107,Brooklyn Nets,0.9737587772820936,5.937171043518958,14.0,2024-03-09
Vasilije Micic,Under,-130,13.5,0.13361762372977262,DraftKings,player_points,Charlotte Hornets,10.2,9.932339528277353,0.5293533436327497,0.610992741924892,Brooklyn Nets,0.9737587772820936,5.937171043518958,13.0,2024-03-09
Nic Claxton,Over,-140,11.5,-0.1391657510158348,BetMGM,player_points,Brooklyn Nets,11.4,11.716320864031392,0.5463197969543122,0.47957884659641437,Charlotte Hornets,1.02774744421328,4.933811913723505,12.0,2024-03-09
Nic Claxton,Under,105,11.5,0.060713111217321335,BetMGM,player_points,Brooklyn Nets,11.4,11.716320864031392,0.45685279187817046,0.4863825922985621,Charlotte Hornets,1.02774744421328,4.933811913723505,11.0,2024-03-09
Dennis Schroder,Over,-130,15.5,-0.11004188005811728,BetMGM,player_points,Brooklyn Nets,15.1,15.518986407620526,0.5293533436327497,0.47687691171168684,Charlotte Hornets,1.02774744421328,7.990619500389191,16.0,2024-03-09
Dennis Schroder,Under,-105,15.5,0.03565112152264985,BetMGM,player_points,Brooklyn Nets,15.1,15.518986407620526,0.479695431472079,0.4974293455180761,Charlotte Hornets,1.02774744421328,7.990619500389191,15.0,2024-03-09
Dorian Finney-Smith,Over,-120,8.5,0.010975000775170123,BetMGM,player_points,Brooklyn Nets,9.4,9.660825975604832,0.5108444854637724,0.5165132184364986,Charlotte Hornets,1.02774744421328,5.118593556827891,9.0,2024-03-09
Dorian Finney-Smith,Under,-110,8.5,-0.10891760835191468,BetMGM,player_points,Brooklyn Nets,9.4,9.660825975604832,0.49057287889774975,0.4423889342210414,Charlotte Hornets,1.02774744421328,5.118593556827891,8.0,2024-03-09
Nick Richards,Over,-110,10.5,0.026043746576694653,BetMGM,player_points,Charlotte Hornets,11.1,10.808722427831238,0.49057287889774975,0.5036908764366593,Brooklyn Nets,0.9737587772820936,5.375872022286245,11.0,2024-03-09
