outcomes_description,outcomes_name,outcomes_price,outcomes_point,EV Percentage,bookmakers.title,bookmakers.markets.key,team,Outcome Last 30 Avg,Outcome Last 30 Avg Adjusted,True Odds,Percentage Hit,opposing team,Defensive Rating,Defensive Rating Adjustment,Outcome Last 30 STD,outcomes_point_adj,Date
Vince Williams Jr.,Over,-120,14.5,-0.5064512883755583,DraftKings,player_points,Memphis Grizzlies,13.166666666666666,13.20073507791826,0.5108444854637724,0.33910454948372604,Brooklyn Nets,113.66,0.9974192034723443,4.336537277085895,15.0,2024-03-04
Vince Williams Jr.,Under,-110,14.5,0.14402315511515637,DraftKings,player_points,Memphis Grizzlies,13.166666666666666,13.20073507791826,0.49057287889774975,0.5731146605534027,Brooklyn Nets,113.66,0.9974192034723443,4.336537277085895,14.0,2024-03-04
Mikal Bridges,Over,-111,22.5,-0.6278851888594147,FanDuel,player_points,Brooklyn Nets,18.846153846153847,18.382896433175766,0.4926865061226431,0.302654333053946,Memphis Grizzlies,110.58,1.0252004581901488,8.934343020452069,23.0,2024-03-04
Mikal Bridges,Under,-115,22.5,0.2377683389716751,FanDuel,player_points,Brooklyn Nets,18.846153846153847,18.382896433175766,0.5009443985361799,0.6572075448300809,Memphis Grizzlies,110.58,1.0252004581901488,8.934343020452069,22.0,2024-03-04
Nic Claxton,Over,-132,11.5,-0.7318005669486719,FanDuel,player_points,Brooklyn Nets,10.23076923076923,9.979286635152556,0.5328636443199696,0.30769342295507107,Memphis Grizzlies,110.58,1.0252004581901488,4.022128142277345,12.0,2024-03-04
Nic Claxton,Under,104,11.5,0.23505670208851986,FanDuel,player_points,Brooklyn Nets,10.23076923076923,9.979286635152556,0.45909226634816147,0.6001650940685646,Memphis Grizzlies,110.58,1.0252004581901488,4.022128142277345,11.0,2024-03-04
Santi Aldama,Over,-113,12.5,-1.280527260084976,FanDuel,player_points,Memphis Grizzlies,9.25,9.273934137018525,0.4968542217773624,0.2178681353534221,Brooklyn Nets,113.66,0.9974192034723443,4.780603169754489,13.0,2024-03-04
Santi Aldama,Under,-113,12.5,0.3058181644142821,FanDuel,player_points,Memphis Grizzlies,9.25,9.273934137018525,0.4968542217773624,0.7157407415567713,Brooklyn Nets,113.66,0.9974192034723443,4.780603169754489,12.0,2024-03-04
Dorian Finney-Smith,Over,-108,9.5,-1.833142747469566,FanDuel,player_points,Brooklyn Nets,6.444444444444445,6.286033519553073,0.48628465443186036,0.17164142359794177,Memphis Grizzlies,110.58,1.0252004581901488,3.9189315752329774,10.0,2024-03-04
Dorian Finney-Smith,Under,-118,9.5,0.32917682204411625,FanDuel,player_points,Brooklyn Nets,6.444444444444445,6.286033519553073,0.50693894658408,0.7556968262915604,Memphis Grizzlies,110.58,1.0252004581901488,3.9189315752329774,9.0,2024-03-04
Cameron Johnson,Over,-120,15.5,-0.5010142221955647,FanDuel,player_points,Brooklyn Nets,13.222222222222221,12.897206703910616,0.5108444854637724,0.34033287487213115,Memphis Grizzlies,110.58,1.0252004581901488,7.5391979794166115,16.0,2024-03-04
Cameron Johnson,Under,-106,15.5,0.20977745045727528,FanDuel,player_points,Brooklyn Nets,13.222222222222221,12.897206703910616,0.4819131634714876,0.609844864273178,Memphis Grizzlies,110.58,1.0252004581901488,7.5391979794166115,15.0,2024-03-04
Vince Williams Jr.,Over,-102,15.5,-0.8238012187843543,FanDuel,player_points,Memphis Grizzlies,13.166666666666666,13.20073507791826,0.4729104890184428,0.2592993601208683,Brooklyn Nets,113.66,0.9974192034723443,4.336537277085895,16.0,2024-03-04
Vince Williams Jr.,Under,-125,15.5,0.21272787076765576,FanDuel,player_points,Memphis Grizzlies,13.166666666666666,13.20073507791826,0.5203045685279164,0.660895450516274,Brooklyn Nets,113.66,0.9974192034723443,4.336537277085895,15.0,2024-03-04
Dorian Finney-Smith,Over,-110,9.5,-1.8581263695812906,BetMGM,player_points,Brooklyn Nets,6.444444444444445,6.286033519553073,0.49057287889774975,0.17164142359794177,Memphis Grizzlies,110.58,1.0252004581901488,3.9189315752329774,10.0,2024-03-04
Dorian Finney-Smith,Under,-120,9.5,0.32400869278405564,BetMGM,player_points,Brooklyn Nets,6.444444444444445,6.286033519553073,0.5108444854637724,0.7556968262915604,Memphis Grizzlies,110.58,1.0252004581901488,3.9189315752329774,9.0,2024-03-04
Nic Claxton,Over,-140,11.5,-0.7755329044978807,BetMGM,player_points,Brooklyn Nets,10.23076923076923,9.979286635152556,0.5463197969543122,0.30769342295507107,Memphis Grizzlies,110.58,1.0252004581901488,4.022128142277345,12.0,2024-03-04
Nic Claxton,Under,105,11.5,0.23878813281003924,BetMGM,player_points,Brooklyn Nets,10.23076923076923,9.979286635152556,0.45685279187817046,0.6001650940685646,Memphis Grizzlies,110.58,1.0252004581901488,4.022128142277345,11.0,2024-03-04
Mikal Bridges,Over,-110,22.5,-0.6209015544155734,BetMGM,player_points,Brooklyn Nets,18.846153846153847,18.382896433175766,0.49057287889774975,0.302654333053946,Memphis Grizzlies,110.58,1.0252004581901488,8.934343020452069,23.0,2024-03-04
Mikal Bridges,Under,-120,22.5,0.2227044721529335,BetMGM,player_points,Brooklyn Nets,18.846153846153847,18.382896433175766,0.5108444854637724,0.6572075448300809,Memphis Grizzlies,110.58,1.0252004581901488,8.934343020452069,22.0,2024-03-04
Cameron Johnson,Over,-110,16.5,-0.673432493743542,BetMGM,player_points,Brooklyn Nets,13.222222222222221,12.897206703910616,0.49057287889774975,0.29315367111123597,Memphis Grizzlies,110.58,1.0252004581901488,7.5391979794166115,17.0,2024-03-04
Cameron Johnson,Under,-120,16.5,0.22560263198692662,BetMGM,player_points,Brooklyn Nets,13.222222222222221,12.897206703910616,0.5108444854637724,0.6596671251278688,Memphis Grizzlies,110.58,1.0252004581901488,7.5391979794166115,16.0,2024-03-04
Santi Aldama,Over,-130,12.5,-1.4296960304637547,BetMGM,player_points,Memphis Grizzlies,9.25,9.273934137018525,0.5293533436327497,0.2178681353534221,Brooklyn Nets,113.66,0.9974192034723443,4.780603169754489,13.0,2024-03-04
