,outcomes_name,outcomes_description,outcomes_price,outcomes_point,id,sport_key,sport_title,commence_time,home_team,away_team,bookmakers.key,bookmakers.title,bookmakers.last_update,bookmakers.markets.key,bookmakers.markets.last_update
0,Over,Bogdan Bogdanovic,-105,16.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
1,Under,Bogdan Bogdanovic,-125,16.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
2,Over,Cameron Johnson,-110,15.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
3,Under,Cameron Johnson,-120,15.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
4,Over,Clint Capela,-125,9.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
5,Under,Clint Capela,-105,9.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
6,Over,Dejounte Murray,-140,22.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
7,Under,Dejounte Murray,110,22.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
8,Over,Jalen Johnson,-105,16.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
9,Under,Jalen Johnson,-125,16.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
10,Over,Mikal Bridges,-115,20.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
11,Under,Mikal Bridges,-115,20.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
12,Over,Nicolas Claxton,-120,11.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
13,Under,Nicolas Claxton,-110,11.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
14,Over,Saddiq Bey,-110,13.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
15,Under,Saddiq Bey,-120,13.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,draftkings,DraftKings,,player_points,2024-03-02T13:58:29Z
16,Over,Clint Capela,-125,9.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,betonlineag,BetOnline.ag,,player_points,2024-03-02T13:57:50Z
17,Under,Clint Capela,-103,9.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,betonlineag,BetOnline.ag,,player_points,2024-03-02T13:57:50Z
18,Under,Jalen Johnson,-122,16.5,c364863d5a2d7f6e0a8628fcff868fa2,basketball_nba,NBA,2024-03-02T20:10:00Z,Brooklyn Nets,Atlanta Hawks,betonlineag,BetOnline.ag,,player_points,2024-03-02T13:57:50Z
