,outcomes_name,outcomes_description,outcomes_price,outcomes_point,id,sport_key,sport_title,commence_time,home_team,away_team,bookmakers.key,bookmakers.title,bookmakers.last_update,bookmakers.markets.key,bookmakers.markets.last_update
0,Over,Bilal Coulibaly,-115,8.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
1,Under,Bilal Coulibaly,-115,8.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
2,Over,Deni Avdija,-120,14.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
3,Under,Deni Avdija,-110,14.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
4,Over,Franz Wagner,-120,19.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
5,Under,Franz Wagner,-110,19.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
6,Over,Jalen Suggs,-110,10.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
7,Under,Jalen Suggs,-120,10.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
8,Over,Jordan Poole,-125,16.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
9,Under,Jordan Poole,-105,16.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
10,Over,Kyle Kuzma,-120,21.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
11,Under,Kyle Kuzma,-110,21.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
12,Over,Paolo Banchero,-115,23.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
13,Under,Paolo Banchero,-115,23.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
14,Over,Tyus Jones,-130,10.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
15,Under,Tyus Jones,100,10.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
16,Over,Wendell Carter Jr.,-130,11.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
17,Under,Wendell Carter Jr.,100,11.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,draftkings,DraftKings,,player_points,2024-03-06T19:23:01Z
18,Over,Kyle Kuzma,-115,21.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,betonlineag,BetOnline.ag,,player_points,2024-03-06T19:23:03Z
19,Under,Kyle Kuzma,-112,21.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,betonlineag,BetOnline.ag,,player_points,2024-03-06T19:23:03Z
20,Over,Wendell Carter Jr.,-127,11.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,betonlineag,BetOnline.ag,,player_points,2024-03-06T19:23:03Z
21,Under,Wendell Carter Jr.,-102,11.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,betonlineag,BetOnline.ag,,player_points,2024-03-06T19:23:03Z
22,Over,Bilal Coulibaly,-115,8.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,betonlineag,BetOnline.ag,,player_points,2024-03-06T19:23:03Z
23,Under,Bilal Coulibaly,-112,8.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,betonlineag,BetOnline.ag,,player_points,2024-03-06T19:23:03Z
24,Over,Franz Wagner,-125,19.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,betonlineag,BetOnline.ag,,player_points,2024-03-06T19:23:03Z
25,Under,Franz Wagner,-103,19.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,betonlineag,BetOnline.ag,,player_points,2024-03-06T19:23:03Z
26,Under,Tyus Jones,100,10.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,betonlineag,BetOnline.ag,,player_points,2024-03-06T19:23:03Z
27,Over,Tyus Jones,-130,10.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,betonlineag,BetOnline.ag,,player_points,2024-03-06T19:23:03Z
28,Under,Deni Avdija,-110,14.5,fdd137330111c44ff0e65e014723480d,basketball_nba,NBA,2024-03-07T00:00:00Z,Washington Wizards,Orlando Magic,betonlineag,BetOnline.ag,,player_points,2024-03-06T19:23:03Z
