,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,0,6,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,A.J. Green,Milwaukee Bucks,G,60,142,19,43,431.5,7,8,266.7,15,35,389.3,2,14,16,6,8,2,4,0,3,82,76,66,22,259.7361111111111,16.489197530864196,9.11111111111111,24.23611111111111,365.9012345679012,374.2716049382716,251.06944444444446,25.896604938271604,10
2,A.J. Lawson,Dallas Mavericks,G,20,42,8,21,223.3,2,6,100.0,2,8,100.0,2,6,8,3,5,1,0,1,-5,31,28,23,11,33.660000000000004,8.015,2.0400000000000005,1.6600000000000001,55.915000000000006,47.535000000000004,38.86,13.235000000000001,6
3,Aaron Gordon,Denver Nuggets,PF,129,315,53,98,627.5,20,31,496.7,3,15,108.3,25,37,62,42,20,4,12,4,24,233,191,171,104,258.71119524067063,132.8826392644673,57.61060032449973,2.100054083288264,498.763115197404,619.0421849648459,192.99891833423473,135.92644672796104,10
4,Aaron Holiday,Houston Rockets,G,51,127,19,47,339.4,6,6,300.0,7,24,195.0,1,8,9,18,14,6,2,1,18,78,60,69,27,230.70362358031366,7.7182260681449435,31.090319091400755,11.467279610600324,364.3342347214711,304.16116819902646,295.06814494321253,34.6170903190914,10
5,Aaron Nesmith,Indiana Pacers,SF,118,302,38,91,420.8,23,24,775.0,19,47,407.9,7,26,33,17,38,5,5,12,70,168,151,135,50,135.64365548980933,19.982248520710055,13.0,10.963182117028271,224.42472057856676,204.50164365548983,150.02827087442472,38.520710059171606,10
6,Aaron Wiggins,Oklahoma City Thunder,SG,53,146,20,37,553.0,8,11,280.0,5,12,200.0,9,9,18,11,6,7,10,5,-23,82,71,64,29,108.32345679012344,8.19753086419753,8.901234567901234,8.012345679012345,119.64444444444445,130.66419753086421,106.84938271604938,7.553086419753086,10
7,Admiral Schofield,Orlando Magic,SF,5,11,2,4,66.7,0,0,0.0,1,2,100.0,0,2,2,0,1,1,0,0,-11,7,7,5,2,15.487654320987653,0.02469135802469138,0.006172839506172839,0.5987654320987654,15.765432098765432,16.055555555555557,15.222222222222225,0.006172839506172845,2
8,Al Horford,Boston Celtics,C,117,275,43,79,571.8,8,8,400.0,23,48,489.3,14,42,56,24,17,8,9,7,110,197,173,141,80,446.66493236212284,72.4703433922997,22.40374609781478,32.39229968782519,573.360041623309,535.5848074921956,487.2726326742976,92.04162330905307,10
9,Alec Burks,New York Knicks,SG,71,131,23,72,280.0,14,19,446.4,11,40,257.5,4,15,19,9,2,3,4,0,-14,99,90,80,28,295.4510546241211,19.353704705246077,3.272579772850189,9.217414818820982,494.5889670091941,445.44077879935094,334.8869659275284,32.33856138453218,10
