,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,3,15,1,7,25.0,0,0,0.0,1,6,33.3,0,0,0,4,0,0,0,0,0,7,3,7,4,6.12,0.0,2.7200000000000006,0.6800000000000002,17.0,6.12,17.0,2.7200000000000006,2
1,A.J. Green,Milwaukee Bucks,G,33,137,11,30,332.9,5,5,300.0,6,23,140.0,0,13,13,2,13,2,3,0,21,48,46,35,15,93.22684310018904,20.102315689981097,1.7589792060491494,11.819706994328921,202.625,177.9274574669187,111.08601134215502,28.69966918714556,10
2,A.J. Lawson,Dallas Mavericks,G,40,89,17,41,425.2,3,6,150.0,3,16,150.0,4,15,19,6,5,1,3,0,-16,65,59,46,25,152.54236669101536,45.24506939371803,7.2363038714390076,2.3290723155588022,337.94046749452156,276.5748721694668,185.42439737034329,80.96493791088386,10
3,AJ Griffin,Atlanta Hawks,F,7,29,3,9,66.6,0,0,0.0,1,4,100.0,0,4,4,1,0,0,1,1,-15,12,11,8,5,1.2469135802469125,8.617283950617283,0.5555555555555556,0.5555555555555556,8.024691358024691,4.506172839506172,0.3950617283950621,13.54320987654321,2
4,Aaron Gordon,Denver Nuggets,PF,139,355,55,92,609.9,21,27,504.1,8,22,285.0,29,38,67,45,19,9,12,2,4,251,206,184,112,391.1179138321996,194.16553287981858,22.511111111111113,13.89387755102041,722.9111111111112,796.4444444444445,300.53061224489795,233.73061224489794,10
5,Aaron Holiday,Houston Rockets,G,62,145,24,53,338.1,6,6,200.0,8,26,213.3,5,8,13,14,18,5,6,0,-8,89,75,76,27,374.5340234818836,24.10011362201742,7.480873627067288,7.747254134578967,606.365736649413,545.4547405630602,423.8076000504987,43.21840676682237,10
6,Aaron Nesmith,Indiana Pacers,SF,102,334,31,79,447.2,23,24,685.7,17,51,389.0,9,32,41,23,36,7,10,8,18,166,143,125,64,102.37402205674428,41.092751437458766,32.63842020925629,10.109058346686776,258.9427844283156,197.4705438778396,135.80196059949103,101.77547365444434,10
7,Aaron Wiggins,Oklahoma City Thunder,SG,95,181,35,59,647.5,14,17,691.7,11,20,478.3,8,27,35,17,12,9,8,4,83,147,130,112,52,223.804012345679,24.54938271604938,8.16340877914952,8.912379972565159,328.94787379972564,302.97067901234567,251.54252400548697,30.95147462277092,10
8,Adama Sanogo,Chicago Bulls,C,26,51,10,23,84.4,6,9,66.7,0,0,0.0,16,11,27,0,5,1,4,0,9,53,53,26,27,375.48582230623816,291.3213610586011,0.0,0.0,1324.9168241965976,1324.9168241965976,375.48582230623816,291.3213610586011,3
9,Admiral Schofield,Orlando Magic,SF,8,18,3,6,116.7,0,0,0.0,2,4,150.0,0,4,4,1,1,1,0,0,-20,13,12,9,5,15.948870392390013,0.8763376932223544,0.6682520808561238,0.8097502972651605,22.0,19.15101070154578,17.428061831153386,2.914387633769322,3
10,Al Horford,Boston Celtics,C,79,241,31,59,555.7,3,6,150.0,14,39,422.9,9,50,59,19,11,6,5,5,51,157,138,98,78,77.2265625,44.9140625,15.7265625,6.1015625,134.3515625,103.65625,83.90625,84.65625,10
11,Alec Burks,New York Knicks,SG,66,139,20,62,261.1,15,19,451.4,11,33,276.6,1,20,21,12,5,6,5,1,2,99,87,78,33,332.86390532544374,20.90532544378698,12.284023668639051,8.971597633136096,536.9479289940829,498.46982248520715,371.6213017751479,32.91005917159764,10
12,Aleksej Pokusevski,Charlotte Hornets,F,84,194,27,62,478.9,19,27,475.0,11,28,356.6,6,42,48,12,8,4,8,6,9,144,132,96,60,110.53157753292125,40.54985219027143,9.67696855683956,5.434291857027682,191.7790916420317,220.88578339156143,95.43402311206665,36.217683418435904,10
13,Alex Caruso,Chicago Bulls,SG,88,311,31,69,468.5,3,4,150.0,23,47,474.4,7,33,40,53,21,17,17,6,-39,181,128,141,93,237.4768166089965,28.167474048442905,50.96539792387543,28.11695501730103,421.04844290657445,338.5467128027682,287.36401384083047,111.74740484429066,10
14,Alex Fudge,Dallas Mavericks,F,11,26,5,9,55.6,0,0,0.0,1,3,33.3,2,1,3,0,1,3,1,0,-19,14,14,11,3,60.5,0.5,0.0,0.5,72.0,72.0,60.5,0.5,2
15,Alex Len,Sacramento Kings,C,12,104,5,10,400.0,2,4,50.0,0,0,0.0,9,18,27,18,20,1,6,7,38,57,39,30,45,31.633136094674555,36.72225576621181,12.212051684579157,0.0,52.7555850742664,69.64533268928874,20.55524695085135,43.12244897959184,10
16,Alondes Williams,Miami Heat,G,0,6,0,1,0.0,0,0,0.0,0,1,0.0,0,1,1,0,0,0,1,0,-2,1,1,0,1,0.8975069252077561,0.8975069252077563,0.0,0.0,0.0,0.0,0.8975069252077561,0.8975069252077563,1
17,Alperen Sengun,Houston Rockets,C,209,324,81,157,512.7,43,68,622.9,4,12,200.0,39,68,107,45,36,16,26,7,2,361,316,254,152,847.1723356009071,197.81632653061226,123.77551020408163,4.408163265306122,1935.0226757369614,1622.4580498866212,993.7777777777778,487.5510204081633,10
18,Amari Bailey,Charlotte Hornets,G,18,39,6,15,123.3,5,5,200.0,1,5,50.0,4,3,7,5,2,3,3,0,6,30,25,23,12,81.21301775147928,18.633136094674555,10.325443786982248,0.7633136094674556,257.8520710059172,176.43786982248525,139.66863905325448,51.917159763313606,3
19,Amen Thompson,Houston Rockets,F,136,310,53,95,605.0,30,40,733.3,0,4,0.0,42,54,96,42,23,16,17,5,26,274,232,178,138,344.2716049382716,170.44938271604937,67.7,0.019753086419753086,1311.3,949.1999999999999,582.7716049382716,361.7493827160494,10
20,Amir Coffey,LA Clippers,SG,75,251,28,78,433.7,8,10,300.0,11,41,179.1,5,23,28,8,16,6,6,4,-81,111,103,83,36,379.9027777777777,32.5,7.33611111111111,14.95625,667.0777777777778,583.9027777777778,452.3777777777778,50.53611111111111,10
21,Andre Drummond,Chicago Bulls,C,83,164,34,59,576.3,15,23,263.4,0,0,0.0,29,68,97,4,19,12,9,8,51,184,180,87,101,194.7871315192744,242.1045918367347,8.402777777777779,0.0,804.9719387755102,746.172335600907,241.19387755102042,262.90022675736964,10
22,Andre Jr. Jackson,Milwaukee Bucks,G,20,111,8,21,366.7,0,0,0.0,4,11,150.0,7,16,23,12,18,7,7,3,-7,55,43,32,35,45.8525564803805,30.847205707491078,41.87395957193817,4.554102259215219,275.6700356718193,137.2063020214031,139.78121284185494,117.256242568371,10
23,Andrew Funk,Chicago Bulls,G,0,7,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
24,Andrew Nembhard,Indiana Pacers,PG,124,319,51,89,572.2,8,11,410.0,14,31,424.9,8,21,29,47,37,4,9,1,42,200,153,171,76,211.52869897959187,35.4719387755102,32.51275510204082,9.01610331632653,356.90625,298.54400510204084,251.75318877551018,86.12244897959184,10
25,Andrew Wiggins,Golden State Warriors,SF,161,286,55,130,419.1,33,41,658.3,18,50,325.8,9,39,48,19,17,6,19,10,3,228,209,180,67,337.52318339100344,21.06020761245675,51.426297577854676,13.712110726643598,545.447750865052,373.76539792387547,472.30449826989616,109.38754325259517,10
26,Anfernee Simons,Portland Trail Blazers,SG,234,361,80,177,436.7,36,39,757.1,38,94,405.4,4,33,37,64,19,7,30,1,-38,335,271,298,101,935.5240670632775,28.301243915630067,125.20497566252028,19.635478637101134,1764.6960519199567,1205.978907517577,1461.0362358031368,186.71119524067063,10
