,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,0,6,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,A.J. Green,Milwaukee Bucks,G,52,141,16,40,371.5,7,8,266.7,13,33,339.3,2,15,17,6,9,3,4,0,18,75,69,58,23,296.41689750692524,16.101108033241,9.207756232686979,26.76038781163435,405.79778393351796,408.0360110803324,294.6385041551246,24.849030470914126,10
2,A.J. Lawson,Dallas Mavericks,G,26,47,11,24,323.3,2,6,100.0,2,8,100.0,2,7,9,3,5,1,0,1,2,38,35,29,12,48.0,8.4352,2.2192,1.7248,73.72,65.8752,52.3792,14.12,7
3,Aaron Gordon,Denver Nuggets,PF,129,315,53,98,627.5,20,31,496.7,3,15,108.3,25,37,62,42,20,4,12,4,24,233,191,171,104,263.479012345679,135.2,57.644444444444446,2.1012345679012343,513.9382716049383,632.8123456790124,198.60493827160494,138.84444444444443,10
4,Aaron Holiday,Houston Rockets,G,62,146,21,51,372.7,12,12,400.0,8,25,295.0,2,10,12,21,15,7,2,1,51,95,74,83,33,206.6840277777778,9.684027777777779,33.44444444444444,10.2890625,352.1111111111111,283.11111111111114,275.65625,43.15625,10
5,Aaron Nesmith,Indiana Pacers,SF,118,302,38,91,420.8,23,24,775.0,19,47,407.9,7,26,33,17,38,5,5,12,70,168,151,135,50,131.24607896160086,18.98593834505138,13.644672796106004,10.902650081124934,216.16765819361822,194.82693347755546,146.56408869659273,38.65332612222823,10
6,Aaron Wiggins,Oklahoma City Thunder,SG,53,146,20,37,553.0,8,11,280.0,5,12,200.0,9,9,18,11,6,7,10,5,-23,82,71,64,29,110.0094517958412,8.4234404536862,8.93194706994329,7.5633270321361055,121.06994328922497,133.89603024574666,107.10775047258979,7.431001890359169,10
7,Admiral Schofield,Orlando Magic,SF,5,11,2,4,66.7,0,0,0.0,1,2,100.0,0,2,2,0,1,1,0,0,-11,7,7,5,2,15.131487889273355,0.02768166089965399,0.006920415224913495,0.5847750865051903,15.408304498269898,15.698961937716263,14.868512110726641,0.006920415224913498,2
8,Al Horford,Boston Celtics,C,112,283,41,76,569.3,8,8,400.0,22,45,499.3,14,43,57,23,17,9,9,6,84,192,169,135,80,464.5,78.69753086419755,22.100308641975307,33.60030864197531,562.625,527.8641975308642,507.4336419753086,92.625,10
9,Alec Burks,New York Knicks,SG,71,131,23,72,280.0,14,19,446.4,11,40,257.5,4,15,19,9,2,3,4,0,-14,99,90,80,28,288.1604938271605,19.182716049382716,3.2567901234567898,8.975308641975309,483.64197530864203,435.4864197530864,326.7111111111111,32.044444444444444,10
