,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,3,15,1,7,25.0,0,0,0.0,1,6,33.3,0,0,0,4,0,0,0,0,0,7,3,7,4,6.12,0.0,2.7200000000000006,0.6800000000000002,17.0,6.12,17.0,2.7200000000000006,2
1,A.J. Green,Milwaukee Bucks,G,48,151,16,39,337.6,2,3,100.0,14,34,278.1,2,10,12,3,9,4,5,2,42,63,60,51,15,198.0173611111111,19.95679012345679,4.111111111111112,26.40933641975309,317.1963734567901,284.63155864197535,221.65625,32.99382716049383,10
2,A.J. Lawson,Dallas Mavericks,G,40,98,17,45,378.5,4,8,200.0,2,16,100.0,4,16,20,8,6,1,3,1,-21,68,60,48,28,158.79716784673053,48.59891711786755,7.652644731361933,1.8533944189920866,363.3844231570179,295.9591836734694,196.05164514785503,86.42232403165346,10
3,AJ Griffin,Atlanta Hawks,F,11,38,5,17,61.9,0,0,0.0,1,6,100.0,0,4,4,1,0,0,2,1,-23,16,15,12,5,25.0,8.5,0.5555555555555556,0.5555555555555556,20.05555555555556,18.5,22.222222222222214,13.388888888888891,2
4,Aaron Gordon,Denver Nuggets,PF,146,320,54,101,562.5,31,45,569.6,7,22,266.6,27,37,64,53,20,6,13,7,82,263,210,199,117,312.3316289262235,50.778670562454344,46.074872169466765,6.275383491599708,388.63002191380576,481.8699780861943,244.5,71.44521548575604,10
5,Aaron Holiday,Houston Rockets,G,62,145,24,53,338.1,6,6,200.0,8,26,213.3,5,8,13,14,18,5,6,0,-8,89,75,76,27,373.72985397512167,24.104380746349378,7.463493780421849,7.769605191995674,603.0797728501893,544.5865332612223,420.85478637101136,42.93618171984857,10
6,Aaron Nesmith,Indiana Pacers,SF,115,290,42,87,528.1,17,17,700.0,14,46,321.2,9,34,43,18,34,5,8,5,49,176,158,133,61,130.21598799024207,8.51660724338525,15.897917057609307,17.135672734096453,147.74179020454116,147.24413586038656,136.2182398198536,18.909926815537624,10
7,Aaron Wiggins,Oklahoma City Thunder,SG,121,231,48,92,522.4,14,16,616.7,11,23,458.3,8,22,30,24,19,17,10,4,63,175,151,145,54,535.0595155709343,24.326643598615917,28.799999999999997,10.977854671280276,772.3854671280277,623.7031141868513,702.0242214532872,34.84429065743946,10
8,Adama Sanogo,Chicago Bulls,C,26,51,10,23,84.4,6,9,66.7,0,0,0.0,16,11,27,0,5,1,4,0,9,53,53,26,27,375.48582230623816,291.3213610586011,0.0,0.0,1324.9168241965976,1324.9168241965976,375.48582230623816,291.3213610586011,3
9,Admiral Schofield,Orlando Magic,SF,8,18,3,6,116.7,0,0,0.0,2,4,150.0,0,4,4,1,1,1,0,0,-20,13,12,9,5,15.948870392390013,0.8763376932223544,0.6682520808561238,0.8097502972651605,22.0,19.15101070154578,17.428061831153386,2.914387633769322,3
