,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,0,6,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,A.J. Green,Milwaukee Bucks,G,73,141,24,47,472.8,6,7,366.7,19,39,454.2,0,18,18,8,7,2,5,1,12,99,91,81,26,542.19723183391,18.048442906574397,13.612456747404845,37.53979238754326,738.6124567474048,615.4498269896194,664.0103806228373,33.01038062283737,10
2,A.J. Lawson,Dallas Mavericks,G,19,41,8,17,303.3,1,4,50.0,2,6,100.0,2,5,7,2,4,0,0,1,-1,28,26,21,9,27.340000000000003,5.640000000000001,1.3399999999999999,1.4400000000000004,32.96,30.46,28.36,8.459999999999999,6
3,Aaron Gordon,Denver Nuggets,PF,159,301,62,99,651.9,32,38,785.0,3,17,175.0,18,46,64,39,21,12,21,4,149,262,223,198,103,234.92500000000004,138.425,32.5,2.5,548.1,606.2,240.625,107.125,10
4,Aaron Holiday,Houston Rockets,G,55,139,19,42,337.1,6,6,200.0,11,20,352.5,3,6,9,18,16,6,11,1,-43,82,64,73,27,352.52500000000003,9.925,19.625,23.0,462.62500000000006,432.90000000000003,373.69999999999993,38.1,10
5,Aaron Nesmith,Indiana Pacers,SF,123,287,44,91,476.4,18,26,523.8,17,45,356.5,6,29,35,16,35,10,15,5,-1,174,158,139,51,357.5536332179931,63.269896193771636,16.435986159169552,13.0,717.7993079584776,628.0415224913495,407.0,120.0173010380623,10
6,Aaron Wiggins,Oklahoma City Thunder,SG,89,179,32,64,487.1,12,15,566.7,13,31,359.8,13,15,28,10,7,9,10,4,48,127,117,99,38,258.95463137996217,18.6351606805293,14.075614366729678,16.12287334593573,429.0529300567108,353.66540642722117,328.9017013232514,38.151228733459355,10
7,Al Horford,Boston Celtics,C,88,264,36,65,511.2,4,4,200.0,12,33,287.7,9,53,62,23,10,8,4,14,109,173,150,111,85,211.4878892733564,25.79930795847751,58.128027681660896,16.685121107266436,513.1660899653979,289.8477508650519,416.15570934256056,102.57785467128028,10
8,Alec Burks,New York Knicks,SG,90,183,30,89,334.0,15,20,458.3,15,45,316.5,4,21,25,9,8,3,7,2,-37,124,115,99,34,413.6288088642659,29.060941828254855,8.25207756232687,19.554016620498615,710.2603878116344,629.6592797783933,483.7645429362881,47.77839335180055,10
9,Aleksej Pokusevski,Oklahoma City Thunder,F,6,18,2,5,100.0,1,2,50.0,1,3,100.0,0,2,2,0,0,1,0,0,-12,8,8,6,2,8.0,0.6666666666666667,0.0,0.6666666666666667,12.666666666666668,12.666666666666668,8.0,0.6666666666666667,3
10,Alex Caruso,Chicago Bulls,SG,77,310,28,76,373.8,9,10,300.0,12,46,280.5,8,35,43,37,28,24,17,12,15,157,120,114,80,136.94444444444446,52.69753086419753,44.111111111111114,11.290123456790123,135.4197530864198,145.90123456790124,112.5,110.77160493827161,10
11,Alex Len,Sacramento Kings,C,33,96,15,26,453.4,3,7,60.0,0,1,0.0,10,14,24,2,13,4,9,9,13,59,57,35,26,99.125,21.40277777777778,1.777777777777778,0.0,164.27777777777777,149.61111111111114,116.23611111111109,20.73611111111111,10
12,Alondes Williams,Miami Heat,G,0,6,0,1,0.0,0,0,0.0,0,1,0.0,0,1,1,0,0,0,1,0,-2,1,1,0,1,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,1
13,Alperen Sengun,Houston Rockets,C,186,314,70,136,522.1,41,63,655.1,5,15,333.3,35,60,95,41,39,9,27,7,-14,322,281,227,136,192.025,90.5,55.300000000000004,2.6,605.625,460.52500000000003,332.125,150.8,10
14,Amen Thompson,Houston Rockets,F,113,242,47,93,437.0,18,31,460.0,1,12,33.3,33,44,77,24,25,14,14,14,-21,214,190,137,101,539.6485260770975,84.26530612244898,34.07709750566893,0.9183673469387756,1008.7573696145124,774.281179138322,734.7777777777777,157.6893424036281,10
15,Amir Coffey,LA Clippers,SG,66,237,24,53,445.6,9,11,325.0,9,22,433.3,5,14,19,15,17,13,4,4,20,100,85,81,34,234.3801652892562,22.90082644628099,15.243801652892563,7.694214876033058,235.8553719008264,228.78512396694214,266.5,13.095041322314051,10
16,Andre Drummond,Chicago Bulls,C,117,243,51,92,511.5,15,21,608.3,0,0,0.0,40,81,121,3,23,3,12,12,22,241,238,120,124,415.325,370.925,2.0999999999999996,0.0,1309.0,1265.7,437.225,394.42500000000007,10
17,Andre Jr. Jackson,Milwaukee Bucks,G,24,120,10,17,483.3,2,2,100.0,2,7,200.0,5,19,24,8,15,4,3,1,-38,56,48,32,32,62.0,65.27810650887574,10.75739644970414,1.5739644970414202,137.49112426035504,172.50887573964496,47.68047337278106,55.33727810650888,8
18,Andrew Nembhard,Indiana Pacers,PG,88,281,38,85,455.6,1,2,50.0,11,31,483.3,5,19,24,31,16,13,12,2,-38,143,112,119,55,167.625,31.3,50.5,5.0,277.1250000000001,172.825,269.125,84.6,10
19,Andrew Wiggins,Golden State Warriors,SF,137,272,53,102,496.4,13,15,616.7,18,36,498.3,11,33,44,20,15,10,7,8,55,201,181,157,64,325.7111111111111,60.577777777777776,29.111111111111114,7.777777777777778,543.5777777777778,485.79999999999995,378.59999999999997,94.57777777777778,10
20,Anfernee Simons,Portland Trail Blazers,SG,224,360,80,195,403.9,32,34,860.7,32,89,355.1,4,38,42,65,24,4,32,0,-51,331,266,289,107,808.4250000000001,30.500000000000004,124.5,21.825000000000003,1245.125,822.625,1182.925,203.0,10
21,Anthony Black,Orlando Magic,G,65,223,21,51,346.9,15,20,625.0,8,19,266.6,8,19,27,12,19,5,8,3,3,104,92,77,39,290.30864197530866,52.604938271604944,4.0,13.95679012345679,416.4444444444445,399.7777777777778,306.08641975308643,57.49382716049383,10
22,Anthony Davis,Los Angeles Lakers,PF,248,361,98,167,583.2,52,61,768.2,0,11,0.0,28,106,134,32,19,12,15,28,4,414,382,280,166,555.9274376417234,66.93424036281179,96.24489795918367,0.5668934240362812,691.8866213151928,551.8049886621316,661.1111111111111,198.07709750566895,10
23,Anthony Edwards,Minnesota Timberwolves,SG,266,351,91,200,439.4,58,70,823.6,26,71,353.6,2,46,48,42,18,15,26,6,89,356,314,308,90,731.625,97.65625,62.444444444444436,22.43402777777778,1147.6840277777778,1128.40625,766.4027777777778,144.60069444444446,10
24,Anthony Gill,Washington Wizards,PF,3,21,1,4,100.0,0,0,0.0,1,2,100.0,0,3,3,3,0,4,4,0,13,9,6,6,6,6.1875,2.421875,6.75,0.796875,11.796875,15.171875,7.6875,4.296875,3
