,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
19,Andre Jr. Jackson,Milwaukee Bucks,G,10,69,4,9,333.3,0,0,0.0,2,5,200.0,3,9,12,10,6,3,3,0,-10,32,22,20,22,13.598615916955021,6.3321799307958475,6.4498269896193765,1.6124567474048441,33.01038062283737,30.311418685121104,17.07958477508651,12.0,6
20,Andrew Nembhard,Indiana Pacers,PG,114,294,47,88,538.9,7,9,250.0,13,35,398.3,3,21,24,33,24,8,8,1,30,171,138,147,57,158.57777777777778,34.40277777777778,17.700000000000003,6.125,387.52500000000003,313.825,218.8111111111111,65.56944444444444,10
21,Andrew Wiggins,Golden State Warriors,SF,161,289,59,125,477.4,25,33,531.4,18,45,395.0,20,43,63,18,15,6,12,8,36,242,224,179,81,257.5041617122473,36.1718192627824,49.605826397146245,11.657550535077288,533.3935790725327,349.52021403091555,405.95778834720574,121.19738406658743,10
22,Anfernee Simons,Portland Trail Blazers,SG,234,361,80,177,436.7,36,39,757.1,38,94,405.4,4,33,37,64,19,7,30,1,-38,335,271,298,101,935.5240670632775,28.301243915630067,125.20497566252028,19.635478637101134,1764.6960519199567,1205.978907517577,1461.0362358031368,186.71119524067063,10
23,Anthony Black,Orlando Magic,G,44,174,15,42,382.6,6,13,183.3,8,19,275.0,6,19,25,8,9,6,8,2,0,77,69,52,33,107.5235457063712,67.90720221606648,3.6135734072022165,10.5,278.60110803324096,244.00692520775624,137.26454293628808,76.37396121883658,10
24,Anthony Davis,Los Angeles Lakers,PF,232,368,90,174,524.8000000000001,45,55,822.4,7,19,237.5,38,113,151,36,21,15,21,19,37,419,383,268,187,624.436,359.89599999999996,16.8,8.1,1734.5,1660.5,649.076,426.05600000000004,10
25,Anthony Edwards,Minnesota Timberwolves,SG,247,371,95,213,440.3,37,49,690.6,20,68,356.1,11,60,71,58,16,14,30,8,18,376,318,305,129,640.7531887755102,79.6938775510204,29.8469387755102,26.324617346938776,925.6001275510204,828.1358418367347,732.15625,115.60204081632654,10
26,Anthony Gill,Washington Wizards,PF,49,125,19,43,371.9,6,6,200.0,5,15,225.0,12,13,25,12,16,6,9,0,-4,86,74,61,37,196.3709829867675,45.584593572778836,17.589792060491494,4.465028355387524,505.83364839319466,397.725897920605,278.0836483931947,89.56947069943288,9
27,Ashton Hagans,Portland Trail Blazers,G,57,203,20,46,387.7,10,11,450.0,7,16,266.7,8,24,32,39,26,8,24,8,1,128,89,96,71,156.1009365244537,16.2996878251821,39.872008324661806,8.105098855359001,318.0,221.54942767950052,243.26742976066598,65.45577523413112,10
28,Ausar Thompson,Detroit Pistons,F,103,314,42,87,508.0,11,25,325.0,8,29,195.3,15,44,59,21,26,17,14,11,-6,183,162,124,80,121.7,31.399999999999995,24.125,8.5,347.72499999999997,237.7,200.02499999999998,87.225,10
29,Austin Reaves,Los Angeles Lakers,SG,185,361,62,133,456.9,38,45,850.0,23,67,301.2,7,59,66,62,16,4,23,5,40,313,251,247,128,406.04155124653744,150.71591258848875,68.01415820252384,38.3548784241305,974.7482302246846,787.5386272699292,564.5210834102801,247.46014158202524,10
30,Ayo Dosunmu,Chicago Bulls,SG,187,366,73,138,514.5,22,24,650.0,19,48,348.7,7,25,32,48,25,8,17,5,-57,267,219,235,80,828.4340071343639,35.25564803804994,65.6629013079667,26.445303210463734,898.7045184304399,720.3769322235435,1010.6070154577883,97.0731272294887,10
31,Bam Adebayo,Miami Heat,C,172,322,72,126,571.7,19,34,574.9,9,14,550.0,29,96,125,38,15,15,17,11,0,335,297,210,163,288.66972094960437,93.1216159933361,49.64264889629321,5.6147438567263634,487.15077051228656,370.46022490628906,416.01416076634735,132.1103706788838,10
32,Ben Sheppard,Indiana Pacers,G,50,186,19,49,365.0,6,6,300.0,6,32,186.6,2,15,17,14,17,5,3,0,26,81,67,64,31,108.11080332409972,20.111111111111107,14.986149584487535,2.986149584487534,195.1895967990151,158.15173899661434,154.5872576177285,25.658664204370574,10
33,Ben Simmons,Brooklyn Nets,PG,53,168,24,38,521.1,5,11,150.0,0,0,0.0,15,39,54,46,20,9,12,4,-5,153,107,99,100,134.88888888888889,64.0,78.88888888888889,0.0,382.0,162.8888888888889,300.0,196.88888888888889,9
34,Bennedict Mathurin,Indiana Pacers,SG,139,275,44,115,340.3,35,45,614.5,16,44,245.0,10,33,43,23,24,7,17,4,-18,205,182,162,66,753.4765625,123.6015625,38.125,30.4140625,1418.90625,1097.65625,970.9140625,265.5390625,10
35,Bilal Coulibaly,Washington Wizards,SG,90,289,30,76,451.5,19,27,633.3,11,39,238.3,9,30,39,18,22,12,8,7,-98,147,129,108,57,127.37777777777777,38.5,16.0,13.177777777777775,337.8777777777778,291.7444444444444,166.31111111111107,61.699999999999996,10
36,Bismack Biyombo,Oklahoma City Thunder,C,4,36,1,4,33.3,2,4,100.0,0,0,0.0,3,2,5,2,6,1,4,1,3,11,9,6,7,5.888888888888889,5.25,1.4722222222222223,0.0,34.0,21.47222222222222,13.25,11.888888888888891,5
37,Blake Wesley,San Antonio Spurs,G,44,145,15,37,382.4,11,14,475.0,3,9,150.0,4,17,21,21,11,4,6,2,-15,86,65,65,42,138.40277777777777,19.444444444444443,22.925,4.111111111111112,228.8,151.125,214.3777777777778,44.06944444444444,10
38,Boban Marjanovic,Houston Rockets,C,3,7,1,1,100.0,1,2,50.0,0,0,0.0,0,3,3,0,0,0,1,0,-3,6,6,3,3,1.41015625,5.0625,0.0,0.0,11.81640625,11.81640625,1.41015625,5.0625,1
39,Bobby Portis,Milwaukee Bucks,F,140,248,60,118,498.9,9,13,375.0,11,22,333.4,18,62,80,10,22,11,14,3,19,230,220,150,90,551.6460459183673,123.03316326530613,6.625,23.56122448979592,888.1358418367347,932.9929846938776,537.1817602040817,99.26530612244898,10
40,Bogdan Bogdanovic,Atlanta Hawks,SG,189,345,68,155,434.4,19,22,356.7,34,82,429.6,13,33,46,45,22,12,15,1,31,280,235,234,91,724.9922711058264,68.37871581450655,51.02140309155767,25.865041617122472,1020.1854934601665,981.934601664685,743.2609988109394,139.38228299643282,10
41,Bojan Bogdanovic,New York Knicks,SF,69,165,27,69,344.1,4,5,150.0,11,33,278.6,3,11,14,10,10,0,17,0,4,93,83,79,24,383.27160493827154,14.120713305898493,6.771604938271604,17.904663923182444,447.2873799725652,403.75445816186556,424.5,23.196844993141287,10
42,Bol Bol,Phoenix Suns,C,51,115,18,30,456.7,6,7,275.0,9,15,400.0,5,23,28,5,9,0,4,6,-2,84,79,56,33,221.55179779280883,18.51192595229619,4.508009967960128,8.910288358846564,362.0,341.6023495906016,237.6440014239943,27.325382698469205,10
43,Bones Hyland,LA Clippers,PG,65,161,24,62,368.1,4,6,200.0,13,36,313.8,1,16,17,31,15,10,14,1,0,113,82,96,48,330.905325443787,17.84681130834977,89.00657462195925,20.91715976331361,893.3905325443786,485.29257067718606,668.5667324128863,177.28994082840237,10
44,Bradley Beal,Phoenix Suns,SG,140,337,56,114,479.5,12,14,433.3,16,42,348.1,10,31,41,66,16,10,25,7,14,247,181,206,107,352.0,20.920661157024792,66.48264462809917,8.482644628099173,281.0297520661157,330.0115702479339,330.300826446281,60.120661157024784,10
45,Brandin Podziemski,Golden State Warriors,G,68,261,27,66,392.5,4,6,250.0,10,29,243.3,18,38,56,26,17,10,10,2,24,150,124,94,82,194.38591776404192,64.63746304756786,33.006181134103734,14.067186240257993,489.24375167965604,399.5554958344531,273.1824778285407,108.5353399623757,10
46,Brandon Boston Jr.,LA Clippers,SG,59,135,24,55,462.1,7,14,350.0,4,15,150.0,5,14,19,3,15,3,4,6,-17,81,78,62,22,129.24251278305331,26.39371804236669,2.2227903579254926,4.423666910153397,236.43024105186268,201.31775018261504,150.89846603360118,42.07304601899197,10
47,Brandon Clarke,Memphis Grizzlies,PF,19,41,9,16,109.6,1,3,50.0,0,2,0.0,3,6,9,4,3,2,0,1,9,32,28,23,13,29.0,0.5918367346938778,2.36734693877551,0.0,37.87755102040816,21.306122448979593,47.93877551020408,0.5918367346938778,2
48,Brandon Ingram,New Orleans Pelicans,SF,180,306,68,138,496.2,36,43,724.5,8,27,260.0,6,50,56,54,24,6,19,7,49,290,236,234,110,670.2437673130194,25.364265927977836,44.40443213296399,6.5318559556786715,720.3393351800554,826.6662049861496,558.8476454293628,74.83795013850416,10
49,Brandon Miller,Charlotte Hornets,F,173,322,64,156,404.0,18,25,505.0,27,80,302.3,8,39,47,26,21,8,14,6,-94,246,220,199,73,535.6543253826984,44.15984336062656,39.658241367034535,30.44891420434318,861.0437878248487,833.684585261659,556.8647205411179,89.96689213243147,10
50,Brandon Williams,Dallas Mavericks,G,7,24,2,9,83.3,3,4,100.0,0,2,0.0,1,1,2,4,1,0,1,0,-12,13,9,11,6,18.22448979591837,3.183673469387756,4.081632653061224,0.0,30.46938775510204,15.448979591836734,29.0,11.510204081632653,4
51,Braxton Key,Denver Nuggets,F,2,6,1,1,100.0,0,1,0.0,0,0,0.0,1,1,2,0,1,0,0,0,2,4,4,2,2,0.3402777777777777,0.6944444444444443,0.17361111111111113,0.17361111111111113,1.0,2.006944444444444,0.027777777777777804,0.17361111111111116,1
52,Brice Sensabaugh,Utah Jazz,F,62,214,23,77,294.4,11,13,330.0,5,42,153.3,5,37,42,28,12,4,18,2,-76,132,104,90,70,261.2901234567901,48.81207133058985,26.137174211248286,4.668038408779149,301.54252400548694,292.4396433470508,248.08573388203018,97.25651577503429,10
53,Brook Lopez,Milwaukee Bucks,C,111,287,38,71,547.3,16,18,533.4,19,44,465.0,11,37,48,17,25,4,14,14,1,176,159,128,65,178.47739409042364,27.863296546813814,28.381986472054113,15.627981488074047,311.01744393022426,230.6817372730509,247.46813812744747,67.59024563901744,10
54,Bruce Brown,Toronto Raptors,SF,101,276,40,84,471.3,15,20,483.3,6,16,300.0,8,28,36,34,16,6,21,1,-101,171,137,135,70,160.77184246265278,80.78315980081486,33.26210955183341,4.406518786781349,501.85015844273426,347.8284291534631,284.4440923494794,144.3947487550928,10
55,Bruno Fernando,Atlanta Hawks,PF,86,197,36,55,658.0,14,20,441.7,0,1,0.0,21,41,62,16,32,11,16,10,-2,164,148,102,78,384.66446280991727,57.64958677685951,7.471074380165289,0.0,395.4710743801653,399.4842975206612,392.8859504132232,52.88595041322315,10
56,Bryce McGowens,Charlotte Hornets,G,54,155,18,37,330.8,13,18,441.7,5,15,180.0,3,21,24,8,15,7,4,3,-10,86,78,62,32,245.47069943289227,34.113421550094515,5.965973534971644,7.29867674858223,439.4177693761814,418.8657844990548,265.062381852552,41.03969754253308,10
57,Buddy Boeheim,Detroit Pistons,F,19,40,6,14,83.3,2,2,100.0,5,13,76.19999999999999,0,6,6,3,3,0,0,1,12,28,25,22,9,69.39909297052154,4.081632653061225,6.224489795918369,4.183673469387755,150.6848072562358,100.55555555555559,114.22222222222224,15.612244897959185,2
58,Buddy Hield,Philadelphia 76ers,SG,99,216,39,86,453.7,4,4,300.0,17,53,347.4,10,16,26,18,17,3,7,5,-32,143,125,117,44,120.30108339632149,26.6132527084908,15.753086419753089,11.308390022675734,201.36835474930714,162.2607709750567,139.1264802217183,62.64852607709751,10
59,CJ McCollum,New Orleans Pelicans,SG,208,351,80,177,449.9,12,13,375.0,36,90,376.0,2,35,37,52,16,8,15,3,42,297,245,260,89,506.039069232979,41.33093938523413,44.50502729100833,34.41654696926171,862.3496121804079,555.7239299051996,811.2467681700662,87.2539500143637,10
60,Cade Cunningham,Detroit Pistons,PG,237,317,89,212,416.7,41,45,809.7,18,59,272.1,9,45,54,78,17,9,32,2,-25,369,291,315,132,643.8526077097506,53.10204081632653,65.35600907029477,15.719954648526075,900.3151927437642,767.3628117913831,703.4580498866214,191.80498866213154,10
61,Caleb Houstan,Orlando Magic,G,46,161,15,36,368.3,2,2,100.0,14,34,360.0,6,10,16,4,15,3,2,2,26,66,62,50,20,98.78670360110804,30.65927977839335,2.8656509695290855,10.986149584487535,206.23407202216066,184.1994459833795,108.80470914127424,45.541551246537395,10
62,Caleb Martin,Miami Heat,SF,89,266,33,89,361.1,12,14,575.0,11,43,320.0,13,33,46,25,10,10,11,3,-10,160,135,114,71,249.20790316838733,48.67568529725881,41.85368458526166,8.925952296190815,583.2851548593807,404.50088999644,394.77038091847635,123.75115699537201,10
63,Cam Reddish,Los Angeles Lakers,SF,30,155,9,28,213.3,6,12,141.7,6,17,216.6,7,6,13,1,8,5,2,6,-16,44,43,31,14,118.62244897959185,20.7984693877551,0.941326530612245,4.989795918367347,120.20408163265307,108.32908163265304,132.75765306122446,19.4795918367347,10
64,Cam Thomas,Brooklyn Nets,SG,265,360,95,200,470.3,50,56,877.4,25,67,338.6,7,44,51,40,23,6,21,1,3,356,316,305,91,348.9765625,68.5,24.00434027777778,34.79600694444444,359.77777777777766,268.7265625,446.2777777777778,86.25434027777777,10
65,Cam Whitmore,Houston Rockets,F,126,203,48,111,415.2,17,26,385.0,13,50,239.8,14,31,45,5,11,5,15,5,3,176,171,131,50,215.05817174515238,60.56232686980609,2.673130193905817,12.290858725761774,347.16343490304706,345.24376731301936,225.77008310249312,54.44321329639889,10
66,Cameron Johnson,Brooklyn Nets,SF,155,273,49,102,478.1,27,32,791.7,30,67,441.3,7,31,38,21,14,10,13,1,2,214,193,176,59,438.8213296398892,44.260387811634345,15.087257617728532,29.77285318559556,603.5013850415513,477.3642659279779,547.1468144044321,77.15927977839334,10
67,Cameron Payne,Philadelphia 76ers,PG,92,178,35,85,472.29999999999995,5,6,175.0,17,42,363.3,3,11,14,31,17,5,14,4,-33,137,106,123,45,324.3859177640419,22.70196183821553,21.780435366836873,20.220639613007258,498.7382424079549,455.0835796828809,355.8718086535877,56.65116904058049,10
68,Caris LeVert,Cleveland Cavaliers,SG,114,320,41,109,344.8,22,30,390.2,10,47,193.3,8,40,48,79,21,14,23,7,0,241,162,193,127,580.4528925619834,29.86776859504132,99.3305785123967,8.003305785123967,1118.2297520661157,724.1586776859505,915.9190082644628,187.80330578512394,10
69,Cason Wallace,Oklahoma City Thunder,G,89,232,35,69,505.3,2,4,100.0,17,35,466.0,7,19,26,18,19,11,8,5,19,133,115,107,44,393.56944444444446,10.677777777777777,24.602777777777778,26.27777777777778,538.5999999999999,444.1694444444445,484.54444444444437,38.736111111111114,10
70,Cedi Osman,San Antonio Spurs,SF,48,150,19,39,432.1,1,2,50.0,9,23,266.6,3,25,28,12,17,4,3,2,-33,88,76,60,40,112.56582840236688,40.38831360946745,32.09763313609467,11.994082840236686,293.6360946745562,189.46745562130178,177.18713017751477,112.03328402366861,10
71,Charlie Brown Jr.,New York Knicks,G,3,27,1,5,20.0,0,0,0.0,1,3,33.3,1,1,2,0,4,0,0,1,-6,5,5,3,2,6.12,2.7200000000000006,0.0,0.6800000000000002,17.0,17.0,6.12,2.7200000000000006,2
72,Chet Holmgren,Oklahoma City Thunder,PF,153,283,56,111,457.7,30,33,633.3,11,39,253.4,13,75,88,16,20,6,14,18,91,257,241,169,104,806.8111111111111,94.06944444444444,15.402777777777777,11.525,1405.611111111111,1302.125,884.525,135.24444444444447,10
73,Chimezie Metu,Detroit Pistons,PF,46,155,17,40,268.0,11,12,387.5,1,14,33.3,5,22,27,13,18,8,9,4,-28,86,73,59,40,138.45999999999998,30.306666666666665,7.500000000000002,0.8333333333333335,295.76,262.1933333333333,167.56,42.27333333333333,6
74,Chimezie Metu,Phoenix Suns,PF,6,29,3,5,150.0,0,0,0.0,0,0,0.0,2,9,11,2,2,2,3,0,-7,19,17,8,13,66.96333333333334,19.32,4.749999999999999,0.08333333333333333,155.08,106.69666666666667,106.74666666666668,32.67,3
75,Chris Boucher,Toronto Raptors,PF,69,120,25,35,573.3,15,18,500.0,4,12,216.7,13,27,40,5,11,1,9,5,7,114,109,74,45,142.20987654320987,47.580246913580254,5.913580246913581,4.0246913580246915,410.0,329.0246913580247,192.69135802469134,83.98765432098766,8
76,Chris Duarte,Sacramento Kings,SG,57,131,20,48,444.2,5,6,250.0,12,32,422.7,7,16,23,7,10,4,3,3,-29,87,80,64,30,138.2,42.196,8.296,5.9239999999999995,342.324,277.71599999999995,177.216,76.08399999999999,10
77,Chris Livingston,Milwaukee Bucks,F,0,6,0,2,0.0,0,0,0.0,0,2,0.0,0,1,1,1,4,0,1,0,-10,2,1,1,2,1.0,0.390625,0.765625,0.0,0.25,0.140625,0.015625,2.25,1
78,Chris Paul,Golden State Warriors,PG,95,245,42,86,457.8,1,2,50.0,10,26,340.0,6,43,49,64,24,4,14,0,-6,208,144,159,113,270.1770031688547,41.57311000452694,96.50430058850158,6.22181982797646,664.6192847442283,477.0203712086917,441.91987324581254,153.93345405160707,10
79,Christian Braun,Denver Nuggets,G,83,212,33,65,506.4,8,14,275.0,9,21,449.9,13,24,37,19,19,6,7,3,-22,139,120,102,56,319.6991676575505,36.63376932223543,31.68014268727705,3.151605231866825,709.2449464922711,474.6753864447087,508.15933412604045,114.42330558858501,10
80,Christian Wood,Los Angeles Lakers,F,59,133,22,51,477.0,11,14,450.0,4,19,225.0,6,28,34,6,12,5,5,2,-14,99,93,65,40,153.90277777777777,54.402777777777786,4.625,2.4444444444444446,305.125,285.0,156.7777777777778,76.27777777777777,10
81,Chuma Okeke,Orlando Magic,PF,2,40,0,6,0.0,2,2,100.0,0,5,0.0,0,5,5,2,2,2,3,0,-23,9,7,4,7,3.3816568047337277,3.0266272189349115,1.4526627218934913,0.008875739644970414,7.819526627218935,6.881656804733728,3.3491124260355027,5.449704142011834,6
82,Clint Capela,Atlanta Hawks,C,122,268,54,91,616.4,14,28,380.0,0,1,0.0,50,64,114,20,18,9,12,17,43,256,236,142,134,27.722576530612248,49.06122448979592,14.459183673469388,0.0,151.78890306122452,97.75318877551021,48.65625,96.62244897959184,10
83,Coby White,Chicago Bulls,PG,173,358,61,159,382.9,27,31,676.7,24,69,336.7,7,36,43,50,25,6,18,3,-27,266,216,223,93,200.1828512396694,24.33471074380165,83.49173553719008,28.4349173553719,408.77376033057857,280.70764462809916,328.66219008264466,107.41322314049587,10
84,Cody Martin,Charlotte Hornets,SF,69,285,28,76,367.2,6,7,250.0,7,30,228.2,6,44,50,42,15,11,20,7,-28,161,119,111,92,111.0,28.18685121107267,64.68512110726644,2.6816608996539792,183.02076124567472,112.9515570934256,173.33217993079583,100.60899653979239,10
85,Cody Zeller,New Orleans Pelicans,C,7,31,3,6,200.0,1,2,50.0,0,0,0.0,5,10,15,3,5,2,3,0,14,25,22,10,18,3.2091836734693877,5.25,3.494897959183673,0.0,19.08673469387755,12.673469387755102,6.408163265306122,11.959183673469386,5
86,Colby Jones,Sacramento Kings,G,6,25,3,10,116.6,0,0,0.0,0,2,0.0,3,4,7,5,4,0,1,0,-3,18,13,11,12,4.859504132231404,5.0,1.3471074380165287,0.0,24.223140495867774,16.950413223140494,9.31404958677686,9.16528925619835,4
87,Cole Anthony,Orlando Magic,PG,136,227,50,107,456.7,14,19,387.5,22,49,387.0,10,32,42,24,13,5,8,6,55,202,178,160,66,399.9515570934256,40.229911572472126,30.91733948481353,29.49480968858132,769.5078815840062,577.521722414456,552.39600153787,110.68896578239138,10
88,Cole Swider,Miami Heat,F,19,44,6,16,104.7,2,2,100.0,5,13,116.7,0,5,5,1,1,0,4,0,-18,25,24,20,6,147.3125,2.0,0.89453125,13.25,172.61328125,177.3125,142.61328125,2.89453125,5
89,Collin Gillespie,Denver Nuggets,G,53,125,19,43,306.4,4,7,200.0,11,25,283.3,0,15,15,18,12,7,9,0,24,86,68,71,33,228.31190926275997,13.102079395085067,39.088846880907376,14.198487712665408,384.6578449905482,264.0340264650283,321.23440453686203,79.8922495274102,8
90,Collin Sexton,Utah Jazz,PG,227,341,93,171,546.4,25,28,823.3,16,44,304.1,14,21,35,63,20,9,28,4,-68,325,262,290,98,99.125,40.40625,48.13525390625,24.8515625,193.47119140625,168.40625,141.93212890625,70.79931640625,10
91,Corey Kispert,Washington Wizards,SF,159,335,59,115,508.9,10,21,383.3,31,67,459.5,4,30,34,12,24,9,12,3,-54,205,193,171,46,276.71227887617067,100.42663891779397,11.8792924037461,20.300208116545267,499.75910509885534,489.02653485952135,260.5520291363163,139.19875130072842,10
92,Cory Joseph,Golden State Warriors,PG,27,71,10,16,316.7,0,0,0.0,7,11,316.7,2,9,11,6,6,0,1,0,9,44,38,33,17,31.2,10.8,2.8000000000000003,3.2,28.8,47.2,21.2,5.2,5
93,Craig Jr. Porter,Cleveland Cavaliers,G,64,136,27,52,425.3,5,6,300.0,5,12,175.0,6,17,23,24,4,3,8,2,-29,111,87,88,47,348.2248661511005,40.7441998810232,19.036287923854847,9.429506246281974,681.14753123141,560.6335514574657,454.32956573468164,74.18976799524093,10
94,D'Angelo Russell,Los Angeles Lakers,PG,195,361,65,156,389.7,28,30,800.0,37,84,400.6,7,29,36,71,21,9,23,4,24,302,231,266,107,1304.8062283737024,32.44444444444444,120.95847750865052,64.14186851211073,2272.384467512495,1612.3094963475587,1899.9792387543253,218.3048827374087,10
95,D.J. Carton,Toronto Raptors,G,8,31,2,7,83.3,3,4,150.0,1,4,50.0,2,1,3,3,1,1,1,0,-30,14,11,11,6,8.666666666666668,2.0,2.0,0.6666666666666667,8.666666666666666,2.6666666666666665,18.666666666666668,0.0,3
96,D.J. Wilson,Philadelphia 76ers,F,10,14,4,6,66.7,0,0,0.0,2,2,100.0,1,1,2,2,1,0,0,2,4,14,12,12,4,19.75308641975309,0.7901234567901234,0.7901234567901234,0.7901234567901234,38.71604938271605,28.444444444444443,28.444444444444443,3.1604938271604937,1
97,DaQuan Jeffries,New York Knicks,SG,0,7,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0,3,0,0,1,0,7,3,0,3,3,0.8520710059171599,0.0,3.4082840236686396,0.09467455621301776,0.8520710059171595,0.8520710059171599,0.8520710059171595,3.4082840236686396,1
