,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,0,6,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,A.J. Green,Milwaukee Bucks,G,60,142,19,43,431.5,7,8,266.7,15,35,389.3,2,14,16,6,8,2,4,0,3,82,76,66,22,259.7361111111111,16.489197530864196,9.11111111111111,24.23611111111111,365.9012345679012,374.2716049382716,251.06944444444446,25.896604938271604,10
2,A.J. Lawson,Dallas Mavericks,G,20,42,8,21,223.3,2,6,100.0,2,8,100.0,2,6,8,3,5,1,0,1,-5,31,28,23,11,35.26530612244898,8.244897959183673,2.074829931972789,1.6734693877551021,59.81632653061225,50.72108843537415,41.0,13.680272108843537,6
3,Aaron Gordon,Denver Nuggets,PF,129,315,53,98,627.5,20,31,496.7,3,15,108.3,25,37,62,42,20,4,12,4,24,233,191,171,104,258.71119524067063,132.8826392644673,57.61060032449973,2.100054083288264,498.763115197404,619.0421849648459,192.99891833423473,135.92644672796104,10
4,Aaron Holiday,Houston Rockets,G,62,146,21,51,372.7,12,12,400.0,8,25,295.0,2,10,12,21,15,7,2,1,51,95,74,83,33,204.00413223140495,9.607438016528926,33.06198347107438,10.319214876033058,345.1942148760331,279.1735537190083,270.35537190082647,42.33884297520661,10
5,Aaron Nesmith,Indiana Pacers,SF,118,302,38,91,420.8,23,24,775.0,19,47,407.9,7,26,33,17,38,5,5,12,70,168,151,135,50,135.64365548980933,19.982248520710055,13.0,10.963182117028271,224.42472057856676,204.50164365548983,150.02827087442472,38.520710059171606,10
6,Aaron Wiggins,Oklahoma City Thunder,SG,53,146,20,37,553.0,8,11,280.0,5,12,200.0,9,9,18,11,6,7,10,5,-23,82,71,64,29,108.46694214876034,8.202479338842975,8.900826446280991,7.822314049586776,119.33884297520662,130.8677685950413,106.58264462809917,7.458677685950413,10
7,Admiral Schofield,Orlando Magic,SF,5,11,2,4,66.7,0,0,0.0,1,2,100.0,0,2,2,0,1,1,0,0,-11,7,7,5,2,15.131487889273355,0.02768166089965399,0.006920415224913495,0.5847750865051903,15.408304498269898,15.698961937716263,14.868512110726641,0.006920415224913498,2
8,Al Horford,Boston Celtics,C,112,283,41,76,569.3,8,8,400.0,22,45,499.3,14,43,57,23,17,9,9,6,84,192,169,135,80,463.7890625,78.15625,22.212890625,33.712890625,559.712890625,525.3515625,506.509765625,92.009765625,10
9,Alec Burks,New York Knicks,SG,71,131,23,72,280.0,14,19,446.4,11,40,257.5,4,15,19,9,2,3,4,0,-14,99,90,80,28,295.4510546241211,19.353704705246077,3.272579772850189,9.217414818820982,494.5889670091941,445.44077879935094,334.8869659275284,32.33856138453218,10
