,id,date,home_team,away_team
0,13690,2024-04-08T00:30:00.000Z,Golden State Warriors,Utah Jazz
1,13691,2024-04-08T02:00:00.000Z,Los Angeles Lakers,Minnesota Timberwolves
2,13677,2024-04-07T00:00:00.000Z,Memphis Grizzlies,Philadelphia 76ers
3,13678,2024-04-07T01:00:00.000Z,Denver Nuggets,Atlanta Hawks
4,13679,2024-04-07T19:30:00.000Z,Dallas Mavericks,Houston Rockets
5,13680,2024-04-07T19:30:00.000Z,LA Clippers,Cleveland Cavaliers
6,13681,2024-04-07T21:00:00.000Z,Indiana Pacers,Miami Heat
7,13682,2024-04-07T22:00:00.000Z,Boston Celtics,Portland Trail Blazers
8,13683,2024-04-07T22:00:00.000Z,Charlotte Hornets,Oklahoma City Thunder
9,13684,2024-04-07T22:00:00.000Z,Orlando Magic,Chicago Bulls
10,13685,2024-04-07T22:00:00.000Z,Toronto Raptors,Washington Wizards
11,13686,2024-04-07T22:00:00.000Z,Phoenix Suns,New Orleans Pelicans
12,13687,2024-04-07T23:00:00.000Z,Milwaukee Bucks,New York Knicks
13,13688,2024-04-07T23:00:00.000Z,San Antonio Spurs,Philadelphia 76ers
14,13689,2024-04-07T23:30:00.000Z,Brooklyn Nets,Sacramento Kings
15,13645,2024-04-06T00:30:00.000Z,Dallas Mavericks,Golden State Warriors
16,13667,2024-04-06T00:00:00.000Z,Chicago Bulls,New York Knicks
17,13668,2024-04-06T00:00:00.000Z,Houston Rockets,Miami Heat
18,13669,2024-04-06T00:00:00.000Z,Memphis Grizzlies,Detroit Pistons
19,13670,2024-04-06T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors
20,13671,2024-04-06T00:00:00.000Z,New Orleans Pelicans,San Antonio Spurs
21,13673,2024-04-06T02:00:00.000Z,Phoenix Suns,Minnesota Timberwolves
22,13674,2024-04-06T02:30:00.000Z,LA Clippers,Utah Jazz
23,13675,2024-04-06T19:30:00.000Z,Los Angeles Lakers,Cleveland Cavaliers
24,13676,2024-04-06T23:00:00.000Z,Brooklyn Nets,Detroit Pistons
25,13661,2024-04-05T00:00:00.000Z,Houston Rockets,Golden State Warriors
26,13662,2024-04-05T02:00:00.000Z,LA Clippers,Denver Nuggets
27,13663,2024-04-05T23:00:00.000Z,Charlotte Hornets,Orlando Magic
28,13664,2024-04-05T23:00:00.000Z,Indiana Pacers,Oklahoma City Thunder
29,13665,2024-04-05T23:00:00.000Z,Washington Wizards,Portland Trail Blazers
30,13666,2024-04-05T23:30:00.000Z,Boston Celtics,Sacramento Kings
31,13655,2024-04-04T00:00:00.000Z,Milwaukee Bucks,Memphis Grizzlies
32,13656,2024-04-04T00:00:00.000Z,Minnesota Timberwolves,Toronto Raptors
33,13657,2024-04-04T00:00:00.000Z,New Orleans Pelicans,Orlando Magic
34,13658,2024-04-04T02:00:00.000Z,Phoenix Suns,Cleveland Cavaliers
35,13659,2024-04-04T23:30:00.000Z,Miami Heat,Philadelphia 76ers
36,13660,2024-04-04T23:30:00.000Z,New York Knicks,Sacramento Kings
37,13672,2024-04-04T23:30:00.000Z,Dallas Mavericks,Atlanta Hawks
