,id,date,home_team,away_team
0,13530,2024-03-18T01:30:00.000Z,LA Clippers,Atlanta Hawks
1,13531,2024-03-18T23:00:00.000Z,Indiana Pacers,Cleveland Cavaliers
2,13532,2024-03-18T23:30:00.000Z,Boston Celtics,Detroit Pistons
3,13533,2024-03-18T23:30:00.000Z,Philadelphia 76ers,Miami Heat
4,13519,2024-03-17T00:00:00.000Z,Chicago Bulls,Washington Wizards
5,13520,2024-03-17T00:00:00.000Z,Memphis Grizzlies,Oklahoma City Thunder
6,13521,2024-03-17T00:30:00.000Z,Los Angeles Lakers,Golden State Warriors
7,13522,2024-03-17T01:30:00.000Z,Utah Jazz,Minnesota Timberwolves
8,13523,2024-03-17T02:00:00.000Z,Sacramento Kings,New York Knicks
9,13524,2024-03-17T17:00:00.000Z,Milwaukee Bucks,Phoenix Suns
10,13525,2024-03-17T19:00:00.000Z,Detroit Pistons,Miami Heat
11,13526,2024-03-17T19:30:00.000Z,Dallas Mavericks,Denver Nuggets
12,13527,2024-03-17T22:00:00.000Z,Orlando Magic,Toronto Raptors
13,13528,2024-03-17T22:00:00.000Z,Washington Wizards,Boston Celtics
14,13529,2024-03-17T23:00:00.000Z,San Antonio Spurs,Brooklyn Nets
15,13512,2024-03-16T00:00:00.000Z,New Orleans Pelicans,LA Clippers
16,13513,2024-03-16T00:30:00.000Z,San Antonio Spurs,Denver Nuggets
17,13514,2024-03-16T01:30:00.000Z,Utah Jazz,Atlanta Hawks
18,13515,2024-03-16T21:00:00.000Z,Houston Rockets,Cleveland Cavaliers
19,13516,2024-03-16T23:00:00.000Z,Indiana Pacers,Brooklyn Nets
20,13517,2024-03-16T23:00:00.000Z,Philadelphia 76ers,Charlotte Hornets
21,13518,2024-03-16T23:00:00.000Z,New Orleans Pelicans,Portland Trail Blazers
22,13504,2024-03-15T00:00:00.000Z,Chicago Bulls,LA Clippers
23,13505,2024-03-15T00:00:00.000Z,Houston Rockets,Washington Wizards
24,13506,2024-03-15T00:00:00.000Z,Milwaukee Bucks,Philadelphia 76ers
25,13507,2024-03-15T02:00:00.000Z,Oklahoma City Thunder,Dallas Mavericks
26,13508,2024-03-15T02:00:00.000Z,Portland Trail Blazers,New York Knicks
27,13509,2024-03-15T23:00:00.000Z,Charlotte Hornets,Phoenix Suns
28,13510,2024-03-15T23:00:00.000Z,Detroit Pistons,Miami Heat
29,13511,2024-03-15T23:30:00.000Z,Toronto Raptors,Orlando Magic
30,13498,2024-03-14T00:00:00.000Z,Memphis Grizzlies,Charlotte Hornets
31,13499,2024-03-14T00:00:00.000Z,New Orleans Pelicans,Cleveland Cavaliers
32,13500,2024-03-14T00:30:00.000Z,Dallas Mavericks,Golden State Warriors
33,13501,2024-03-14T02:00:00.000Z,Portland Trail Blazers,Atlanta Hawks
34,13502,2024-03-14T02:00:00.000Z,Sacramento Kings,Los Angeles Lakers
35,13503,2024-03-14T23:30:00.000Z,Boston Celtics,Phoenix Suns
