,id,date,home_team,away_team
0,13625,2024-03-31T19:30:00.000Z,Denver Nuggets,Cleveland Cavaliers
1,13626,2024-03-31T22:00:00.000Z,Brooklyn Nets,Los Angeles Lakers
2,13627,2024-03-31T22:00:00.000Z,Charlotte Hornets,LA Clippers
3,13628,2024-03-31T22:00:00.000Z,Toronto Raptors,Philadelphia 76ers
4,13629,2024-03-31T22:00:00.000Z,Washington Wizards,Miami Heat
5,13630,2024-03-31T23:00:00.000Z,New York Knicks,Oklahoma City Thunder
6,13631,2024-03-31T23:00:00.000Z,Houston Rockets,Dallas Mavericks
7,13632,2024-03-31T23:00:00.000Z,Minnesota Timberwolves,Chicago Bulls
8,13633,2024-03-31T23:00:00.000Z,San Antonio Spurs,Golden State Warriors
9,13616,2024-03-30T00:00:00.000Z,Miami Heat,Portland Trail Blazers
10,13617,2024-03-30T00:00:00.000Z,Oklahoma City Thunder,Phoenix Suns
11,13618,2024-03-30T00:00:00.000Z,San Antonio Spurs,New York Knicks
12,13619,2024-03-30T01:00:00.000Z,Denver Nuggets,Minnesota Timberwolves
13,13620,2024-03-30T01:30:00.000Z,Utah Jazz,Houston Rockets
14,13621,2024-03-30T02:00:00.000Z,Sacramento Kings,Dallas Mavericks
15,13622,2024-03-30T21:00:00.000Z,New Orleans Pelicans,Boston Celtics
16,13623,2024-03-30T23:00:00.000Z,Orlando Magic,Memphis Grizzlies
17,13624,2024-03-30T23:30:00.000Z,Atlanta Hawks,Milwaukee Bucks
18,13609,2024-03-29T00:00:00.000Z,New Orleans Pelicans,Milwaukee Bucks
19,13610,2024-03-29T23:00:00.000Z,Charlotte Hornets,Golden State Warriors
20,13611,2024-03-29T23:00:00.000Z,Indiana Pacers,Los Angeles Lakers
21,13612,2024-03-29T23:00:00.000Z,Orlando Magic,LA Clippers
22,13613,2024-03-29T23:00:00.000Z,Washington Wizards,Detroit Pistons
23,13614,2024-03-29T23:30:00.000Z,Brooklyn Nets,Chicago Bulls
24,13615,2024-03-29T23:30:00.000Z,Cleveland Cavaliers,Philadelphia 76ers
25,13602,2024-03-28T00:00:00.000Z,Chicago Bulls,Indiana Pacers
26,13603,2024-03-28T00:00:00.000Z,Memphis Grizzlies,Los Angeles Lakers
27,13604,2024-03-28T00:00:00.000Z,Minnesota Timberwolves,Detroit Pistons
28,13605,2024-03-28T00:00:00.000Z,Oklahoma City Thunder,Houston Rockets
29,13606,2024-03-28T01:00:00.000Z,Utah Jazz,San Antonio Spurs
30,13607,2024-03-28T02:00:00.000Z,Denver Nuggets,Phoenix Suns
31,13608,2024-03-28T23:30:00.000Z,Atlanta Hawks,Boston Celtics
32,13594,2024-03-27T00:00:00.000Z,New Orleans Pelicans,Oklahoma City Thunder
33,13595,2024-03-27T02:00:00.000Z,Sacramento Kings,Dallas Mavericks
34,13596,2024-03-27T23:00:00.000Z,Charlotte Hornets,Cleveland Cavaliers
35,13597,2024-03-27T23:00:00.000Z,Orlando Magic,Golden State Warriors
36,13598,2024-03-27T23:00:00.000Z,Washington Wizards,Brooklyn Nets
37,13599,2024-03-27T23:30:00.000Z,Atlanta Hawks,Portland Trail Blazers
38,13600,2024-03-27T23:30:00.000Z,Philadelphia 76ers,LA Clippers
39,13601,2024-03-27T23:30:00.000Z,Toronto Raptors,New York Knicks
