,id,date,home_team,away_team
0,13488,2024-03-13T00:00:00.000Z,Memphis Grizzlies,Washington Wizards
1,13489,2024-03-13T00:00:00.000Z,Oklahoma City Thunder,Indiana Pacers
2,13490,2024-03-13T00:30:00.000Z,San Antonio Spurs,Houston Rockets
3,13491,2024-03-13T01:00:00.000Z,Utah Jazz,Boston Celtics
4,13492,2024-03-13T02:00:00.000Z,LA Clippers,Minnesota Timberwolves
5,13493,2024-03-13T02:00:00.000Z,Sacramento Kings,Milwaukee Bucks
6,13494,2024-03-13T23:00:00.000Z,Detroit Pistons,Toronto Raptors
7,13495,2024-03-13T23:00:00.000Z,Orlando Magic,Brooklyn Nets
8,13496,2024-03-13T23:30:00.000Z,Indiana Pacers,Chicago Bulls
9,13497,2024-03-13T23:30:00.000Z,Miami Heat,Denver Nuggets
