,id,date,home_team,away_team
0,13616,2024-03-30T00:00:00.000Z,Miami Heat,Portland Trail Blazers
1,13617,2024-03-30T00:00:00.000Z,Oklahoma City Thunder,Phoenix Suns
2,13618,2024-03-30T00:00:00.000Z,San Antonio Spurs,New York Knicks
3,13619,2024-03-30T01:00:00.000Z,Denver Nuggets,Minnesota Timberwolves
4,13620,2024-03-30T01:30:00.000Z,Utah Jazz,Houston Rockets
5,13621,2024-03-30T02:00:00.000Z,Sacramento Kings,Dallas Mavericks
6,13622,2024-03-30T21:00:00.000Z,New Orleans Pelicans,Boston Celtics
7,13623,2024-03-30T23:00:00.000Z,Orlando Magic,Memphis Grizzlies
8,13624,2024-03-30T23:30:00.000Z,Atlanta Hawks,Milwaukee Bucks
9,13609,2024-03-29T00:00:00.000Z,New Orleans Pelicans,Milwaukee Bucks
10,13610,2024-03-29T23:00:00.000Z,Charlotte Hornets,Golden State Warriors
11,13611,2024-03-29T23:00:00.000Z,Indiana Pacers,Los Angeles Lakers
12,13612,2024-03-29T23:00:00.000Z,Orlando Magic,LA Clippers
13,13613,2024-03-29T23:00:00.000Z,Washington Wizards,Detroit Pistons
14,13614,2024-03-29T23:30:00.000Z,Brooklyn Nets,Chicago Bulls
15,13615,2024-03-29T23:30:00.000Z,Cleveland Cavaliers,Philadelphia 76ers
16,13602,2024-03-28T00:00:00.000Z,Chicago Bulls,Indiana Pacers
17,13603,2024-03-28T00:00:00.000Z,Memphis Grizzlies,Los Angeles Lakers
18,13604,2024-03-28T00:00:00.000Z,Minnesota Timberwolves,Detroit Pistons
19,13605,2024-03-28T00:00:00.000Z,Oklahoma City Thunder,Houston Rockets
20,13606,2024-03-28T01:00:00.000Z,Utah Jazz,San Antonio Spurs
21,13607,2024-03-28T02:00:00.000Z,Denver Nuggets,Phoenix Suns
22,13608,2024-03-28T23:30:00.000Z,Atlanta Hawks,Boston Celtics
23,13594,2024-03-27T00:00:00.000Z,New Orleans Pelicans,Oklahoma City Thunder
24,13595,2024-03-27T02:00:00.000Z,Sacramento Kings,Dallas Mavericks
25,13596,2024-03-27T23:00:00.000Z,Charlotte Hornets,Cleveland Cavaliers
26,13597,2024-03-27T23:00:00.000Z,Orlando Magic,Golden State Warriors
27,13598,2024-03-27T23:00:00.000Z,Washington Wizards,Brooklyn Nets
28,13599,2024-03-27T23:30:00.000Z,Atlanta Hawks,Portland Trail Blazers
29,13600,2024-03-27T23:30:00.000Z,Philadelphia 76ers,LA Clippers
30,13601,2024-03-27T23:30:00.000Z,Toronto Raptors,New York Knicks
31,13585,2024-03-26T00:00:00.000Z,Chicago Bulls,Washington Wizards
32,13586,2024-03-26T00:00:00.000Z,Houston Rockets,Portland Trail Blazers
33,13587,2024-03-26T00:00:00.000Z,San Antonio Spurs,Phoenix Suns
34,13588,2024-03-26T01:00:00.000Z,Denver Nuggets,Memphis Grizzlies
35,13589,2024-03-26T01:00:00.000Z,Utah Jazz,Dallas Mavericks
36,13590,2024-03-26T02:00:00.000Z,Sacramento Kings,Philadelphia 76ers
37,13591,2024-03-26T02:30:00.000Z,LA Clippers,Indiana Pacers
38,13592,2024-03-26T23:30:00.000Z,Miami Heat,Golden State Warriors
39,13593,2024-03-26T23:30:00.000Z,Milwaukee Bucks,Los Angeles Lakers
