,id,date,home_team,away_team
0,13580,2024-03-25T02:00:00.000Z,Los Angeles Lakers,Indiana Pacers
1,13581,2024-03-25T23:00:00.000Z,Cleveland Cavaliers,Charlotte Hornets
2,13582,2024-03-25T23:30:00.000Z,Atlanta Hawks,Boston Celtics
3,13583,2024-03-25T23:30:00.000Z,New York Knicks,Detroit Pistons
4,13584,2024-03-25T23:30:00.000Z,Toronto Raptors,Brooklyn Nets
5,13570,2024-03-24T00:00:00.000Z,Washington Wizards,Toronto Raptors
6,13571,2024-03-24T00:00:00.000Z,Chicago Bulls,Boston Celtics
7,13572,2024-03-24T00:00:00.000Z,Houston Rockets,Utah Jazz
8,13573,2024-03-24T00:00:00.000Z,San Antonio Spurs,Phoenix Suns
9,13574,2024-03-24T02:00:00.000Z,Portland Trail Blazers,Denver Nuggets
10,13575,2024-03-24T19:00:00.000Z,Detroit Pistons,New Orleans Pelicans
11,13576,2024-03-24T19:30:00.000Z,LA Clippers,Philadelphia 76ers
12,13577,2024-03-24T22:00:00.000Z,Miami Heat,Cleveland Cavaliers
13,13578,2024-03-24T23:00:00.000Z,Milwaukee Bucks,Oklahoma City Thunder
14,13579,2024-03-24T23:00:00.000Z,Minnesota Timberwolves,Golden State Warriors
15,13561,2024-03-23T00:00:00.000Z,Miami Heat,New Orleans Pelicans
16,13562,2024-03-23T00:00:00.000Z,Minnesota Timberwolves,Cleveland Cavaliers
17,13563,2024-03-23T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies
18,13564,2024-03-23T02:00:00.000Z,Golden State Warriors,Indiana Pacers
19,13565,2024-03-23T02:00:00.000Z,Portland Trail Blazers,LA Clippers
20,13566,2024-03-23T02:30:00.000Z,Los Angeles Lakers,Philadelphia 76ers
21,13567,2024-03-23T17:00:00.000Z,New York Knicks,Brooklyn Nets
22,13568,2024-03-23T23:00:00.000Z,Orlando Magic,Sacramento Kings
23,13569,2024-03-23T23:30:00.000Z,Atlanta Hawks,Charlotte Hornets
24,13554,2024-03-22T00:00:00.000Z,Houston Rockets,Chicago Bulls
25,13555,2024-03-22T00:00:00.000Z,Milwaukee Bucks,Brooklyn Nets
26,13556,2024-03-22T00:30:00.000Z,Dallas Mavericks,Utah Jazz
27,13557,2024-03-22T01:00:00.000Z,Denver Nuggets,New York Knicks
28,13558,2024-03-22T02:30:00.000Z,Phoenix Suns,Atlanta Hawks
29,13559,2024-03-22T23:00:00.000Z,Detroit Pistons,Boston Celtics
30,13560,2024-03-22T23:00:00.000Z,Toronto Raptors,Oklahoma City Thunder
31,13548,2024-03-21T00:00:00.000Z,Oklahoma City Thunder,Utah Jazz
32,13549,2024-03-21T02:00:00.000Z,Golden State Warriors,Memphis Grizzlies
33,13550,2024-03-21T02:00:00.000Z,Phoenix Suns,Philadelphia 76ers
34,13551,2024-03-21T02:00:00.000Z,Portland Trail Blazers,LA Clippers
35,13552,2024-03-21T23:00:00.000Z,Orlando Magic,New Orleans Pelicans
36,13553,2024-03-21T23:00:00.000Z,Washington Wizards,Sacramento Kings
