,id,date,home_team,away_team
0,14000,2024-05-15T02:30:00.000Z,Denver Nuggets,Minnesota Timberwolves
1,14011,2024-05-15T00:00:00.000Z,New York Knicks,Indiana Pacers
2,14021,2024-05-15T23:00:00.000Z,Boston Celtics,Cleveland Cavaliers
3,14010,2024-05-14T01:30:00.000Z,Dallas Mavericks,Oklahoma City Thunder
4,13999,2024-05-13T00:00:00.000Z,Minnesota Timberwolves,Denver Nuggets
5,14020,2024-05-13T23:00:00.000Z,Cleveland Cavaliers,Boston Celtics
6,14006,2024-05-12T19:30:00.000Z,Indiana Pacers,New York Knicks
7,14019,2024-05-12T00:30:00.000Z,Cleveland Cavaliers,Boston Celtics
8,13998,2024-05-11T01:30:00.000Z,Minnesota Timberwolves,Denver Nuggets
9,14009,2024-05-11T19:30:00.000Z,Dallas Mavericks,Oklahoma City Thunder
