,id,date,home_team,away_team
0,13969,2024-05-02T02:00:00.000Z,LA Clippers,Dallas Mavericks
1,13973,2024-05-02T22:30:00.000Z,Indiana Pacers,Milwaukee Bucks
2,13967,2024-05-01T01:30:00.000Z,Milwaukee Bucks,Indiana Pacers
3,13968,2024-05-01T00:00:00.000Z,Cleveland Cavaliers,Orlando Magic
4,13991,2024-05-01T23:30:00.000Z,Boston Celtics,Miami Heat
5,13964,2024-04-30T02:00:00.000Z,Denver Nuggets,Los Angeles Lakers
6,13966,2024-04-30T23:00:00.000Z,New York Knicks,Philadelphia 76ers
7,13988,2024-04-30T00:30:00.000Z,New Orleans Pelicans,Oklahoma City Thunder
8,13963,2024-04-29T01:30:00.000Z,Phoenix Suns,Minnesota Timberwolves
9,13989,2024-04-29T23:30:00.000Z,Miami Heat,Boston Celtics
10,13959,2024-04-28T00:30:00.000Z,Los Angeles Lakers,Denver Nuggets
11,13960,2024-04-28T17:00:00.000Z,Philadelphia 76ers,New York Knicks
12,13961,2024-04-28T19:30:00.000Z,Dallas Mavericks,LA Clippers
13,13962,2024-04-28T23:00:00.000Z,Indiana Pacers,Milwaukee Bucks
