,id,date,home_team,away_team
0,13974,2024-05-04T01:30:00.000Z,Dallas Mavericks,LA Clippers
1,13996,2024-05-04T23:00:00.000Z,Denver Nuggets,Minnesota Timberwolves
2,13972,2024-05-03T01:00:00.000Z,Philadelphia 76ers,New York Knicks
3,13975,2024-05-03T23:00:00.000Z,Orlando Magic,Cleveland Cavaliers
4,13969,2024-05-02T02:00:00.000Z,LA Clippers,Dallas Mavericks
5,13973,2024-05-02T22:30:00.000Z,Indiana Pacers,Milwaukee Bucks
6,13967,2024-05-01T01:30:00.000Z,Milwaukee Bucks,Indiana Pacers
7,13968,2024-05-01T00:00:00.000Z,Cleveland Cavaliers,Orlando Magic
8,13991,2024-05-01T23:30:00.000Z,Boston Celtics,Miami Heat
9,13964,2024-04-30T02:00:00.000Z,Denver Nuggets,Los Angeles Lakers
10,13966,2024-04-30T23:00:00.000Z,New York Knicks,Philadelphia 76ers
11,13988,2024-04-30T00:30:00.000Z,New Orleans Pelicans,Oklahoma City Thunder
