,id,date,home_team,away_team
0,13936,2024-04-17T02:00:00.000Z,Sacramento Kings,Golden State Warriors
1,13937,2024-04-17T23:00:00.000Z,Philadelphia 76ers,Miami Heat
2,13935,2024-04-16T23:30:00.000Z,New Orleans Pelicans,Los Angeles Lakers
3,13734,2024-04-14T17:00:00.000Z,Boston Celtics,Washington Wizards
4,13735,2024-04-14T17:00:00.000Z,Cleveland Cavaliers,Charlotte Hornets
5,13736,2024-04-14T17:00:00.000Z,Indiana Pacers,Atlanta Hawks
6,13737,2024-04-14T17:00:00.000Z,Miami Heat,Toronto Raptors
7,13738,2024-04-14T17:00:00.000Z,New York Knicks,Chicago Bulls
8,13739,2024-04-14T17:00:00.000Z,Orlando Magic,Milwaukee Bucks
9,13740,2024-04-14T17:00:00.000Z,Philadelphia 76ers,Brooklyn Nets
10,13741,2024-04-14T19:30:00.000Z,Memphis Grizzlies,Denver Nuggets
11,13742,2024-04-14T19:30:00.000Z,Minnesota Timberwolves,Phoenix Suns
12,13743,2024-04-14T19:30:00.000Z,New Orleans Pelicans,Los Angeles Lakers
13,13744,2024-04-14T19:30:00.000Z,Oklahoma City Thunder,Dallas Mavericks
14,13745,2024-04-14T19:30:00.000Z,San Antonio Spurs,Detroit Pistons
15,13746,2024-04-14T19:30:00.000Z,Golden State Warriors,Utah Jazz
16,13747,2024-04-14T19:30:00.000Z,LA Clippers,Houston Rockets
17,13748,2024-04-14T19:30:00.000Z,Sacramento Kings,Portland Trail Blazers
18,13724,2024-04-13T00:00:00.000Z,Miami Heat,Toronto Raptors
19,13725,2024-04-13T00:00:00.000Z,Memphis Grizzlies,Los Angeles Lakers
20,13726,2024-04-13T00:00:00.000Z,Minnesota Timberwolves,Atlanta Hawks
21,13727,2024-04-13T00:00:00.000Z,Oklahoma City Thunder,Milwaukee Bucks
22,13728,2024-04-13T00:00:00.000Z,San Antonio Spurs,Denver Nuggets
23,13729,2024-04-13T00:30:00.000Z,Dallas Mavericks,Detroit Pistons
24,13730,2024-04-13T02:00:00.000Z,Golden State Warriors,New Orleans Pelicans
25,13731,2024-04-13T02:00:00.000Z,Portland Trail Blazers,Houston Rockets
26,13732,2024-04-13T02:30:00.000Z,LA Clippers,Utah Jazz
27,13733,2024-04-13T02:30:00.000Z,Sacramento Kings,Phoenix Suns
