,id,date,home_team,away_team
0,13646,2024-04-03T00:00:00.000Z,Minnesota Timberwolves,Houston Rockets
1,13647,2024-04-03T01:00:00.000Z,Denver Nuggets,San Antonio Spurs
2,13648,2024-04-03T01:00:00.000Z,Utah Jazz,Cleveland Cavaliers
3,13649,2024-04-03T02:00:00.000Z,Sacramento Kings,LA Clippers
4,13650,2024-04-03T23:00:00.000Z,Charlotte Hornets,Portland Trail Blazers
5,13651,2024-04-03T23:00:00.000Z,Washington Wizards,Los Angeles Lakers
6,13652,2024-04-03T23:30:00.000Z,Atlanta Hawks,Detroit Pistons
7,13653,2024-04-03T23:30:00.000Z,Boston Celtics,Oklahoma City Thunder
8,13654,2024-04-03T23:30:00.000Z,Brooklyn Nets,Indiana Pacers
9,13655,2024-04-03T23:30:00.000Z,Milwaukee Bucks,Memphis Grizzlies
10,13933,2024-04-03T02:00:00.000Z,Golden State Warriors,Dallas Mavericks
11,13639,2024-04-02T00:00:00.000Z,Chicago Bulls,Atlanta Hawks
12,13640,2024-04-02T00:00:00.000Z,New Orleans Pelicans,Phoenix Suns
13,13641,2024-04-02T23:00:00.000Z,Philadelphia 76ers,Oklahoma City Thunder
14,13642,2024-04-02T23:00:00.000Z,Toronto Raptors,Los Angeles Lakers
15,13643,2024-04-02T23:00:00.000Z,Washington Wizards,Milwaukee Bucks
16,13644,2024-04-02T23:30:00.000Z,Miami Heat,New York Knicks
17,13645,2024-04-02T23:30:00.000Z,Dallas Mavericks,Golden State Warriors
18,13634,2024-04-01T01:00:00.000Z,Sacramento Kings,Utah Jazz
19,13635,2024-04-01T23:00:00.000Z,Charlotte Hornets,Boston Celtics
20,13636,2024-04-01T23:00:00.000Z,Detroit Pistons,Memphis Grizzlies
21,13637,2024-04-01T23:00:00.000Z,Indiana Pacers,Brooklyn Nets
22,13638,2024-04-01T23:00:00.000Z,Orlando Magic,Portland Trail Blazers
23,13625,2024-03-31T19:30:00.000Z,Denver Nuggets,Cleveland Cavaliers
24,13626,2024-03-31T22:00:00.000Z,Brooklyn Nets,Los Angeles Lakers
25,13627,2024-03-31T22:00:00.000Z,Charlotte Hornets,LA Clippers
26,13628,2024-03-31T22:00:00.000Z,Toronto Raptors,Philadelphia 76ers
27,13629,2024-03-31T22:00:00.000Z,Washington Wizards,Miami Heat
28,13630,2024-03-31T23:00:00.000Z,New York Knicks,Oklahoma City Thunder
29,13631,2024-03-31T23:00:00.000Z,Houston Rockets,Dallas Mavericks
30,13632,2024-03-31T23:00:00.000Z,Minnesota Timberwolves,Chicago Bulls
31,13633,2024-03-31T23:00:00.000Z,San Antonio Spurs,Golden State Warriors
32,13616,2024-03-30T00:00:00.000Z,Miami Heat,Portland Trail Blazers
33,13617,2024-03-30T00:00:00.000Z,Oklahoma City Thunder,Phoenix Suns
34,13618,2024-03-30T00:00:00.000Z,San Antonio Spurs,New York Knicks
35,13619,2024-03-30T01:00:00.000Z,Denver Nuggets,Minnesota Timberwolves
36,13620,2024-03-30T01:30:00.000Z,Utah Jazz,Houston Rockets
37,13621,2024-03-30T02:00:00.000Z,Sacramento Kings,Dallas Mavericks
38,13622,2024-03-30T21:00:00.000Z,New Orleans Pelicans,Boston Celtics
39,13623,2024-03-30T23:00:00.000Z,Orlando Magic,Memphis Grizzlies
40,13624,2024-03-30T23:30:00.000Z,Atlanta Hawks,Milwaukee Bucks
