,id,date,home_team,away_team
0,13967,2024-05-01T01:30:00.000Z,Milwaukee Bucks,Indiana Pacers
1,13968,2024-05-01T00:00:00.000Z,Cleveland Cavaliers,Orlando Magic
2,13991,2024-05-01T23:30:00.000Z,Boston Celtics,Miami Heat
3,13964,2024-04-30T02:00:00.000Z,Denver Nuggets,Los Angeles Lakers
4,13966,2024-04-30T23:00:00.000Z,New York Knicks,Philadelphia 76ers
5,13988,2024-04-30T00:30:00.000Z,New Orleans Pelicans,Oklahoma City Thunder
6,13963,2024-04-29T01:30:00.000Z,Phoenix Suns,Minnesota Timberwolves
7,13989,2024-04-29T23:30:00.000Z,Miami Heat,Boston Celtics
8,13959,2024-04-28T00:30:00.000Z,Los Angeles Lakers,Denver Nuggets
9,13960,2024-04-28T17:00:00.000Z,Philadelphia 76ers,New York Knicks
10,13961,2024-04-28T19:30:00.000Z,Dallas Mavericks,LA Clippers
11,13962,2024-04-28T23:00:00.000Z,Indiana Pacers,Milwaukee Bucks
12,13956,2024-04-27T00:00:00.000Z,Dallas Mavericks,LA Clippers
13,13957,2024-04-27T02:30:00.000Z,Phoenix Suns,Minnesota Timberwolves
14,13958,2024-04-27T17:00:00.000Z,Orlando Magic,Cleveland Cavaliers
15,13986,2024-04-27T19:30:00.000Z,New Orleans Pelicans,Oklahoma City Thunder
16,13987,2024-04-27T22:00:00.000Z,Miami Heat,Boston Celtics
