,id,date,home_team,away_team
0,13585,2024-03-26T00:00:00.000Z,Chicago Bulls,Washington Wizards
1,13586,2024-03-26T00:00:00.000Z,Houston Rockets,Portland Trail Blazers
2,13587,2024-03-26T00:00:00.000Z,San Antonio Spurs,Phoenix Suns
3,13588,2024-03-26T01:00:00.000Z,Denver Nuggets,Memphis Grizzlies
4,13589,2024-03-26T01:00:00.000Z,Utah Jazz,Dallas Mavericks
5,13590,2024-03-26T02:00:00.000Z,Sacramento Kings,Philadelphia 76ers
6,13591,2024-03-26T02:30:00.000Z,LA Clippers,Indiana Pacers
7,13592,2024-03-26T23:30:00.000Z,Miami Heat,Golden State Warriors
8,13593,2024-03-26T23:30:00.000Z,Milwaukee Bucks,Los Angeles Lakers
9,13580,2024-03-25T02:00:00.000Z,Los Angeles Lakers,Indiana Pacers
10,13581,2024-03-25T23:00:00.000Z,Cleveland Cavaliers,Charlotte Hornets
11,13582,2024-03-25T23:30:00.000Z,Atlanta Hawks,Boston Celtics
12,13583,2024-03-25T23:30:00.000Z,New York Knicks,Detroit Pistons
13,13584,2024-03-25T23:30:00.000Z,Toronto Raptors,Brooklyn Nets
14,13570,2024-03-24T00:00:00.000Z,Washington Wizards,Toronto Raptors
15,13571,2024-03-24T00:00:00.000Z,Chicago Bulls,Boston Celtics
16,13572,2024-03-24T00:00:00.000Z,Houston Rockets,Utah Jazz
17,13573,2024-03-24T00:00:00.000Z,San Antonio Spurs,Phoenix Suns
18,13574,2024-03-24T02:00:00.000Z,Portland Trail Blazers,Denver Nuggets
19,13575,2024-03-24T19:00:00.000Z,Detroit Pistons,New Orleans Pelicans
20,13576,2024-03-24T19:30:00.000Z,LA Clippers,Philadelphia 76ers
21,13577,2024-03-24T22:00:00.000Z,Miami Heat,Cleveland Cavaliers
22,13578,2024-03-24T23:00:00.000Z,Milwaukee Bucks,Oklahoma City Thunder
23,13579,2024-03-24T23:00:00.000Z,Minnesota Timberwolves,Golden State Warriors
24,13561,2024-03-23T00:00:00.000Z,Miami Heat,New Orleans Pelicans
25,13562,2024-03-23T00:00:00.000Z,Minnesota Timberwolves,Cleveland Cavaliers
26,13563,2024-03-23T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies
27,13564,2024-03-23T02:00:00.000Z,Golden State Warriors,Indiana Pacers
28,13565,2024-03-23T02:00:00.000Z,Portland Trail Blazers,LA Clippers
29,13566,2024-03-23T02:30:00.000Z,Los Angeles Lakers,Philadelphia 76ers
30,13567,2024-03-23T17:00:00.000Z,New York Knicks,Brooklyn Nets
31,13568,2024-03-23T23:00:00.000Z,Orlando Magic,Sacramento Kings
32,13569,2024-03-23T23:30:00.000Z,Atlanta Hawks,Charlotte Hornets
33,13554,2024-03-22T00:00:00.000Z,Houston Rockets,Chicago Bulls
34,13555,2024-03-22T00:00:00.000Z,Milwaukee Bucks,Brooklyn Nets
35,13556,2024-03-22T00:30:00.000Z,Dallas Mavericks,Utah Jazz
36,13557,2024-03-22T01:00:00.000Z,Denver Nuggets,New York Knicks
37,13558,2024-03-22T02:30:00.000Z,Phoenix Suns,Atlanta Hawks
38,13559,2024-03-22T23:00:00.000Z,Detroit Pistons,Boston Celtics
39,13560,2024-03-22T23:00:00.000Z,Toronto Raptors,Oklahoma City Thunder
