,id,date,home_team,away_team
0,13972,2024-05-03T01:00:00.000Z,Philadelphia 76ers,New York Knicks
1,13975,2024-05-03T23:00:00.000Z,Orlando Magic,Cleveland Cavaliers
2,13969,2024-05-02T02:00:00.000Z,LA Clippers,Dallas Mavericks
3,13973,2024-05-02T22:30:00.000Z,Indiana Pacers,Milwaukee Bucks
4,13967,2024-05-01T01:30:00.000Z,Milwaukee Bucks,Indiana Pacers
5,13968,2024-05-01T00:00:00.000Z,Cleveland Cavaliers,Orlando Magic
6,13991,2024-05-01T23:30:00.000Z,Boston Celtics,Miami Heat
7,13964,2024-04-30T02:00:00.000Z,Denver Nuggets,Los Angeles Lakers
8,13966,2024-04-30T23:00:00.000Z,New York Knicks,Philadelphia 76ers
9,13988,2024-04-30T00:30:00.000Z,New Orleans Pelicans,Oklahoma City Thunder
10,13963,2024-04-29T01:30:00.000Z,Phoenix Suns,Minnesota Timberwolves
11,13989,2024-04-29T23:30:00.000Z,Miami Heat,Boston Celtics
