,id,date,home_team,away_team
0,13734,2024-04-14T17:00:00.000Z,Boston Celtics,Washington Wizards
1,13735,2024-04-14T17:00:00.000Z,Cleveland Cavaliers,Charlotte Hornets
2,13736,2024-04-14T17:00:00.000Z,Indiana Pacers,Atlanta Hawks
3,13737,2024-04-14T17:00:00.000Z,Miami Heat,Toronto Raptors
4,13738,2024-04-14T17:00:00.000Z,New York Knicks,Chicago Bulls
5,13739,2024-04-14T17:00:00.000Z,Orlando Magic,Milwaukee Bucks
6,13740,2024-04-14T17:00:00.000Z,Philadelphia 76ers,Brooklyn Nets
7,13741,2024-04-14T19:30:00.000Z,Memphis Grizzlies,Denver Nuggets
8,13742,2024-04-14T19:30:00.000Z,Minnesota Timberwolves,Phoenix Suns
9,13743,2024-04-14T19:30:00.000Z,New Orleans Pelicans,Los Angeles Lakers
10,13744,2024-04-14T19:30:00.000Z,Oklahoma City Thunder,Dallas Mavericks
11,13745,2024-04-14T19:30:00.000Z,San Antonio Spurs,Detroit Pistons
12,13746,2024-04-14T19:30:00.000Z,Golden State Warriors,Utah Jazz
13,13747,2024-04-14T19:30:00.000Z,LA Clippers,Houston Rockets
14,13748,2024-04-14T19:30:00.000Z,Sacramento Kings,Portland Trail Blazers
15,13724,2024-04-13T00:00:00.000Z,Miami Heat,Toronto Raptors
16,13725,2024-04-13T00:00:00.000Z,Memphis Grizzlies,Los Angeles Lakers
17,13726,2024-04-13T00:00:00.000Z,Minnesota Timberwolves,Atlanta Hawks
18,13727,2024-04-13T00:00:00.000Z,Oklahoma City Thunder,Milwaukee Bucks
19,13728,2024-04-13T00:00:00.000Z,San Antonio Spurs,Denver Nuggets
20,13729,2024-04-13T00:30:00.000Z,Dallas Mavericks,Detroit Pistons
21,13730,2024-04-13T02:00:00.000Z,Golden State Warriors,New Orleans Pelicans
22,13731,2024-04-13T02:00:00.000Z,Portland Trail Blazers,Houston Rockets
23,13732,2024-04-13T02:30:00.000Z,LA Clippers,Utah Jazz
24,13733,2024-04-13T02:30:00.000Z,Sacramento Kings,Phoenix Suns
25,13716,2024-04-12T01:00:00.000Z,Utah Jazz,Houston Rockets
26,13717,2024-04-12T02:00:00.000Z,Portland Trail Blazers,Golden State Warriors
27,13718,2024-04-12T02:00:00.000Z,Sacramento Kings,New Orleans Pelicans
28,13719,2024-04-12T23:00:00.000Z,Philadelphia 76ers,Orlando Magic
29,13720,2024-04-12T23:00:00.000Z,Washington Wizards,Chicago Bulls
30,13721,2024-04-12T23:30:00.000Z,Boston Celtics,Charlotte Hornets
31,13722,2024-04-12T23:30:00.000Z,Cleveland Cavaliers,Indiana Pacers
32,13723,2024-04-12T23:30:00.000Z,New York Knicks,Brooklyn Nets
33,13710,2024-04-11T00:00:00.000Z,Milwaukee Bucks,Orlando Magic
34,13711,2024-04-11T00:00:00.000Z,Oklahoma City Thunder,San Antonio Spurs
35,13712,2024-04-11T02:00:00.000Z,Denver Nuggets,Minnesota Timberwolves
36,13713,2024-04-11T02:30:00.000Z,LA Clippers,Phoenix Suns
37,13714,2024-04-11T23:00:00.000Z,Detroit Pistons,Chicago Bulls
38,13715,2024-04-11T23:30:00.000Z,Boston Celtics,New York Knicks
