,id,date,home_team,away_team
0,13561,2024-03-23T00:00:00.000Z,Miami Heat,New Orleans Pelicans
1,13562,2024-03-23T00:00:00.000Z,Minnesota Timberwolves,Cleveland Cavaliers
2,13563,2024-03-23T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies
3,13564,2024-03-23T02:00:00.000Z,Golden State Warriors,Indiana Pacers
4,13565,2024-03-23T02:00:00.000Z,Portland Trail Blazers,LA Clippers
5,13566,2024-03-23T02:30:00.000Z,Los Angeles Lakers,Philadelphia 76ers
6,13567,2024-03-23T17:00:00.000Z,New York Knicks,Brooklyn Nets
7,13568,2024-03-23T23:00:00.000Z,Orlando Magic,Sacramento Kings
8,13569,2024-03-23T23:30:00.000Z,Atlanta Hawks,Charlotte Hornets
9,13554,2024-03-22T00:00:00.000Z,Houston Rockets,Chicago Bulls
10,13555,2024-03-22T00:00:00.000Z,Milwaukee Bucks,Brooklyn Nets
11,13556,2024-03-22T00:30:00.000Z,Dallas Mavericks,Utah Jazz
12,13557,2024-03-22T01:00:00.000Z,Denver Nuggets,New York Knicks
13,13558,2024-03-22T02:30:00.000Z,Phoenix Suns,Atlanta Hawks
14,13559,2024-03-22T23:00:00.000Z,Detroit Pistons,Boston Celtics
15,13560,2024-03-22T23:00:00.000Z,Toronto Raptors,Oklahoma City Thunder
16,13548,2024-03-21T00:00:00.000Z,Oklahoma City Thunder,Utah Jazz
17,13549,2024-03-21T02:00:00.000Z,Golden State Warriors,Memphis Grizzlies
18,13550,2024-03-21T02:00:00.000Z,Phoenix Suns,Philadelphia 76ers
19,13551,2024-03-21T02:00:00.000Z,Portland Trail Blazers,LA Clippers
20,13552,2024-03-21T23:00:00.000Z,Orlando Magic,New Orleans Pelicans
21,13553,2024-03-21T23:00:00.000Z,Washington Wizards,Sacramento Kings
22,13542,2024-03-20T00:00:00.000Z,San Antonio Spurs,Dallas Mavericks
23,13543,2024-03-20T01:00:00.000Z,Minnesota Timberwolves,Denver Nuggets
24,13544,2024-03-20T23:00:00.000Z,Cleveland Cavaliers,Miami Heat
25,13545,2024-03-20T23:00:00.000Z,Detroit Pistons,Indiana Pacers
26,13546,2024-03-20T23:30:00.000Z,Boston Celtics,Milwaukee Bucks
27,13547,2024-03-20T23:30:00.000Z,Toronto Raptors,Sacramento Kings
28,13534,2024-03-19T00:00:00.000Z,Chicago Bulls,Portland Trail Blazers
29,13535,2024-03-19T01:00:00.000Z,Utah Jazz,Minnesota Timberwolves
30,13536,2024-03-19T02:00:00.000Z,Golden State Warriors,New York Knicks
31,13537,2024-03-19T02:00:00.000Z,Sacramento Kings,Memphis Grizzlies
32,13538,2024-03-19T02:30:00.000Z,Los Angeles Lakers,Atlanta Hawks
33,13539,2024-03-19T23:00:00.000Z,Orlando Magic,Charlotte Hornets
34,13540,2024-03-19T23:00:00.000Z,Washington Wizards,Houston Rockets
35,13541,2024-03-19T23:30:00.000Z,Brooklyn Nets,New Orleans Pelicans
