,id,date,home_team,away_team
0,13964,2024-04-30T02:00:00.000Z,Denver Nuggets,Los Angeles Lakers
1,13965,2024-04-30T04:00:00.000Z,Minnesota Timberwolves,Phoenix Suns
2,13966,2024-04-30T23:00:00.000Z,New York Knicks,Philadelphia 76ers
3,13988,2024-04-30T00:30:00.000Z,New Orleans Pelicans,Oklahoma City Thunder
4,13963,2024-04-29T01:30:00.000Z,Phoenix Suns,Minnesota Timberwolves
5,13989,2024-04-29T23:30:00.000Z,Miami Heat,Boston Celtics
6,13959,2024-04-28T00:30:00.000Z,Los Angeles Lakers,Denver Nuggets
7,13960,2024-04-28T17:00:00.000Z,Philadelphia 76ers,New York Knicks
8,13961,2024-04-28T19:30:00.000Z,Dallas Mavericks,LA Clippers
9,13962,2024-04-28T23:00:00.000Z,Indiana Pacers,Milwaukee Bucks
10,13956,2024-04-27T00:00:00.000Z,Dallas Mavericks,LA Clippers
11,13957,2024-04-27T02:30:00.000Z,Phoenix Suns,Minnesota Timberwolves
12,13958,2024-04-27T17:00:00.000Z,Orlando Magic,Cleveland Cavaliers
13,13986,2024-04-27T19:30:00.000Z,New Orleans Pelicans,Oklahoma City Thunder
14,13987,2024-04-27T22:00:00.000Z,Miami Heat,Boston Celtics
15,13954,2024-04-26T02:00:00.000Z,Los Angeles Lakers,Denver Nuggets
16,13955,2024-04-26T21:30:00.000Z,Indiana Pacers,Milwaukee Bucks
