,id,date,home_team,away_team
0,13594,2024-03-27T00:00:00.000Z,New Orleans Pelicans,Oklahoma City Thunder
1,13595,2024-03-27T02:00:00.000Z,Sacramento Kings,Dallas Mavericks
2,13596,2024-03-27T23:00:00.000Z,Charlotte Hornets,Cleveland Cavaliers
3,13597,2024-03-27T23:00:00.000Z,Orlando Magic,Golden State Warriors
4,13598,2024-03-27T23:00:00.000Z,Washington Wizards,Brooklyn Nets
5,13599,2024-03-27T23:30:00.000Z,Atlanta Hawks,Portland Trail Blazers
6,13600,2024-03-27T23:30:00.000Z,Philadelphia 76ers,LA Clippers
7,13601,2024-03-27T23:30:00.000Z,Toronto Raptors,New York Knicks
8,13585,2024-03-26T00:00:00.000Z,Chicago Bulls,Washington Wizards
9,13586,2024-03-26T00:00:00.000Z,Houston Rockets,Portland Trail Blazers
10,13587,2024-03-26T00:00:00.000Z,San Antonio Spurs,Phoenix Suns
11,13588,2024-03-26T01:00:00.000Z,Denver Nuggets,Memphis Grizzlies
12,13589,2024-03-26T01:00:00.000Z,Utah Jazz,Dallas Mavericks
13,13590,2024-03-26T02:00:00.000Z,Sacramento Kings,Philadelphia 76ers
14,13591,2024-03-26T02:30:00.000Z,LA Clippers,Indiana Pacers
15,13592,2024-03-26T23:30:00.000Z,Miami Heat,Golden State Warriors
16,13593,2024-03-26T23:30:00.000Z,Milwaukee Bucks,Los Angeles Lakers
17,13580,2024-03-25T02:00:00.000Z,Los Angeles Lakers,Indiana Pacers
18,13581,2024-03-25T23:00:00.000Z,Cleveland Cavaliers,Charlotte Hornets
19,13582,2024-03-25T23:30:00.000Z,Atlanta Hawks,Boston Celtics
20,13583,2024-03-25T23:30:00.000Z,New York Knicks,Detroit Pistons
21,13584,2024-03-25T23:30:00.000Z,Toronto Raptors,Brooklyn Nets
22,13570,2024-03-24T00:00:00.000Z,Washington Wizards,Toronto Raptors
23,13571,2024-03-24T00:00:00.000Z,Chicago Bulls,Boston Celtics
24,13572,2024-03-24T00:00:00.000Z,Houston Rockets,Utah Jazz
25,13573,2024-03-24T00:00:00.000Z,San Antonio Spurs,Phoenix Suns
26,13574,2024-03-24T02:00:00.000Z,Portland Trail Blazers,Denver Nuggets
27,13575,2024-03-24T19:00:00.000Z,Detroit Pistons,New Orleans Pelicans
28,13576,2024-03-24T19:30:00.000Z,LA Clippers,Philadelphia 76ers
29,13577,2024-03-24T22:00:00.000Z,Miami Heat,Cleveland Cavaliers
30,13578,2024-03-24T23:00:00.000Z,Milwaukee Bucks,Oklahoma City Thunder
31,13579,2024-03-24T23:00:00.000Z,Minnesota Timberwolves,Golden State Warriors
32,13561,2024-03-23T00:00:00.000Z,Miami Heat,New Orleans Pelicans
33,13562,2024-03-23T00:00:00.000Z,Minnesota Timberwolves,Cleveland Cavaliers
34,13563,2024-03-23T00:00:00.000Z,San Antonio Spurs,Memphis Grizzlies
35,13564,2024-03-23T02:00:00.000Z,Golden State Warriors,Indiana Pacers
36,13565,2024-03-23T02:00:00.000Z,Portland Trail Blazers,LA Clippers
37,13566,2024-03-23T02:30:00.000Z,Los Angeles Lakers,Philadelphia 76ers
38,13567,2024-03-23T17:00:00.000Z,New York Knicks,Brooklyn Nets
39,13568,2024-03-23T23:00:00.000Z,Orlando Magic,Sacramento Kings
40,13569,2024-03-23T23:30:00.000Z,Atlanta Hawks,Charlotte Hornets
