,id,date,home_team,away_team
0,13981,2024-05-05T17:00:00.000Z,Cleveland Cavaliers,Orlando Magic
1,13974,2024-05-04T01:30:00.000Z,Dallas Mavericks,LA Clippers
2,13996,2024-05-04T23:00:00.000Z,Denver Nuggets,Minnesota Timberwolves
3,13972,2024-05-03T01:00:00.000Z,Philadelphia 76ers,New York Knicks
4,13975,2024-05-03T23:00:00.000Z,Orlando Magic,Cleveland Cavaliers
5,13969,2024-05-02T02:00:00.000Z,LA Clippers,Dallas Mavericks
6,13973,2024-05-02T22:30:00.000Z,Indiana Pacers,Milwaukee Bucks
7,13967,2024-05-01T01:30:00.000Z,Milwaukee Bucks,Indiana Pacers
8,13968,2024-05-01T00:00:00.000Z,Cleveland Cavaliers,Orlando Magic
9,13991,2024-05-01T23:30:00.000Z,Boston Celtics,Miami Heat
