,id,date,home_team,away_team
0,13952,2024-04-25T23:00:00.000Z,Orlando Magic,Cleveland Cavaliers
1,13953,2024-04-25T23:30:00.000Z,Philadelphia 76ers,New York Knicks
2,13985,2024-04-25T01:30:00.000Z,Oklahoma City Thunder,New Orleans Pelicans
3,13950,2024-04-24T00:30:00.000Z,Milwaukee Bucks,Indiana Pacers
4,13951,2024-04-24T02:00:00.000Z,LA Clippers,Dallas Mavericks
5,13984,2024-04-24T23:00:00.000Z,Boston Celtics,Miami Heat
6,13948,2024-04-23T02:00:00.000Z,Denver Nuggets,Los Angeles Lakers
7,13949,2024-04-23T23:30:00.000Z,Minnesota Timberwolves,Phoenix Suns
8,13946,2024-04-22T23:00:00.000Z,Cleveland Cavaliers,Orlando Magic
9,13947,2024-04-22T23:30:00.000Z,New York Knicks,Philadelphia 76ers
10,13983,2024-04-22T01:30:00.000Z,Oklahoma City Thunder,New Orleans Pelicans
11,13940,2024-04-21T23:00:00.000Z,Milwaukee Bucks,Indiana Pacers
12,13941,2024-04-21T19:30:00.000Z,LA Clippers,Dallas Mavericks
13,13945,2024-04-21T00:30:00.000Z,Denver Nuggets,Los Angeles Lakers
14,13982,2024-04-21T17:00:00.000Z,Boston Celtics,Miami Heat
