,id,date,home_team,away_team
0,13697,2024-04-10T00:00:00.000Z,Chicago Bulls,New York Knicks
1,13698,2024-04-10T00:00:00.000Z,Houston Rockets,Orlando Magic
2,13699,2024-04-10T00:00:00.000Z,Memphis Grizzlies,San Antonio Spurs
3,13700,2024-04-10T00:00:00.000Z,Minnesota Timberwolves,Washington Wizards
4,13701,2024-04-10T00:00:00.000Z,Oklahoma City Thunder,Sacramento Kings
5,13702,2024-04-10T01:00:00.000Z,Utah Jazz,Denver Nuggets
6,13703,2024-04-10T02:00:00.000Z,Los Angeles Lakers,Golden State Warriors
7,13704,2024-04-10T02:00:00.000Z,Phoenix Suns,LA Clippers
8,13705,2024-04-10T02:00:00.000Z,Portland Trail Blazers,New Orleans Pelicans
9,13706,2024-04-10T23:00:00.000Z,Cleveland Cavaliers,Memphis Grizzlies
10,13707,2024-04-10T23:30:00.000Z,Atlanta Hawks,Charlotte Hornets
11,13708,2024-04-10T23:30:00.000Z,Brooklyn Nets,Toronto Raptors
12,13709,2024-04-10T23:30:00.000Z,Miami Heat,Dallas Mavericks
13,13692,2024-04-09T23:00:00.000Z,Charlotte Hornets,Dallas Mavericks
14,13693,2024-04-09T23:00:00.000Z,Philadelphia 76ers,Detroit Pistons
15,13694,2024-04-09T23:00:00.000Z,Toronto Raptors,Indiana Pacers
16,13695,2024-04-09T23:30:00.000Z,Atlanta Hawks,Miami Heat
17,13696,2024-04-09T23:30:00.000Z,Milwaukee Bucks,Boston Celtics
18,13690,2024-04-08T00:30:00.000Z,Golden State Warriors,Utah Jazz
19,13691,2024-04-08T02:00:00.000Z,Los Angeles Lakers,Minnesota Timberwolves
20,13677,2024-04-07T00:00:00.000Z,Memphis Grizzlies,Philadelphia 76ers
21,13678,2024-04-07T01:00:00.000Z,Denver Nuggets,Atlanta Hawks
22,13679,2024-04-07T19:30:00.000Z,Dallas Mavericks,Houston Rockets
23,13680,2024-04-07T19:30:00.000Z,LA Clippers,Cleveland Cavaliers
24,13681,2024-04-07T21:00:00.000Z,Indiana Pacers,Miami Heat
25,13682,2024-04-07T22:00:00.000Z,Boston Celtics,Portland Trail Blazers
26,13683,2024-04-07T22:00:00.000Z,Charlotte Hornets,Oklahoma City Thunder
27,13684,2024-04-07T22:00:00.000Z,Orlando Magic,Chicago Bulls
28,13685,2024-04-07T22:00:00.000Z,Toronto Raptors,Washington Wizards
29,13686,2024-04-07T22:00:00.000Z,Phoenix Suns,New Orleans Pelicans
30,13687,2024-04-07T23:00:00.000Z,Milwaukee Bucks,New York Knicks
31,13688,2024-04-07T23:00:00.000Z,San Antonio Spurs,Philadelphia 76ers
32,13689,2024-04-07T23:30:00.000Z,Brooklyn Nets,Sacramento Kings
33,13645,2024-04-06T00:30:00.000Z,Dallas Mavericks,Golden State Warriors
34,13667,2024-04-06T00:00:00.000Z,Chicago Bulls,New York Knicks
35,13668,2024-04-06T00:00:00.000Z,Houston Rockets,Miami Heat
36,13669,2024-04-06T00:00:00.000Z,Memphis Grizzlies,Detroit Pistons
37,13670,2024-04-06T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors
38,13671,2024-04-06T00:00:00.000Z,New Orleans Pelicans,San Antonio Spurs
39,13673,2024-04-06T02:00:00.000Z,Phoenix Suns,Minnesota Timberwolves
40,13674,2024-04-06T02:30:00.000Z,LA Clippers,Utah Jazz
41,13675,2024-04-06T19:30:00.000Z,Los Angeles Lakers,Cleveland Cavaliers
42,13676,2024-04-06T23:00:00.000Z,Brooklyn Nets,Detroit Pistons
