,id,date,home_team,away_team
0,13950,2024-04-24T00:30:00.000Z,Milwaukee Bucks,Indiana Pacers
1,13951,2024-04-24T02:00:00.000Z,LA Clippers,Dallas Mavericks
2,13984,2024-04-24T23:00:00.000Z,Boston Celtics,Miami Heat
3,13948,2024-04-23T02:00:00.000Z,Denver Nuggets,Los Angeles Lakers
4,13949,2024-04-23T23:30:00.000Z,Minnesota Timberwolves,Phoenix Suns
5,13946,2024-04-22T23:00:00.000Z,Cleveland Cavaliers,Orlando Magic
6,13947,2024-04-22T23:30:00.000Z,New York Knicks,Philadelphia 76ers
7,13983,2024-04-22T01:30:00.000Z,Oklahoma City Thunder,New Orleans Pelicans
8,13940,2024-04-21T23:00:00.000Z,Milwaukee Bucks,Indiana Pacers
9,13941,2024-04-21T19:30:00.000Z,LA Clippers,Dallas Mavericks
10,13945,2024-04-21T00:30:00.000Z,Denver Nuggets,Los Angeles Lakers
11,13982,2024-04-21T17:00:00.000Z,Boston Celtics,Miami Heat
12,13938,2024-04-20T17:00:00.000Z,Cleveland Cavaliers,Orlando Magic
13,13939,2024-04-20T19:30:00.000Z,Minnesota Timberwolves,Phoenix Suns
14,13943,2024-04-20T01:30:00.000Z,New Orleans Pelicans,Sacramento Kings
15,13944,2024-04-20T22:00:00.000Z,New York Knicks,Philadelphia 76ers
