,id,date,home_team,away_team
0,13692,2024-04-09T23:00:00.000Z,Charlotte Hornets,Dallas Mavericks
1,13693,2024-04-09T23:00:00.000Z,Philadelphia 76ers,Detroit Pistons
2,13694,2024-04-09T23:00:00.000Z,Toronto Raptors,Indiana Pacers
3,13695,2024-04-09T23:30:00.000Z,Atlanta Hawks,Miami Heat
4,13696,2024-04-09T23:30:00.000Z,Milwaukee Bucks,Boston Celtics
5,13690,2024-04-08T00:30:00.000Z,Golden State Warriors,Utah Jazz
6,13691,2024-04-08T02:00:00.000Z,Los Angeles Lakers,Minnesota Timberwolves
7,13677,2024-04-07T00:00:00.000Z,Memphis Grizzlies,Philadelphia 76ers
8,13678,2024-04-07T01:00:00.000Z,Denver Nuggets,Atlanta Hawks
9,13679,2024-04-07T19:30:00.000Z,Dallas Mavericks,Houston Rockets
10,13680,2024-04-07T19:30:00.000Z,LA Clippers,Cleveland Cavaliers
11,13681,2024-04-07T21:00:00.000Z,Indiana Pacers,Miami Heat
12,13682,2024-04-07T22:00:00.000Z,Boston Celtics,Portland Trail Blazers
13,13683,2024-04-07T22:00:00.000Z,Charlotte Hornets,Oklahoma City Thunder
14,13684,2024-04-07T22:00:00.000Z,Orlando Magic,Chicago Bulls
15,13685,2024-04-07T22:00:00.000Z,Toronto Raptors,Washington Wizards
16,13686,2024-04-07T22:00:00.000Z,Phoenix Suns,New Orleans Pelicans
17,13687,2024-04-07T23:00:00.000Z,Milwaukee Bucks,New York Knicks
18,13688,2024-04-07T23:00:00.000Z,San Antonio Spurs,Philadelphia 76ers
19,13689,2024-04-07T23:30:00.000Z,Brooklyn Nets,Sacramento Kings
20,13645,2024-04-06T00:30:00.000Z,Dallas Mavericks,Golden State Warriors
21,13667,2024-04-06T00:00:00.000Z,Chicago Bulls,New York Knicks
22,13668,2024-04-06T00:00:00.000Z,Houston Rockets,Miami Heat
23,13669,2024-04-06T00:00:00.000Z,Memphis Grizzlies,Detroit Pistons
24,13670,2024-04-06T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors
25,13671,2024-04-06T00:00:00.000Z,New Orleans Pelicans,San Antonio Spurs
26,13673,2024-04-06T02:00:00.000Z,Phoenix Suns,Minnesota Timberwolves
27,13674,2024-04-06T02:30:00.000Z,LA Clippers,Utah Jazz
28,13675,2024-04-06T19:30:00.000Z,Los Angeles Lakers,Cleveland Cavaliers
29,13676,2024-04-06T23:00:00.000Z,Brooklyn Nets,Detroit Pistons
30,13661,2024-04-05T00:00:00.000Z,Houston Rockets,Golden State Warriors
31,13662,2024-04-05T02:00:00.000Z,LA Clippers,Denver Nuggets
32,13663,2024-04-05T23:00:00.000Z,Charlotte Hornets,Orlando Magic
33,13664,2024-04-05T23:00:00.000Z,Indiana Pacers,Oklahoma City Thunder
34,13665,2024-04-05T23:00:00.000Z,Washington Wizards,Portland Trail Blazers
35,13666,2024-04-05T23:30:00.000Z,Boston Celtics,Sacramento Kings
