,id,date,home_team,away_team
0,13634,2024-04-01T01:00:00.000Z,Sacramento Kings,Utah Jazz
1,13635,2024-04-01T23:00:00.000Z,Charlotte Hornets,Boston Celtics
2,13636,2024-04-01T23:00:00.000Z,Detroit Pistons,Memphis Grizzlies
3,13637,2024-04-01T23:00:00.000Z,Indiana Pacers,Brooklyn Nets
4,13638,2024-04-01T23:00:00.000Z,Orlando Magic,Portland Trail Blazers
5,13625,2024-03-31T19:30:00.000Z,Denver Nuggets,Cleveland Cavaliers
6,13626,2024-03-31T22:00:00.000Z,Brooklyn Nets,Los Angeles Lakers
7,13627,2024-03-31T22:00:00.000Z,Charlotte Hornets,LA Clippers
8,13628,2024-03-31T22:00:00.000Z,Toronto Raptors,Philadelphia 76ers
9,13629,2024-03-31T22:00:00.000Z,Washington Wizards,Miami Heat
10,13630,2024-03-31T23:00:00.000Z,New York Knicks,Oklahoma City Thunder
11,13631,2024-03-31T23:00:00.000Z,Houston Rockets,Dallas Mavericks
12,13632,2024-03-31T23:00:00.000Z,Minnesota Timberwolves,Chicago Bulls
13,13633,2024-03-31T23:00:00.000Z,San Antonio Spurs,Golden State Warriors
14,13616,2024-03-30T00:00:00.000Z,Miami Heat,Portland Trail Blazers
15,13617,2024-03-30T00:00:00.000Z,Oklahoma City Thunder,Phoenix Suns
16,13618,2024-03-30T00:00:00.000Z,San Antonio Spurs,New York Knicks
17,13619,2024-03-30T01:00:00.000Z,Denver Nuggets,Minnesota Timberwolves
18,13620,2024-03-30T01:30:00.000Z,Utah Jazz,Houston Rockets
19,13621,2024-03-30T02:00:00.000Z,Sacramento Kings,Dallas Mavericks
20,13622,2024-03-30T21:00:00.000Z,New Orleans Pelicans,Boston Celtics
21,13623,2024-03-30T23:00:00.000Z,Orlando Magic,Memphis Grizzlies
22,13624,2024-03-30T23:30:00.000Z,Atlanta Hawks,Milwaukee Bucks
23,13609,2024-03-29T00:00:00.000Z,New Orleans Pelicans,Milwaukee Bucks
24,13610,2024-03-29T23:00:00.000Z,Charlotte Hornets,Golden State Warriors
25,13611,2024-03-29T23:00:00.000Z,Indiana Pacers,Los Angeles Lakers
26,13612,2024-03-29T23:00:00.000Z,Orlando Magic,LA Clippers
27,13613,2024-03-29T23:00:00.000Z,Washington Wizards,Detroit Pistons
28,13614,2024-03-29T23:30:00.000Z,Brooklyn Nets,Chicago Bulls
29,13615,2024-03-29T23:30:00.000Z,Cleveland Cavaliers,Philadelphia 76ers
30,13602,2024-03-28T00:00:00.000Z,Chicago Bulls,Indiana Pacers
31,13603,2024-03-28T00:00:00.000Z,Memphis Grizzlies,Los Angeles Lakers
32,13604,2024-03-28T00:00:00.000Z,Minnesota Timberwolves,Detroit Pistons
33,13605,2024-03-28T00:00:00.000Z,Oklahoma City Thunder,Houston Rockets
34,13606,2024-03-28T01:00:00.000Z,Utah Jazz,San Antonio Spurs
35,13607,2024-03-28T02:00:00.000Z,Denver Nuggets,Phoenix Suns
36,13608,2024-03-28T23:30:00.000Z,Atlanta Hawks,Boston Celtics
