,id,date,home_team,away_team
0,13645,2024-04-06T00:30:00.000Z,Dallas Mavericks,Golden State Warriors
1,13667,2024-04-06T00:00:00.000Z,Chicago Bulls,New York Knicks
2,13668,2024-04-06T00:00:00.000Z,Houston Rockets,Miami Heat
3,13669,2024-04-06T00:00:00.000Z,Memphis Grizzlies,Detroit Pistons
4,13670,2024-04-06T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors
5,13671,2024-04-06T00:00:00.000Z,New Orleans Pelicans,San Antonio Spurs
6,13673,2024-04-06T02:00:00.000Z,Phoenix Suns,Minnesota Timberwolves
7,13674,2024-04-06T02:30:00.000Z,LA Clippers,Utah Jazz
8,13675,2024-04-06T19:30:00.000Z,Los Angeles Lakers,Cleveland Cavaliers
9,13676,2024-04-06T23:00:00.000Z,Brooklyn Nets,Detroit Pistons
10,13661,2024-04-05T00:00:00.000Z,Houston Rockets,Golden State Warriors
11,13662,2024-04-05T02:00:00.000Z,LA Clippers,Denver Nuggets
12,13663,2024-04-05T23:00:00.000Z,Charlotte Hornets,Orlando Magic
13,13664,2024-04-05T23:00:00.000Z,Indiana Pacers,Oklahoma City Thunder
14,13665,2024-04-05T23:00:00.000Z,Washington Wizards,Portland Trail Blazers
15,13666,2024-04-05T23:30:00.000Z,Boston Celtics,Sacramento Kings
16,13655,2024-04-04T00:00:00.000Z,Milwaukee Bucks,Memphis Grizzlies
17,13656,2024-04-04T00:00:00.000Z,Minnesota Timberwolves,Toronto Raptors
18,13657,2024-04-04T00:00:00.000Z,New Orleans Pelicans,Orlando Magic
19,13658,2024-04-04T02:00:00.000Z,Phoenix Suns,Cleveland Cavaliers
20,13659,2024-04-04T23:30:00.000Z,Miami Heat,Philadelphia 76ers
21,13660,2024-04-04T23:30:00.000Z,New York Knicks,Sacramento Kings
22,13672,2024-04-04T23:30:00.000Z,Dallas Mavericks,Atlanta Hawks
23,13646,2024-04-03T00:00:00.000Z,Minnesota Timberwolves,Houston Rockets
24,13647,2024-04-03T01:00:00.000Z,Denver Nuggets,San Antonio Spurs
25,13648,2024-04-03T01:00:00.000Z,Utah Jazz,Cleveland Cavaliers
26,13649,2024-04-03T02:00:00.000Z,Sacramento Kings,LA Clippers
27,13650,2024-04-03T23:00:00.000Z,Charlotte Hornets,Portland Trail Blazers
28,13651,2024-04-03T23:00:00.000Z,Washington Wizards,Los Angeles Lakers
29,13652,2024-04-03T23:30:00.000Z,Atlanta Hawks,Detroit Pistons
30,13653,2024-04-03T23:30:00.000Z,Boston Celtics,Oklahoma City Thunder
31,13654,2024-04-03T23:30:00.000Z,Brooklyn Nets,Indiana Pacers
32,13933,2024-04-03T02:00:00.000Z,Golden State Warriors,Dallas Mavericks
33,13639,2024-04-02T00:00:00.000Z,Chicago Bulls,Atlanta Hawks
34,13640,2024-04-02T00:00:00.000Z,New Orleans Pelicans,Phoenix Suns
35,13641,2024-04-02T23:30:00.000Z,Philadelphia 76ers,Oklahoma City Thunder
36,13642,2024-04-02T23:00:00.000Z,Toronto Raptors,Los Angeles Lakers
37,13643,2024-04-02T23:00:00.000Z,Washington Wizards,Milwaukee Bucks
38,13644,2024-04-02T23:30:00.000Z,Miami Heat,New York Knicks
