,player_id,firstname,lastname,team,game_id,points,position,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,First Last Name,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,id,date,Unnamed: 0,points_avg,totReb_avg,assists_avg,tpm_avg,Points_Rebounds_Assist_avg,Points_Rebounds_avg,Points_Assist_avg,Rebounds_Assist_avg,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation
3196,18,Kyle,Anderson,Minnesota Timberwolves,13318,5,SF,20,2,6,33.3,0,0,0.0,1,1,100.0,1,1,2,6,1,2,0,0,9,Kyle Anderson,13,7,11,8,13318,2024-02-12,2899.0,5.85,3.35,4.2,0.15,13.4,9.2,10.05,7.55,0.7224999999999994,1.8225000000000002,3.2399999999999993,0.7224999999999999,0.16000000000000028,4.839999999999997,0.9024999999999986,0.20250000000000015
2948,18,Kyle,Anderson,Minnesota Timberwolves,13323,8,SF,22,1,3,33.3,6,6,100.0,0,0,0.0,0,3,3,8,0,0,0,0,29,Kyle Anderson,19,11,16,11,13323,2024-02-13,2651.0,5.85,3.35,4.2,0.15,13.4,9.2,10.05,7.55,4.622500000000001,0.12250000000000007,14.44,0.0225,31.359999999999996,3.2400000000000024,35.40249999999999,11.902500000000002
2528,18,Kyle,Anderson,Minnesota Timberwolves,13339,2,SF,21,1,4,25.0,0,0,0.0,0,0,0.0,2,5,7,3,1,0,2,0,16,Kyle Anderson,12,9,5,10,13339,2024-02-15,2231.0,5.85,3.35,4.2,0.15,13.4,9.2,10.05,7.55,14.822499999999998,13.3225,1.4400000000000004,0.0225,1.960000000000001,0.039999999999999716,25.50250000000001,6.002500000000001
2082,18,Kyle,Anderson,Minnesota Timberwolves,13356,8,SF,29,4,4,100.0,0,0,0.0,0,0,0.0,1,1,2,6,3,2,3,0,9,Kyle Anderson,16,10,14,8,13356,2024-02-23,1785.0,5.85,3.35,4.2,0.15,13.4,9.2,10.05,7.55,4.622500000000001,1.8225000000000002,3.2399999999999993,0.0225,6.759999999999998,0.6400000000000011,15.602499999999994,0.20250000000000015
1866,18,Kyle,Anderson,Minnesota Timberwolves,13363,12,SF,31,6,10,60.0,0,0,0.0,0,2,0.0,0,9,9,3,1,0,0,1,6,Kyle Anderson,24,21,15,12,13363,2024-02-24,1569.0,5.85,3.35,4.2,0.15,13.4,9.2,10.05,7.55,37.822500000000005,31.922500000000003,1.4400000000000004,0.0225,112.36,139.24,24.502499999999994,19.802500000000002
1500,18,Kyle,Anderson,Minnesota Timberwolves,13386,2,SF,15,1,4,25.0,0,0,0.0,0,0,0.0,0,2,2,4,1,2,2,0,1,Kyle Anderson,8,4,6,6,13386,2024-02-27,1203.0,5.85,3.35,4.2,0.15,13.4,9.2,10.05,7.55,14.822499999999998,1.8225000000000002,0.04000000000000007,0.0225,29.160000000000004,27.039999999999992,16.402500000000007,2.4024999999999994
779,18,Kyle,Anderson,Minnesota Timberwolves,13421,8,SF,14,2,5,40.0,4,4,100.0,0,1,0.0,0,3,3,3,2,0,1,1,-5,Kyle Anderson,14,11,11,6,13421,2024-03-03,482.0,5.85,3.35,4.2,0.15,13.4,9.2,10.05,7.55,4.622500000000001,0.12250000000000007,1.4400000000000004,0.0225,0.3599999999999996,3.2400000000000024,0.9024999999999986,2.4024999999999994
524,18,Kyle,Anderson,Minnesota Timberwolves,13429,9,SF,29,3,8,37.5,2,2,100.0,1,2,50.0,0,3,3,5,1,1,1,1,13,Kyle Anderson,17,12,14,8,13429,2024-03-04,227.0,5.85,3.35,4.2,0.15,13.4,9.2,10.05,7.55,9.922500000000003,0.12250000000000007,0.6399999999999997,0.7224999999999999,12.959999999999997,7.840000000000004,15.602499999999994,0.20250000000000015
191,18,Kyle,Anderson,Minnesota Timberwolves,13451,3,SF,28,1,5,20.0,1,2,50.0,0,0,0,0,3,3,4,6,0,1,0,+8,Kyle Anderson,10,6,7,7,13451,2024-03-07,,5.85,3.35,4.2,0.15,13.4,9.2,10.05,7.55,8.122499999999999,0.12250000000000007,0.04000000000000007,0.0225,11.560000000000002,10.239999999999995,9.302500000000004,0.3024999999999998
48,18,Kyle,Anderson,Minnesota Timberwolves,13459,10,SF,35,5,9,55.6,0,1,0,0,0,0,0,3,3,5,1,1,1,0,-15,Kyle Anderson,18,13,15,8,13459,2024-03-08,,5.85,3.35,4.2,0.15,13.4,9.2,10.05,7.55,17.222500000000004,0.12250000000000007,0.6399999999999997,0.0225,21.159999999999997,14.440000000000005,24.502499999999994,0.20250000000000015
3099,20,Giannis,Antetokounmpo,Milwaukee Bucks,13315,36,PF,30,14,19,73.7,8,14,57.1,0,0,0.0,4,14,18,5,2,3,2,2,18,Giannis Antetokounmpo,59,54,41,23,13315,2024-02-12,2802.0,29.9,10.3,6.9,0.85,47.1,40.2,36.8,17.2,37.210000000000015,59.28999999999999,3.610000000000001,0.7224999999999999,141.60999999999996,190.4399999999999,17.640000000000025,33.64000000000001
2885,20,Giannis,Antetokounmpo,Milwaukee Bucks,13321,23,PF,34,11,18,61.1,0,0,0.0,1,2,50.0,2,9,11,8,0,0,5,2,-23,Giannis Antetokounmpo,42,34,31,19,13321,2024-02-13,2588.0,29.9,10.3,6.9,0.85,47.1,40.2,36.8,17.2,47.60999999999998,0.489999999999999,1.2099999999999993,0.022500000000000006,26.010000000000016,38.44000000000003,33.639999999999965,3.2400000000000024
2499,20,Giannis,Antetokounmpo,Milwaukee Bucks,13338,35,PF,37,15,17,88.2,5,9,55.6,0,0,0.0,0,4,4,12,5,0,1,0,-14,Giannis Antetokounmpo,51,39,47,16,13338,2024-02-15,2202.0,29.9,10.3,6.9,0.85,47.1,40.2,36.8,17.2,26.010000000000016,39.69000000000001,26.009999999999998,0.7224999999999999,15.209999999999988,1.4400000000000068,104.04000000000006,1.4399999999999984
2087,20,Giannis,Antetokounmpo,Milwaukee Bucks,13356,33,PF,41,9,13,69.2,14,21,66.7,1,1,100.0,4,9,13,5,1,1,3,0,1,Giannis Antetokounmpo,51,46,38,18,13356,2024-02-23,1790.0,29.9,10.3,6.9,0.85,47.1,40.2,36.8,17.2,9.610000000000008,7.2899999999999965,3.610000000000001,0.022500000000000006,15.209999999999988,33.639999999999965,1.4400000000000068,0.6400000000000011
1922,20,Giannis,Antetokounmpo,Milwaukee Bucks,13365,30,PF,36,10,17,58.8,9,12,75.0,1,2,50.0,1,11,12,9,1,0,6,1,14,Giannis Antetokounmpo,51,42,39,21,13365,2024-02-25,1625.0,29.9,10.3,6.9,0.85,47.1,40.2,36.8,17.2,0.010000000000000285,2.8899999999999975,4.409999999999998,0.022500000000000006,15.209999999999988,3.2399999999999896,4.840000000000012,14.440000000000005
1540,20,Giannis,Antetokounmpo,Milwaukee Bucks,13388,24,PF,24,8,13,61.5,7,8,87.5,1,1,100.0,3,5,8,1,1,0,1,0,25,Giannis Antetokounmpo,33,32,25,9,13388,2024-02-27,1243.0,29.9,10.3,6.9,0.85,47.1,40.2,36.8,17.2,34.80999999999998,5.290000000000004,34.81,0.022500000000000006,198.81000000000003,67.24000000000005,139.23999999999992,67.24
1093,20,Giannis,Antetokounmpo,Milwaukee Bucks,13397,24,PF,33,10,15,66.7,2,3,66.7,2,2,100.0,2,8,10,5,3,0,1,0,16,Giannis Antetokounmpo,39,34,29,15,13397,2024-02-29,796.0,29.9,10.3,6.9,0.85,47.1,40.2,36.8,17.2,34.80999999999998,0.09000000000000043,3.610000000000001,1.3224999999999998,65.61000000000003,38.44000000000003,60.839999999999954,4.839999999999997
1004,20,Giannis,Antetokounmpo,Milwaukee Bucks,13412,46,PF,37,16,22,72.7,12,16,75.0,2,3,66.7,5,11,16,6,3,1,1,1,6,Giannis Antetokounmpo,68,62,52,22,13412,2024-03-01,707.0,29.9,10.3,6.9,0.85,47.1,40.2,36.8,17.2,259.21000000000004,32.489999999999995,0.8100000000000006,1.3224999999999998,436.80999999999995,475.2399999999999,231.04000000000008,23.040000000000006
5753,20,Giannis,Antetokounmpo,Milwaukee Bucks,13447,23,PF,33,8,15,53.3,6,9,66.7,1,3,33.3,2,5,7,6,1,0,2,1,-6,Giannis Antetokounmpo,36,30,29,13,13447,2024-03-06,112.0,29.9,10.3,6.9,0.85,47.1,40.2,36.8,17.2,47.60999999999998,10.890000000000004,0.8100000000000006,0.022500000000000006,123.21000000000004,104.04000000000006,60.839999999999954,17.639999999999993
131,20,Giannis,Antetokounmpo,Milwaukee Bucks,13463,34,PF,39,14,23,60.9,5,7,71.4,1,3,33.3,2,12,14,12,2,1,4,1,-4,Giannis Antetokounmpo,60,48,46,26,13463,2024-03-08,,29.9,10.3,6.9,0.85,47.1,40.2,36.8,17.2,16.810000000000013,13.689999999999994,26.009999999999998,0.022500000000000006,166.40999999999997,60.839999999999954,84.64000000000006,77.44000000000001
2921,36,Harrison,Barnes,Sacramento Kings,13322,9,SF,37,4,8,50.0,0,0,0.0,1,4,25.0,1,4,5,0,3,0,0,0,-3,Harrison Barnes,14,14,9,5,13322,2024-02-13,2624.0,13.5,2.5,1.0,1.6363636363636365,17.0,16.0,14.5,3.5,20.25,6.25,1.0,0.40495867768595056,9.0,4.0,30.25,2.25
2756,36,Harrison,Barnes,Sacramento Kings,13334,20,SF,33,6,9,66.7,5,6,83.3,3,6,50.0,0,5,5,0,2,0,1,1,8,Harrison Barnes,25,25,20,5,13334,2024-02-14,2459.0,13.5,2.5,1.0,1.6363636363636365,17.0,16.0,14.5,3.5,42.25,6.25,1.0,1.8595041322314048,64.0,81.0,30.25,2.25
2469,36,Harrison,Barnes,Sacramento Kings,13351,5,SF,17,2,5,40.0,1,2,50.0,0,1,0.0,1,3,4,0,2,1,0,0,-7,Harrison Barnes,9,9,5,4,13351,2024-02-22,2172.0,13.5,2.5,1.0,1.6363636363636365,17.0,16.0,14.5,3.5,72.25,2.25,1.0,2.6776859504132235,64.0,49.0,90.25,0.25
1835,36,Harrison,Barnes,Sacramento Kings,13375,22,SF,36,8,12,66.7,2,3,66.7,4,7,57.1,1,1,2,1,0,1,1,0,16,Harrison Barnes,25,24,23,3,13375,2024-02-25,1538.0,13.5,2.5,1.0,1.6363636363636365,17.0,16.0,14.5,3.5,72.25,0.25,0.0,5.5867768595041305,64.0,64.0,72.25,0.25
1672,36,Harrison,Barnes,Sacramento Kings,13379,10,SF,20,3,7,42.9,2,2,100.0,2,3,66.7,1,1,2,0,1,1,0,0,-18,Harrison Barnes,12,12,10,2,13379,2024-02-26,1375.0,13.5,2.5,1.0,1.6363636363636365,17.0,16.0,14.5,3.5,12.25,0.25,1.0,0.1322314049586776,25.0,16.0,20.25,2.25
1339,36,Harrison,Barnes,Sacramento Kings,13395,7,SF,20,2,6,33.3,2,2,100.0,1,4,25.0,1,3,4,3,0,0,0,0,-21,Harrison Barnes,14,11,10,7,13395,2024-02-28,1042.0,13.5,2.5,1.0,1.6363636363636365,17.0,16.0,14.5,3.5,42.25,2.25,4.0,0.40495867768595056,9.0,25.0,20.25,12.25
956,36,Harrison,Barnes,Sacramento Kings,13410,14,SF,41,6,12,50.0,0,2,0.0,2,5,40.0,0,2,2,0,3,1,1,0,2,Harrison Barnes,16,16,14,2,13410,2024-03-01,659.0,13.5,2.5,1.0,1.6363636363636365,17.0,16.0,14.5,3.5,0.25,0.25,1.0,0.1322314049586776,1.0,0.0,0.25,2.25
560,36,Harrison,Barnes,Sacramento Kings,13431,10,SF,25,3,7,42.9,3,4,75.0,1,4,25.0,1,0,1,1,0,1,0,0,-7,Harrison Barnes,12,11,11,2,13431,2024-03-04,263.0,13.5,2.5,1.0,1.6363636363636365,17.0,16.0,14.5,3.5,12.25,2.25,0.0,0.40495867768595056,25.0,25.0,12.25,2.25
5797,36,Harrison,Barnes,Sacramento Kings,13449,11,SF,15,5,7,71.4,0,0,0.0,1,3,33.3,0,0,0,0,2,0,2,1,-10,Harrison Barnes,11,11,11,0,13449,2024-03-06,156.0,13.5,2.5,1.0,1.6363636363636365,17.0,16.0,14.5,3.5,6.25,6.25,1.0,0.40495867768595056,36.0,25.0,12.25,12.25
277,36,Harrison,Barnes,Sacramento Kings,13456,17,SF,30,6,9,66.7,5,5,100.0,0,2,0,1,0,1,2,1,0,0,0,-2,Harrison Barnes,20,18,19,3,13456,2024-03-07,,13.5,2.5,1.0,1.6363636363636365,17.0,16.0,14.5,3.5,12.25,2.25,1.0,2.6776859504132235,9.0,4.0,20.25,0.25
5394,40,Nicolas,Batum,Philadelphia 76ers,13216,3,PF,24,1,5,20.0,0,0,0.0,1,4,25.0,3,1,4,1,1,0,0,0,-19,Nicolas Batum,8,7,4,5,13216,2024-01-29,5097.0,4.9,4.5,1.4,0.9,10.8,9.4,6.3,5.9,3.610000000000001,0.25,0.15999999999999992,0.009999999999999995,7.840000000000004,5.760000000000002,5.289999999999999,0.8100000000000006
2255,40,Nicolas,Batum,Philadelphia 76ers,13342,0,PF,18,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,1,5,0,1,0,-12,Nicolas Batum,4,3,1,4,13342,2024-02-22,1958.0,4.9,4.5,1.4,0.9,10.8,9.4,6.3,5.9,24.010000000000005,2.25,0.15999999999999992,0.81,46.24000000000001,40.96000000000001,28.09,3.610000000000001
1909,40,Nicolas,Batum,Philadelphia 76ers,13365,6,PF,17,2,5,40.0,0,0,0.0,2,5,40.0,0,1,1,0,0,1,0,0,-13,Nicolas Batum,7,7,6,1,13365,2024-02-25,1612.0,4.9,4.5,1.4,0.9,10.8,9.4,6.3,5.9,1.2099999999999993,12.25,1.9599999999999997,1.2100000000000002,14.440000000000005,5.760000000000002,0.0899999999999999,24.010000000000005
1470,40,Nicolas,Batum,Philadelphia 76ers,13384,3,PF,20,1,4,25.0,0,0,0.0,1,3,33.3,1,2,3,1,4,1,2,1,-4,Nicolas Batum,7,6,4,4,13384,2024-02-27,1173.0,4.9,4.5,1.4,0.9,10.8,9.4,6.3,5.9,3.610000000000001,2.25,0.15999999999999992,0.009999999999999995,14.440000000000005,11.560000000000002,5.289999999999999,3.610000000000001
860,40,Nicolas,Batum,Philadelphia 76ers,13406,8,PF,27,3,7,42.9,0,0,0.0,2,6,33.3,2,2,4,2,1,0,0,1,-4,Nicolas Batum,14,12,10,6,13406,2024-03-01,563.0,4.9,4.5,1.4,0.9,10.8,9.4,6.3,5.9,9.609999999999998,0.25,0.3600000000000001,1.2100000000000002,10.239999999999995,6.759999999999998,13.690000000000001,0.009999999999999929
744,40,Nicolas,Batum,Philadelphia 76ers,13419,7,PF,32,2,8,25.0,2,2,100.0,1,5,20.0,2,9,11,3,1,3,0,1,4,Nicolas Batum,21,18,10,14,13419,2024-03-03,447.0,4.9,4.5,1.4,0.9,10.8,9.4,6.3,5.9,4.409999999999998,42.25,2.5600000000000005,0.009999999999999995,104.03999999999999,73.96,13.690000000000001,65.61
351,40,Nicolas,Batum,Philadelphia 76ers,13435,2,PF,32,1,6,16.7,0,0,0.0,0,3,0.0,2,5,7,4,2,0,1,1,-1,Nicolas Batum,13,9,6,11,13435,2024-03-05,54.0,4.9,4.5,1.4,0.9,10.8,9.4,6.3,5.9,8.410000000000002,6.25,6.760000000000001,0.81,4.839999999999997,0.16000000000000028,0.0899999999999999,26.009999999999998
5680,40,Nicolas,Batum,Philadelphia 76ers,13444,10,PF,30,3,6,50.0,3,3,100.0,1,2,50.0,3,3,6,1,3,1,1,1,0,Nicolas Batum,17,16,11,7,13444,2024-03-06,39.0,4.9,4.5,1.4,0.9,10.8,9.4,6.3,5.9,26.009999999999998,2.25,0.15999999999999992,0.009999999999999995,38.43999999999999,43.559999999999995,22.090000000000003,1.2099999999999993
4574,45,Bradley,Beal,Phoenix Suns,13238,14,SG,40,5,16,31.3,4,4,100.0,0,7,0.0,1,3,4,10,2,0,4,0,-6,Bradley Beal,28,18,24,14,13238,2024-02-02,4277.0,19.066666666666666,3.8,5.8,1.7333333333333334,28.666666666666668,22.866666666666667,24.866666666666667,9.6,25.67111111111111,0.04000000000000007,17.64,3.0044444444444447,0.44444444444444603,23.68444444444445,0.751111111111112,19.360000000000003
4445,45,Bradley,Beal,Phoenix Suns,13253,43,SG,31,16,21,76.2,7,7,100.0,4,5,80.0,0,2,2,6,1,2,2,0,17,Bradley Beal,51,45,49,8,13253,2024-02-04,4148.0,19.066666666666666,3.8,5.8,1.7333333333333334,28.666666666666668,22.866666666666667,24.866666666666667,9.6,572.8044444444445,3.2399999999999993,0.04000000000000007,5.137777777777777,498.7777777777777,489.8844444444444,582.4177777777777,2.5599999999999987
4069,45,Bradley,Beal,Phoenix Suns,13273,25,SG,38,10,22,45.5,3,5,60.0,2,8,25.0,2,8,10,3,3,3,4,0,9,Bradley Beal,38,35,28,13,13273,2024-02-06,3772.0,19.066666666666666,3.8,5.8,1.7333333333333334,28.666666666666668,22.866666666666667,24.866666666666667,9.6,35.20444444444445,38.440000000000005,7.839999999999999,0.07111111111111108,87.11111111111109,147.21777777777777,9.817777777777774,11.560000000000002
3740,45,Bradley,Beal,Phoenix Suns,13287,30,SG,37,11,21,52.4,2,2,100.0,6,9,66.7,1,1,2,7,2,1,5,0,7,Bradley Beal,39,32,37,9,13287,2024-02-08,3443.0,19.066666666666666,3.8,5.8,1.7333333333333334,28.666666666666668,22.866666666666667,24.866666666666667,9.6,119.53777777777778,3.2399999999999993,1.4400000000000004,18.204444444444444,106.77777777777776,83.41777777777777,147.21777777777777,0.3599999999999996
3331,45,Bradley,Beal,Phoenix Suns,13305,15,SG,34,7,16,43.8,0,0,0.0,1,4,25.0,2,4,6,5,4,2,2,0,2,Bradley Beal,26,21,20,11,13305,2024-02-10,3034.0,19.066666666666666,3.8,5.8,1.7333333333333334,28.666666666666668,22.866666666666667,24.866666666666667,9.6,16.537777777777777,4.840000000000001,0.6399999999999997,0.5377777777777779,7.111111111111118,3.484444444444446,23.68444444444445,1.960000000000001
2911,45,Bradley,Beal,Phoenix Suns,13322,5,SG,5,2,2,100.0,0,0,0.0,1,1,100.0,0,1,1,0,0,0,0,0,3,Bradley Beal,6,6,5,1,13322,2024-02-13,2614.0,19.066666666666666,3.8,5.8,1.7333333333333334,28.666666666666668,22.866666666666667,24.866666666666667,9.6,197.8711111111111,7.839999999999999,33.64,0.5377777777777779,513.7777777777778,284.4844444444445,394.68444444444447,73.96
708,45,Bradley,Beal,Phoenix Suns,13418,7,SG,20,3,6,50.0,0,0,0.0,1,1,100.0,1,1,2,2,0,0,2,0,-16,Bradley Beal,11,9,9,4,13418,2024-03-02,411.0,19.066666666666666,3.8,5.8,1.7333333333333334,28.666666666666668,22.866666666666667,24.866666666666667,9.6,145.60444444444443,3.2399999999999993,14.44,0.5377777777777779,312.11111111111114,192.28444444444446,251.75111111111113,31.359999999999996
648,45,Bradley,Beal,Phoenix Suns,13426,31,SG,34,10,14,71.4,8,10,80.0,3,5,60.0,2,2,4,6,2,0,7,1,5,Bradley Beal,41,35,37,10,13426,2024-03-03,351.0,19.066666666666666,3.8,5.8,1.7333333333333334,28.666666666666668,22.866666666666667,24.866666666666667,9.6,142.40444444444444,0.04000000000000007,0.04000000000000007,1.6044444444444443,152.1111111111111,147.21777777777777,147.21777777777777,0.16000000000000028
476,45,Bradley,Beal,Phoenix Suns,13441,16,SG,36,6,18,33.3,2,2,100.0,2,5,40.0,1,5,6,6,4,2,2,0,4,Bradley Beal,28,22,22,12,13441,2024-03-05,179.0,19.066666666666666,3.8,5.8,1.7333333333333334,28.666666666666668,22.866666666666667,24.866666666666667,9.6,9.404444444444444,4.840000000000001,0.04000000000000007,0.07111111111111108,0.44444444444444603,0.751111111111112,8.21777777777778,5.760000000000002
221,45,Bradley,Beal,Phoenix Suns,13453,20,SG,33,8,16,50.0,3,4,75.0,1,4,25.0,1,1,2,8,2,1,2,1,0,Bradley Beal,30,22,28,10,13453,2024-03-07,,19.066666666666666,3.8,5.8,1.7333333333333334,28.666666666666668,22.866666666666667,24.866666666666667,9.6,0.8711111111111115,3.2399999999999993,4.840000000000001,0.5377777777777779,1.7777777777777746,0.751111111111112,9.817777777777774,0.16000000000000028
2888,46,Malik,Beasley,Milwaukee Bucks,13321,16,SG,28,6,10,60.0,0,0,0.0,4,8,50.0,0,3,3,0,1,3,1,0,-23,Malik Beasley,19,19,16,3,13321,2024-02-13,2591.0,10.904761904761905,3.5714285714285716,1.5714285714285714,2.857142857142857,16.047619047619047,14.476190476190476,12.476190476190476,5.142857142857143,25.96145124716553,0.32653061224489816,2.4693877551020407,1.3061224489795917,8.71655328798186,20.46485260770975,12.417233560090702,4.591836734693879
2502,46,Malik,Beasley,Milwaukee Bucks,13338,9,SG,30,3,10,30.0,0,0,0.0,3,10,30.0,0,2,2,0,4,2,0,0,4,Malik Beasley,11,11,9,2,13338,2024-02-15,2205.0,10.904761904761905,3.5714285714285716,1.5714285714285714,2.857142857142857,16.047619047619047,14.476190476190476,12.476190476190476,5.142857142857143,3.6281179138322006,2.4693877551020416,2.4693877551020407,0.020408163265306103,25.47845804988662,12.08390022675737,12.08390022675737,9.877551020408166
2090,46,Malik,Beasley,Milwaukee Bucks,13356,14,SG,32,5,12,41.7,0,0,0.0,4,9,44.4,0,2,2,3,3,3,0,0,7,Malik Beasley,19,16,17,5,13356,2024-02-23,1793.0,10.904761904761905,3.5714285714285716,1.5714285714285714,2.857142857142857,16.047619047619047,14.476190476190476,12.476190476190476,5.142857142857143,9.58049886621315,2.4693877551020416,2.0408163265306123,1.3061224489795917,8.71655328798186,2.3219954648526073,20.46485260770975,0.020408163265306232
1925,46,Malik,Beasley,Milwaukee Bucks,13365,20,SG,32,7,9,77.8,0,0,0.0,6,7,85.7,0,2,2,1,3,0,1,0,24,Malik Beasley,23,22,21,3,13365,2024-02-25,1628.0,10.904761904761905,3.5714285714285716,1.5714285714285714,2.857142857142857,16.047619047619047,14.476190476190476,12.476190476190476,5.142857142857143,82.72335600907029,2.4693877551020416,0.32653061224489793,9.877551020408163,48.33560090702948,56.60770975056689,72.65532879818593,4.591836734693879
1543,46,Malik,Beasley,Milwaukee Bucks,13388,6,SG,26,2,6,33.3,0,0,0.0,2,6,33.3,0,4,4,4,2,1,0,0,37,Malik Beasley,14,10,10,8,13388,2024-02-27,1246.0,10.904761904761905,3.5714285714285716,1.5714285714285714,2.857142857142857,16.047619047619047,14.476190476190476,12.476190476190476,5.142857142857143,24.056689342403633,0.18367346938775495,5.89795918367347,0.7346938775510206,4.192743764172335,20.036281179138324,6.1315192743764175,8.163265306122447
1096,46,Malik,Beasley,Milwaukee Bucks,13397,19,SG,28,7,12,58.3,0,0,0.0,5,9,55.6,0,2,2,0,1,0,0,0,18,Malik Beasley,21,21,19,2,13397,2024-02-29,799.0,10.904761904761905,3.5714285714285716,1.5714285714285714,2.857142857142857,16.047619047619047,14.476190476190476,12.476190476190476,5.142857142857143,65.5328798185941,2.4693877551020416,2.4693877551020407,4.591836734693877,24.52607709750567,42.560090702947846,42.560090702947846,9.877551020408166
1007,46,Malik,Beasley,Milwaukee Bucks,13412,4,SG,28,1,7,14.3,1,2,50.0,1,7,14.3,0,6,6,2,0,1,1,0,17,Malik Beasley,12,10,6,8,13412,2024-03-01,710.0,10.904761904761905,3.5714285714285716,1.5714285714285714,2.857142857142857,16.047619047619047,14.476190476190476,12.476190476190476,5.142857142857143,47.67573696145125,5.897959183673469,0.18367346938775514,3.4489795918367347,16.383219954648524,20.036281179138324,41.941043083900226,8.163265306122447
505,46,Malik,Beasley,Milwaukee Bucks,13428,5,SG,29,2,11,18.2,0,0,0.0,1,7,14.3,1,3,4,2,5,3,1,0,-3,Malik Beasley,11,9,7,6,13428,2024-03-04,208.0,10.904761904761905,3.5714285714285716,1.5714285714285714,2.857142857142857,16.047619047619047,14.476190476190476,12.476190476190476,5.142857142857143,34.86621315192744,0.18367346938775495,0.18367346938775514,3.4489795918367347,25.47845804988662,29.988662131519277,29.988662131519277,0.7346938775510198
5756,46,Malik,Beasley,Milwaukee Bucks,13447,4,SG,32,2,10,20.0,0,0,0.0,0,6,0.0,1,2,3,1,1,1,1,1,-19,Malik Beasley,8,7,5,4,13447,2024-03-06,115.0,10.904761904761905,3.5714285714285716,1.5714285714285714,2.857142857142857,16.047619047619047,14.476190476190476,12.476190476190476,5.142857142857143,47.67573696145125,0.32653061224489816,0.32653061224489793,8.16326530612245,64.7641723356009,55.89342403628118,55.89342403628118,1.3061224489795926
134,46,Malik,Beasley,Milwaukee Bucks,13463,14,SG,34,5,12,41.7,0,0,0,4,9,44.4,1,3,4,2,3,1,1,0,+11,Malik Beasley,20,18,16,6,13463,2024-03-08,,10.904761904761905,3.5714285714285716,1.5714285714285714,2.857142857142857,16.047619047619047,14.476190476190476,12.476190476190476,5.142857142857143,9.58049886621315,0.18367346938775495,0.18367346938775514,1.3061224489795917,15.621315192743765,12.417233560090702,12.417233560090702,0.7346938775510198
3208,52,Davis,Bertans,Charlotte Hornets,13299,9,SF,12,3,5,60.0,0,0,0.0,3,5,60.0,0,2,2,1,1,2,0,0,10,Davis Bertans,12,11,10,3,13299,2024-02-10,2911.0,9.0,2.0833333333333335,0.9166666666666666,2.6666666666666665,12.0,11.083333333333334,9.916666666666666,3.0,0.0,0.006944444444444469,0.006944444444444451,0.11111111111111122,0.0,0.006944444444444543,0.006944444444444543,0.0
2985,52,Davis,Bertans,Charlotte Hornets,13309,3,SF,12,1,6,16.7,0,0,0.0,1,6,16.7,0,0,0,0,1,0,0,0,-8,Davis Bertans,3,3,3,0,13309,2024-02-12,2688.0,9.0,2.0833333333333335,0.9166666666666666,2.6666666666666665,12.0,11.083333333333334,9.916666666666666,3.0,36.0,4.340277777777779,0.8402777777777777,2.7777777777777772,81.0,65.34027777777779,47.84027777777777,9.0
2561,52,Davis,Bertans,Charlotte Hornets,13325,3,SF,13,1,4,25.0,0,0,0.0,1,4,25.0,0,1,1,1,1,0,0,0,13,Davis Bertans,5,4,4,2,13325,2024-02-14,2264.0,9.0,2.0833333333333335,0.9166666666666666,2.6666666666666665,12.0,11.083333333333334,9.916666666666666,3.0,36.0,1.1736111111111114,0.006944444444444451,2.7777777777777772,49.0,50.17361111111112,35.006944444444436,1.0
2441,52,Davis,Bertans,Charlotte Hornets,13349,9,SF,6,3,3,100.0,0,0,0.0,3,3,100.0,0,0,0,0,2,0,0,0,7,Davis Bertans,9,9,9,0,13349,2024-02-22,2144.0,9.0,2.0833333333333335,0.9166666666666666,2.6666666666666665,12.0,11.083333333333334,9.916666666666666,3.0,0.0,4.340277777777779,0.8402777777777777,0.11111111111111122,9.0,4.34027777777778,0.8402777777777767,9.0
1559,52,Davis,Bertans,Charlotte Hornets,13388,12,SF,15,4,8,50.0,0,0,0.0,4,8,50.0,0,0,0,0,1,0,0,0,-9,Davis Bertans,12,12,12,0,13388,2024-02-27,1262.0,9.0,2.0833333333333335,0.9166666666666666,2.6666666666666665,12.0,11.083333333333334,9.916666666666666,3.0,9.0,4.340277777777779,0.8402777777777777,1.7777777777777781,0.0,0.8402777777777767,4.34027777777778,9.0
1089,52,Davis,Bertans,Charlotte Hornets,13397,8,SF,15,2,3,66.7,2,3,66.7,2,3,66.7,0,0,0,0,1,0,0,0,3,Davis Bertans,8,8,8,0,13397,2024-02-29,792.0,9.0,2.0833333333333335,0.9166666666666666,2.6666666666666665,12.0,11.083333333333334,9.916666666666666,3.0,1.0,4.340277777777779,0.8402777777777777,0.44444444444444425,16.0,9.506944444444448,3.673611111111109,9.0
