,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,13964,Nuggets,108,28,9,36,45,6,14,1,16,38,2,,,,,,,42,89,8,9,16,13964,2024-04-30
1,13964,Lakers,106,30,11,30,41,7,9,6,10,35,-2,,,,,,,39,84,18,27,12,13964,2024-04-30
2,13988,Pelicans,89,22,12,38,50,10,19,8,8,34,-8,,,,,,,32,85,17,20,25,13988,2024-04-30
3,13988,Thunder,97,18,8,36,44,9,14,7,12,40,8,,,,,,,35,82,15,24,18,13988,2024-04-30
4,13963,Suns,116,20,10,23,33,6,12,7,10,26,-6,,,,,,,38,74,30,36,26,13963,2024-04-29
5,13963,Timberwolves,122,23,17,27,44,6,12,6,15,36,6,,,,,,,41,89,25,31,27,13963,2024-04-29
6,13989,Heat,88,17,8,34,42,4,15,3,9,33,-14,,,,,,,35,86,9,12,18,13989,2024-04-29
7,13989,Celtics,102,21,11,35,46,5,11,3,14,37,14,,,,,,,36,86,16,18,20,13989,2024-04-29
8,13959,Lakers,119,23,8,38,46,6,12,2,8,26,11,,,,,,,48,92,15,18,20,13959,2024-04-28
9,13959,Nuggets,108,30,9,31,40,9,14,4,9,30,-11,,,,,,,39,87,21,25,15,13959,2024-04-28
10,13960,76ers,92,23,9,33,42,5,9,5,9,33,-5,,,,,,,29,82,25,29,24,13960,2024-04-28
11,13960,Knicks,97,19,15,37,52,1,12,11,7,27,5,,,,,,,37,86,16,26,19,13960,2024-04-28
12,13961,Mavericks,111,22,14,28,42,5,17,5,11,33,-5,,,,,,,40,81,20,25,21,13961,2024-04-28
13,13961,Clippers,116,22,5,24,29,10,13,6,18,29,5,,,,,,,43,80,12,18,27,13961,2024-04-28
14,13962,Pacers,126,33,5,33,38,5,8,6,22,43,13,,,,,,,46,89,12,18,18,13962,2024-04-28
15,13962,Bucks,113,26,7,35,42,5,9,4,12,33,-13,,,,,,,46,90,9,14,18,13962,2024-04-28
16,13956,Mavericks,101,21,11,25,36,12,9,7,9,35,11,,,,,,,39,86,14,19,16,13956,2024-04-27
17,13956,Clippers,90,19,8,33,41,5,19,4,10,29,-11,,,,,,,32,70,16,20,24,13956,2024-04-27
18,13957,Suns,109,24,5,23,28,8,10,3,11,28,-17,,,,,,,35,76,28,32,26,13957,2024-04-27
19,13957,Timberwolves,126,26,15,35,50,5,14,1,13,34,17,,,,,,,43,87,27,31,25,13957,2024-04-27
20,13958,Magic,112,24,8,35,43,7,18,6,12,26,23,,,,,,,43,77,14,19,19,13958,2024-04-27
21,13958,Cavaliers,89,24,2,27,29,10,15,3,4,17,-23,,,,,,,34,72,17,21,20,13958,2024-04-27
22,13986,Pelicans,85,18,11,34,45,14,21,2,9,32,-21,,,,,,,32,84,12,14,15,13986,2024-04-27
23,13986,Thunder,106,27,9,38,47,13,16,5,17,36,21,,,,,,,40,83,9,13,14,13986,2024-04-27
24,13987,Heat,84,21,9,27,36,2,12,2,9,28,-20,,,,,,,32,77,11,14,14,13987,2024-04-27
25,13987,Celtics,104,22,10,33,43,4,6,6,11,37,20,,,,,,,39,82,15,21,16,13987,2024-04-27
26,13954,Lakers,105,23,8,30,38,8,7,2,5,27,-7,,,,,,,44,90,12,17,16,13954,2024-04-26
27,13954,Nuggets,112,27,14,37,51,4,13,3,5,28,7,,,,,,,44,90,19,22,14,13954,2024-04-26
28,13955,Pacers,121,32,19,31,50,5,8,4,13,49,3,,,,,,,45,105,18,24,20,13955,2024-04-26
29,13955,Bucks,118,20,11,32,43,6,12,2,10,31,-3,,,,,,,41,88,26,27,26,13955,2024-04-26
