,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,13530,Clippers,93,17,10,30,40,10,16,5,11,36,-17,,,,,,,28,74,26,29,13,13530,2024-03-18
1,13530,Hawks,110,32,10,35,45,10,16,7,17,34,17,,,,,,,41,84,11,12,22,13530,2024-03-18
2,13519,Bulls,127,33,12,39,51,9,15,4,8,24,29,,,,,,,49,85,21,29,16,13519,2024-03-17
3,13519,Wizards,98,27,9,23,32,12,16,7,13,32,-29,,,,,,,36,84,13,22,21,13519,2024-03-17
4,13520,Grizzlies,112,34,7,29,36,7,14,4,18,44,-6,,,,,,,37,81,20,26,20,13520,2024-03-17
5,13520,Thunder,118,25,8,37,45,7,12,8,12,35,6,,,,,,,45,87,16,21,19,13520,2024-03-17
6,13521,Lakers,121,32,8,31,39,3,10,4,12,34,-7,,,,,,,47,92,15,18,13,13521,2024-03-17
7,13521,Warriors,128,38,14,31,45,3,7,4,14,34,7,,,,,,,51,97,12,15,19,13521,2024-03-17
8,13522,Jazz,100,23,10,41,51,4,16,5,6,26,-19,,,,,,,38,83,18,21,14,13522,2024-03-17
9,13522,Timberwolves,119,31,7,37,44,8,9,6,19,41,19,,,,,,,44,93,12,15,16,13522,2024-03-17
10,13523,Kings,91,22,11,31,42,7,12,5,10,37,-7,,,,,,,30,85,21,26,20,13523,2024-03-17
11,13523,Knicks,98,19,10,42,52,8,16,9,11,39,7,,,,,,,37,86,13,16,21,13523,2024-03-17
12,13524,Bucks,140,35,10,25,35,11,11,2,24,41,11,,,,,,,51,94,14,14,12,13524,2024-03-17
13,13524,Suns,129,36,7,32,39,7,14,5,14,33,-11,,,,,,,51,87,13,15,16,13524,2024-03-17
14,13525,Pistons,101,24,7,37,44,4,12,7,14,36,-3,,,,,,,38,83,11,14,19,13525,2024-03-17
15,13525,Heat,104,24,11,36,47,7,10,2,12,35,3,,,,,,,40,89,12,16,11,13525,2024-03-17
16,13526,Mavericks,107,22,22,38,60,5,12,5,9,35,2,,,,,,,42,100,14,21,21,13526,2024-03-17
17,13526,Nuggets,105,26,6,31,37,7,8,6,12,28,-2,,,,,,,37,84,19,22,16,13526,2024-03-17
18,13527,Magic,111,22,10,29,39,7,15,4,11,36,15,,,,,,,43,85,14,20,16,13527,2024-03-17
19,13527,Raptors,96,23,11,26,37,7,18,3,8,31,-15,,,,,,,37,84,14,15,18,13527,2024-03-17
20,13528,Wizards,104,24,10,30,40,3,16,5,10,34,-26,,,,,,,41,89,12,14,20,13528,2024-03-17
21,13528,Celtics,130,30,12,31,43,9,15,6,24,50,26,,,,,,,43,87,20,24,17,13528,2024-03-17
22,13529,Spurs,122,30,13,37,50,6,18,10,9,37,7,,,,,,,46,99,21,23,17,13529,2024-03-17
23,13529,Nets,115,29,11,37,48,13,12,5,8,31,-7,,,,,,,47,102,13,19,20,13529,2024-03-17
24,13512,Pelicans,112,28,9,31,40,8,9,2,13,35,8,,,,,,,42,87,15,20,21,13512,2024-03-16
25,13512,Clippers,104,18,5,32,37,6,15,8,12,33,-8,,,,,,,37,77,18,19,17,13512,2024-03-16
26,13513,Spurs,106,23,12,32,44,6,17,4,11,29,-11,,,,,,,37,81,21,27,13,13513,2024-03-16
27,13513,Nuggets,117,37,7,33,40,13,13,5,10,25,11,,,,,,,49,89,9,12,20,13513,2024-03-16
28,13514,Jazz,124,24,10,39,49,6,13,7,14,36,2,,,,,,,46,90,18,20,21,13514,2024-03-16
29,13514,Hawks,122,32,11,30,41,7,9,5,20,39,-2,,,,,,,41,92,20,27,16,13514,2024-03-16
30,13515,Rockets,117,28,11,37,48,9,10,7,15,42,14,,,,,,,47,98,8,12,19,13515,2024-03-16
31,13515,Cavaliers,103,22,7,38,45,6,16,7,12,38,-14,,,,,,,37,82,17,20,12,13515,2024-03-16
32,13516,Pacers,121,21,17,33,50,13,13,4,6,30,21,,,,,,,50,105,15,16,23,13516,2024-03-16
33,13516,Nets,100,18,12,33,45,8,21,3,10,25,-21,,,,,,,33,77,24,31,18,13516,2024-03-16
34,13517,76ers,109,25,10,31,41,9,16,4,13,41,11,,,,,,,36,81,24,25,23,13517,2024-03-16
35,13517,Hornets,98,21,12,28,40,11,16,4,10,31,-11,,,,,,,37,82,14,18,21,13517,2024-03-16
36,13518,Pelicans,126,36,10,29,39,8,10,5,13,33,19,,,,,,,52,97,9,10,13,13518,2024-03-16
37,13518,Trail Blazers,107,23,10,26,36,3,20,7,12,33,-19,,,,,,,42,84,11,12,15,13518,2024-03-16
38,13504,Bulls,111,28,11,25,36,4,13,2,16,35,-15,,,,,,,41,86,13,16,14,13504,2024-03-15
39,13504,Clippers,126,32,6,29,35,9,10,2,20,40,15,,,,,,,48,80,10,14,16,13504,2024-03-15
40,13505,Rockets,135,24,8,39,47,7,19,1,12,28,16,,,,,,,51,87,21,24,19,13505,2024-03-15
41,13505,Wizards,119,29,7,25,32,11,14,2,12,38,-16,,,,,,,46,93,15,19,19,13505,2024-03-15
42,13506,Bucks,114,29,6,31,37,6,15,4,16,36,9,,,,,,,39,72,20,24,14,13506,2024-03-15
43,13506,76ers,105,20,6,24,30,6,13,4,17,35,-9,,,,,,,39,79,10,14,18,13506,2024-03-15
44,13507,Thunder,126,28,8,26,34,10,13,7,16,39,7,,,,,,,45,86,20,23,24,13507,2024-03-15
45,13507,Mavericks,119,25,10,30,40,6,19,2,12,29,-7,,,,,,,43,84,21,26,20,13507,2024-03-15
46,13508,Trail Blazers,93,19,13,32,45,10,18,2,11,33,-12,,,,,,,34,84,14,16,19,13508,2024-03-15
47,13508,Knicks,105,16,15,35,50,11,15,1,6,29,12,,,,,,,38,87,23,26,18,13508,2024-03-15
48,13509,Hornets,96,20,12,36,48,6,5,3,6,37,-11,,,,,,,35,94,20,27,16,13509,2024-03-15
49,13509,Suns,107,31,10,47,57,3,10,3,11,38,11,,,,,,,40,87,16,20,20,13509,2024-03-15
50,13510,Pistons,95,27,9,39,48,5,18,2,10,38,-13,,,,,,,36,84,13,15,16,13510,2024-03-15
51,13510,Heat,108,23,9,35,44,14,8,6,7,34,13,,,,,,,43,91,15,21,16,13510,2024-03-15
52,13511,Raptors,103,24,9,31,40,11,16,4,14,34,-10,,,,,,,38,81,13,20,24,13511,2024-03-15
53,13511,Magic,113,25,6,33,39,7,15,4,14,31,10,,,,,,,40,80,19,22,15,13511,2024-03-15
54,13498,Grizzlies,98,24,16,30,46,12,24,5,16,40,-12,,,,,,,36,85,10,11,19,13498,2024-03-14
55,13498,Hornets,110,26,6,29,35,12,20,7,13,36,12,,,,,,,44,82,9,13,11,13498,2024-03-14
56,13499,Pelicans,95,22,7,36,43,7,12,6,4,22,-21,,,,,,,35,80,21,26,13,13499,2024-03-14
57,13499,Cavaliers,116,38,8,38,46,4,12,4,20,45,21,,,,,,,47,92,2,3,18,13499,2024-03-14
58,13500,Mavericks,109,30,9,33,42,6,17,13,6,27,10,,,,,,,44,82,15,19,16,13500,2024-03-14
59,13500,Warriors,99,19,15,27,42,9,17,3,9,28,-10,,,,,,,37,92,16,19,20,13500,2024-03-14
60,13501,Trail Blazers,106,24,12,37,49,7,18,5,10,30,4,,,,,,,38,82,20,24,21,13501,2024-03-14
61,13501,Hawks,102,19,13,25,38,11,15,6,14,39,-4,,,,,,,38,88,12,18,23,13501,2024-03-14
62,13502,Kings,120,30,9,35,44,11,14,2,19,41,13,,,,,,,46,88,9,12,19,13502,2024-03-14
63,13502,Lakers,107,25,7,31,38,8,14,2,14,32,-13,,,,,,,38,78,17,22,12,13502,2024-03-14
64,13503,Celtics,127,31,6,27,33,12,10,5,25,50,15,,,,,,,47,89,8,11,13,13503,2024-03-14
65,13503,Suns,112,27,19,32,51,4,14,3,11,31,-15,,,,,,,47,99,7,10,12,13503,2024-03-14
