,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,13950,Bucks,108,24,8,32,40,4,8,4,13,32,-17,,,,,,,38,86,19,21,13,13950,2024-04-24
1,13950,Pacers,125,38,7,38,45,3,6,6,16,36,17,,,,,,,50,90,9,14,18,13950,2024-04-24
2,13951,Clippers,93,18,14,33,47,9,9,4,8,30,-3,,,,,,,32,87,21,26,19,13951,2024-04-24
3,13951,Mavericks,96,17,11,39,50,8,14,7,14,33,3,,,,,,,32,76,18,27,23,13951,2024-04-24
4,13948,Nuggets,101,26,9,36,45,6,9,4,8,34,2,,,,,,,39,88,15,17,17,13948,2024-04-23
5,13948,Lakers,99,24,4,34,38,6,15,3,13,30,-2,,,,,,,38,78,10,13,20,13948,2024-04-23
6,13949,Timberwolves,105,23,10,29,39,11,14,2,9,32,12,,,,,,,35,78,26,30,21,13949,2024-04-23
7,13949,Suns,93,19,11,30,41,7,20,1,8,22,-12,,,,,,,35,78,15,19,22,13949,2024-04-23
8,13946,Cavaliers,96,18,15,33,48,11,15,6,12,39,10,,,,,,,34,82,16,26,24,13946,2024-04-22
9,13946,Magic,86,18,11,30,41,8,17,5,9,35,-10,,,,,,,29,80,19,26,22,13946,2024-04-22
10,13947,Knicks,104,22,12,34,46,5,8,6,11,33,3,,,,,,,37,91,19,23,17,13947,2024-04-22
11,13947,76ers,101,26,10,34,44,3,11,6,13,36,-3,,,,,,,36,84,16,22,21,13947,2024-04-22
12,13983,Thunder,94,21,8,36,44,5,13,7,10,32,2,,,,,,,37,85,10,13,13,13983,2024-04-22
13,13983,Pelicans,92,22,18,34,52,7,14,6,11,39,-2,,,,,,,37,96,7,9,16,13983,2024-04-22
14,13940,Bucks,109,21,5,42,47,5,12,5,14,37,15,,,,,,,41,87,13,13,22,13940,2024-04-21
15,13940,Pacers,94,20,14,36,50,4,13,5,8,38,-15,,,,,,,36,91,14,21,16,13940,2024-04-21
16,13941,Clippers,109,21,10,35,45,5,14,3,18,36,12,,,,,,,40,87,11,13,22,13941,2024-04-21
17,13941,Mavericks,97,14,9,32,41,7,9,9,10,33,-12,,,,,,,31,80,25,33,15,13941,2024-04-21
18,13945,Nuggets,114,27,15,34,49,7,6,4,15,42,11,,,,,,,47,102,5,6,20,13945,2024-04-21
19,13945,Lakers,103,22,6,34,40,3,12,7,8,29,-11,,,,,,,39,79,17,19,15,13945,2024-04-21
20,13982,Celtics,114,27,10,34,44,6,11,6,22,49,20,,,,,,,39,82,14,16,10,13982,2024-04-21
21,13982,Heat,94,23,5,29,34,4,11,1,12,37,-20,,,,,,,38,81,6,6,13,13982,2024-04-21
22,13938,Cavaliers,97,21,10,44,54,9,18,4,8,30,14,,,,,,,36,81,17,21,21,13938,2024-04-20
23,13938,Magic,83,16,11,29,40,12,12,7,8,37,-14,,,,,,,28,86,19,30,25,13938,2024-04-20
24,13939,Timberwolves,120,26,13,39,52,8,15,2,12,32,25,,,,,,,44,88,20,22,24,13939,2024-04-20
25,13939,Suns,95,16,3,25,28,9,15,6,9,28,-25,,,,,,,33,75,20,25,19,13939,2024-04-20
26,13943,Pelicans,105,29,11,34,45,9,16,8,7,19,7,,,,,,,44,85,10,13,19,13943,2024-04-20
27,13943,Kings,98,21,14,26,40,9,15,4,11,41,-7,,,,,,,36,88,15,22,17,13943,2024-04-20
28,13944,Knicks,111,20,23,32,55,6,12,7,16,35,7,,,,,,,36,91,23,28,18,13944,2024-04-20
29,13944,76ers,104,17,9,24,33,8,11,7,12,35,-7,,,,,,,36,81,20,22,21,13944,2024-04-20
