,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,14019,Cavaliers,93,17,7,28,35,4,8,2,12,36,-13,,,,,,,36,84,9,10,14,14019,2024-05-12
1,14019,Celtics,106,22,9,35,44,3,12,4,13,34,13,,,,,,,41,80,11,14,14,14019,2024-05-12
2,13998,Timberwolves,90,23,5,27,32,5,16,3,10,33,-27,,,,,,,31,71,18,25,20,13998,2024-05-11
3,13998,Nuggets,117,26,8,32,40,9,11,4,14,29,27,,,,,,,43,80,17,20,25,13998,2024-05-11
4,14009,Mavericks,105,21,15,33,48,7,14,2,11,33,4,,,,,,,39,91,16,25,16,14009,2024-05-11
5,14009,Thunder,101,23,6,35,41,7,14,11,10,30,-4,,,,,,,38,81,15,19,22,14009,2024-05-11
6,14005,Pacers,111,22,13,29,42,6,10,6,12,32,5,,,,,,,42,89,15,18,20,14005,2024-05-10
7,14005,Knicks,106,19,10,31,41,6,13,6,14,27,-5,,,,,,,38,80,16,22,18,14005,2024-05-10
8,14008,Thunder,110,25,8,33,41,5,10,6,10,30,-9,,,,,,,42,89,16,17,18,14008,2024-05-10
9,14008,Mavericks,119,30,12,32,44,8,10,6,18,37,9,,,,,,,42,90,17,24,21,14008,2024-05-10
10,14004,Knicks,130,28,12,32,44,5,11,3,14,30,9,,,,,,,49,86,18,22,14,14004,2024-05-09
11,14004,Pacers,121,33,14,20,34,5,9,3,15,34,-9,,,,,,,48,93,10,17,17,14004,2024-05-09
12,14018,Celtics,94,22,6,25,31,5,7,3,8,35,-24,,,,,,,33,80,20,24,15,14018,2024-05-09
13,14018,Cavaliers,118,24,7,37,44,4,12,3,13,28,24,,,,,,,47,86,11,16,20,14018,2024-05-09
14,14007,Thunder,117,29,16,36,52,8,11,8,16,35,22,,,,,,,40,89,21,28,18,14007,2024-05-08
15,14007,Mavericks,95,19,11,28,39,5,16,8,12,35,-22,,,,,,,33,84,17,25,21,14007,2024-05-08
