,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,13997,Nuggets,80,16,18,32,50,6,19,6,9,30,-26,,,,,,,29,83,13,18,14,13997,2024-05-07
1,13997,Timberwolves,106,28,10,32,42,11,12,12,13,33,26,,,,,,,42,84,9,14,20,13997,2024-05-07
2,14003,Knicks,121,25,8,32,40,5,15,4,11,23,4,,,,,,,44,82,22,26,19,14003,2024-05-06
3,14003,Pacers,117,32,7,25,32,9,8,5,10,26,-4,,,,,,,46,88,15,19,22,14003,2024-05-06
4,13981,Cavaliers,106,19,10,38,48,8,16,8,8,24,12,,,,,,,34,77,30,36,23,13981,2024-05-05
5,13981,Magic,94,17,18,31,49,11,17,4,10,31,-12,,,,,,,29,86,26,30,32,13981,2024-05-05
6,13974,Mavericks,114,26,18,27,45,6,10,4,12,36,13,,,,,,,40,83,22,33,24,13974,2024-05-04
7,13974,Clippers,101,23,16,29,45,4,11,2,8,31,-13,,,,,,,34,82,25,32,26,13974,2024-05-04
8,13996,Nuggets,99,24,3,31,34,12,12,2,13,31,-7,,,,,,,35,75,16,20,18,13996,2024-05-04
9,13996,Timberwolves,106,24,7,35,42,4,14,6,11,27,7,,,,,,,43,82,9,12,20,13996,2024-05-04
10,13972,76ers,115,20,16,30,46,6,12,5,17,40,-3,,,,,,,38,87,22,23,22,13972,2024-05-03
11,13972,Knicks,118,28,20,28,48,6,9,8,14,31,3,,,,,,,43,93,18,24,17,13972,2024-05-03
12,13975,Magic,103,19,15,33,48,6,14,4,11,36,7,,,,,,,35,89,22,26,15,13975,2024-05-03
13,13975,Cavaliers,96,15,7,31,38,8,15,10,7,28,-7,,,,,,,42,86,5,10,23,13975,2024-05-03
