,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,13646,Timberwolves,113,29,6,33,39,12,18,5,11,26,7,,,,,,,41,77,20,22,17,13646,2024-04-03
1,13646,Rockets,106,23,12,25,37,10,15,0,14,48,-7,,,,,,,41,92,10,14,23,13646,2024-04-03
2,13647,Nuggets,110,28,11,41,52,5,8,10,11,34,5,,,,,,,43,98,13,16,15,13647,2024-04-03
3,13647,Spurs,105,33,15,44,59,4,8,12,13,44,-5,,,,,,,42,105,8,16,19,13647,2024-04-03
4,13648,Jazz,113,26,7,26,33,7,20,3,16,37,-16,,,,,,,41,85,15,18,22,13648,2024-04-03
5,13648,Cavaliers,129,38,9,32,41,10,15,6,16,39,16,,,,,,,46,85,21,24,14,13648,2024-04-03
6,13649,Kings,109,29,20,36,56,10,10,6,12,42,14,,,,,,,39,92,19,25,18,13649,2024-04-03
7,13649,Clippers,95,18,9,29,38,6,16,1,11,27,-14,,,,,,,31,76,22,27,21,13649,2024-04-03
8,13933,Warriors,104,29,11,41,52,9,17,4,15,32,4,,,,,,,41,90,7,7,18,13933,2024-04-03
9,13933,Mavericks,100,27,8,34,42,8,15,7,15,40,-4,,,,,,,39,89,7,11,14,13933,2024-04-03
10,13639,Bulls,101,17,16,35,51,8,8,2,7,28,-12,,,,,,,37,94,20,24,17,13639,2024-04-02
11,13639,Hawks,113,29,8,37,45,4,15,5,19,40,12,,,,,,,41,82,12,18,21,13639,2024-04-02
12,13640,Pelicans,111,29,12,25,37,10,9,1,11,27,-13,,,,,,,42,89,16,24,17,13640,2024-04-02
13,13640,Suns,124,29,16,33,49,7,14,6,18,47,13,,,,,,,43,87,20,25,21,13640,2024-04-02
14,13641,76ers,109,27,9,33,42,8,18,4,14,30,4,,,,,,,36,78,23,25,20,13641,2024-04-02
15,13641,Thunder,105,30,12,31,43,10,15,9,13,39,-4,,,,,,,37,87,18,22,18,13641,2024-04-02
16,13642,Raptors,111,25,5,35,40,11,17,6,10,32,-17,,,,,,,43,89,15,21,19,13642,2024-04-02
17,13642,Lakers,128,38,13,34,47,6,15,8,18,41,17,,,,,,,52,101,6,12,17,13642,2024-04-02
18,13643,Wizards,117,26,5,39,44,9,11,2,9,38,4,,,,,,,47,93,14,17,20,13643,2024-04-02
19,13643,Bucks,113,31,18,39,57,8,12,6,11,48,-4,,,,,,,45,103,12,18,17,13643,2024-04-02
20,13644,Heat,109,24,7,32,39,5,18,4,17,38,10,,,,,,,36,74,20,21,17,13644,2024-04-02
21,13644,Knicks,99,25,7,23,30,11,14,2,12,34,-10,,,,,,,35,76,17,21,17,13644,2024-04-02
22,13634,Kings,127,34,13,31,44,8,15,6,20,40,21,,,,,,,45,84,17,23,23,13634,2024-04-01
23,13634,Jazz,106,22,11,22,33,6,12,4,16,41,-21,,,,,,,34,83,22,28,18,13634,2024-04-01
24,13635,Hornets,104,28,8,32,40,3,7,2,13,37,-14,,,,,,,41,91,9,11,15,13635,2024-04-01
25,13635,Celtics,118,28,11,40,51,3,11,3,19,53,14,,,,,,,43,89,13,16,15,13635,2024-04-01
26,13636,Pistons,108,22,9,32,41,7,14,9,11,28,-2,,,,,,,40,79,17,22,16,13636,2024-04-01
27,13636,Grizzlies,110,28,15,29,44,11,13,9,11,33,2,,,,,,,40,91,19,23,18,13636,2024-04-01
28,13637,Pacers,133,35,14,33,47,6,10,9,13,31,22,,,,,,,53,103,14,17,21,13637,2024-04-01
29,13637,Nets,111,20,12,31,43,3,15,4,10,26,-22,,,,,,,41,87,19,28,19,13637,2024-04-01
30,13638,Magic,104,26,9,34,43,4,16,6,11,32,1,,,,,,,36,76,21,27,17,13638,2024-04-01
31,13638,Trail Blazers,103,28,11,33,44,9,11,3,11,31,-1,,,,,,,40,90,12,15,21,13638,2024-04-01
32,13625,Nuggets,130,36,11,40,51,7,17,4,21,33,29,,,,,,,50,87,9,13,19,13625,2024-03-31
33,13625,Cavaliers,101,26,6,22,28,10,15,4,8,25,-29,,,,,,,38,82,17,21,12,13625,2024-03-31
34,13626,Nets,104,19,9,29,38,12,13,3,12,36,-12,,,,,,,39,92,14,19,17,13626,2024-03-31
35,13626,Lakers,116,24,6,44,50,8,20,6,15,40,12,,,,,,,42,77,17,22,15,13626,2024-03-31
36,13627,Hornets,118,32,5,26,31,3,9,2,23,52,-12,,,,,,,44,88,7,11,25,13627,2024-03-31
37,13627,Clippers,130,28,7,34,41,4,10,5,14,29,12,,,,,,,43,75,30,34,16,13627,2024-03-31
38,13628,Raptors,120,31,7,23,30,9,12,2,11,30,-15,,,,,,,47,90,15,20,14,13628,2024-03-31
39,13628,76ers,135,28,9,30,39,6,16,10,24,43,15,,,,,,,49,83,13,16,17,13628,2024-03-31
40,13629,Wizards,107,27,7,35,42,6,16,1,11,38,-12,,,,,,,40,88,16,21,22,13629,2024-03-31
41,13629,Heat,119,22,6,36,42,11,14,8,14,36,12,,,,,,,40,81,25,29,19,13629,2024-03-31
42,13630,Knicks,112,24,15,31,46,8,11,3,13,43,-1,,,,,,,38,92,23,34,19,13630,2024-03-31
43,13630,Thunder,113,29,9,34,43,6,13,8,13,34,1,,,,,,,44,82,12,24,23,13630,2024-03-31
44,13631,Rockets,107,22,12,31,43,9,12,3,13,38,-18,,,,,,,39,92,16,19,14,13631,2024-03-31
45,13631,Mavericks,125,24,10,37,47,7,14,8,24,47,18,,,,,,,48,93,5,9,17,13631,2024-03-31
46,13632,Timberwolves,101,28,8,29,37,12,14,5,11,37,-8,,,,,,,38,81,14,21,10,13632,2024-03-31
47,13632,Bulls,109,30,8,35,43,11,16,3,17,29,8,,,,,,,42,80,8,12,18,13632,2024-03-31
