,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,14010,Mavericks,96,26,12,35,47,4,14,13,12,35,-4,,,,,,,36,88,12,23,18,14010,2024-05-14
1,14010,Thunder,100,18,12,33,45,8,8,9,7,27,4,,,,,,,35,92,23,24,20,14010,2024-05-14
2,13999,Timberwolves,107,21,12,30,42,5,11,3,11,28,-8,,,,,,,39,82,18,27,21,13999,2024-05-13
3,13999,Nuggets,115,29,5,26,31,7,12,6,13,29,8,,,,,,,45,79,12,15,20,13999,2024-05-13
4,14020,Cavaliers,102,26,8,24,32,8,8,3,15,48,-7,,,,,,,41,94,5,7,17,14020,2024-05-13
5,14020,Celtics,109,15,10,38,48,6,15,4,12,32,7,,,,,,,38,78,21,24,12,14020,2024-05-13
6,14006,Pacers,121,31,9,43,52,9,14,7,14,31,32,,,,,,,50,88,7,8,25,14006,2024-05-12
7,14006,Knicks,89,18,16,27,43,8,14,2,7,37,-32,,,,,,,30,89,22,31,12,14006,2024-05-12
8,14019,Cavaliers,93,17,7,28,35,4,8,2,12,36,-13,,,,,,,36,84,9,10,14,14019,2024-05-12
9,14019,Celtics,106,22,9,35,44,3,12,4,13,34,13,,,,,,,41,80,11,14,14,14019,2024-05-12
10,13998,Timberwolves,90,23,5,27,32,5,16,3,10,33,-27,,,,,,,31,71,18,25,20,13998,2024-05-11
11,13998,Nuggets,117,26,8,32,40,9,11,4,14,29,27,,,,,,,43,80,17,20,25,13998,2024-05-11
12,14009,Mavericks,105,21,15,33,48,7,14,2,11,33,4,,,,,,,39,91,16,25,16,14009,2024-05-11
13,14009,Thunder,101,23,6,35,41,7,14,11,10,30,-4,,,,,,,38,81,15,19,22,14009,2024-05-11
14,14005,Pacers,111,22,13,29,42,6,10,6,12,32,5,,,,,,,42,89,15,18,20,14005,2024-05-10
15,14005,Knicks,106,19,10,31,41,6,13,6,14,27,-5,,,,,,,38,80,16,22,18,14005,2024-05-10
16,14008,Thunder,110,25,8,33,41,5,10,6,10,30,-9,,,,,,,42,89,16,17,18,14008,2024-05-10
17,14008,Mavericks,119,30,12,32,44,8,10,6,18,37,9,,,,,,,42,90,17,24,21,14008,2024-05-10
