,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,13645,Mavericks,108,30,8,33,41,9,18,9,12,34,2,,,,,,,40,84,16,21,17,13645,2024-04-06
1,13645,Warriors,106,27,11,33,44,12,15,5,12,35,-2,,,,,,,41,93,12,18,19,13645,2024-04-06
2,13667,Bulls,108,27,19,38,57,11,17,5,7,23,8,,,,,,,44,93,13,16,19,13667,2024-04-06
3,13667,Knicks,100,22,9,29,38,9,18,2,10,29,-8,,,,,,,36,83,18,24,15,13667,2024-04-06
4,13668,Rockets,104,25,12,33,45,7,9,2,14,44,-15,,,,,,,34,90,22,25,13,13668,2024-04-06
5,13668,Heat,119,27,8,40,48,8,9,4,13,36,15,,,,,,,44,89,18,21,18,13668,2024-04-06
6,13669,Grizzlies,108,24,15,34,49,13,21,7,10,31,18,,,,,,,42,90,14,16,14,13669,2024-04-06
7,13669,Pistons,90,22,10,28,38,13,18,4,8,30,-18,,,,,,,32,79,18,24,14,13669,2024-04-06
8,13670,Bucks,111,21,12,33,45,8,13,6,12,42,-6,,,,,,,41,94,17,21,24,13670,2024-04-06
9,13670,Raptors,117,24,9,38,47,9,17,3,14,36,6,,,,,,,36,79,31,36,18,13670,2024-04-06
10,13671,Pelicans,109,28,11,30,41,11,17,2,9,29,-2,,,,,,,44,86,12,12,17,13671,2024-04-06
11,13671,Spurs,111,34,6,28,34,9,17,8,17,46,2,,,,,,,42,83,10,13,13,13671,2024-04-06
12,13673,Suns,97,29,7,42,49,12,18,3,9,26,10,,,,,,,33,76,22,29,19,13673,2024-04-06
13,13673,Timberwolves,87,23,8,36,44,9,19,6,10,29,-10,,,,,,,33,85,11,14,20,13673,2024-04-06
14,13674,Clippers,131,32,8,43,51,9,15,4,13,35,29,,,,,,,51,91,16,18,22,13674,2024-04-06
15,13674,Jazz,102,20,14,29,43,11,15,4,9,30,-29,,,,,,,35,91,23,29,16,13674,2024-04-06
