,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,14002,Nuggets,90,18,11,33,44,3,10,7,8,33,-8,,,,,,,34,83,14,16,23,14002,2024-05-20
1,14002,Timberwolves,98,18,11,36,47,9,9,6,10,34,8,,,,,,,31,79,26,30,21,14002,2024-05-20
2,14014,Mavericks,117,25,14,33,47,5,18,4,16,34,1,,,,,,,42,82,17,24,23,14014,2024-05-19
3,14014,Thunder,116,25,7,24,31,10,10,5,15,41,-1,,,,,,,44,92,13,17,20,14014,2024-05-19
4,14015,Knicks,109,22,9,19,28,5,10,2,13,35,-21,,,,,,,36,85,24,27,17,14015,2024-05-19
5,14015,Pacers,130,33,7,26,33,7,14,9,13,24,21,,,,,,,53,79,11,16,22,14015,2024-05-19
6,14013,Pacers,116,35,14,33,47,3,9,8,9,26,13,,,,,,,49,91,9,13,21,14013,2024-05-18
7,14013,Knicks,103,20,13,22,35,6,9,5,13,34,-13,,,,,,,36,82,18,26,15,14013,2024-05-18
8,14001,Timberwolves,115,26,11,51,62,9,6,4,15,40,45,,,,,,,40,86,20,24,14,14001,2024-05-17
9,14001,Nuggets,70,18,10,33,43,2,12,5,7,36,-45,,,,,,,26,86,11,14,17,14001,2024-05-17
10,14012,Thunder,92,20,8,25,33,8,7,2,10,40,-12,,,,,,,37,87,8,10,15,14012,2024-05-16
11,14012,Mavericks,104,27,9,37,46,5,14,5,14,35,12,,,,,,,40,76,10,13,17,14012,2024-05-16
