,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,13594,Pelicans,112,26,5,32,37,7,10,2,14,38,-7,,,,,,,39,86,20,23,18,13594,2024-03-27
1,13594,Thunder,119,28,7,38,45,5,12,3,15,34,7,,,,,,,46,86,12,14,17,13594,2024-03-27
2,13595,Kings,96,27,11,31,42,6,14,5,11,30,-36,,,,,,,35,90,15,19,15,13595,2024-03-27
3,13595,Mavericks,132,34,5,44,49,10,9,4,22,39,36,,,,,,,51,92,8,13,18,13595,2024-03-27
4,13585,Bulls,105,27,9,37,46,9,12,8,10,35,-2,,,,,,,36,87,23,28,14,13585,2024-03-26
5,13585,Wizards,107,32,14,38,52,8,14,5,14,49,2,,,,,,,39,97,15,18,21,13585,2024-03-26
6,13586,Rockets,110,19,13,32,45,7,9,7,12,39,18,,,,,,,37,93,24,25,16,13586,2024-03-26
7,13586,Trail Blazers,92,14,10,34,44,5,17,6,7,33,-18,,,,,,,36,87,13,15,25,13586,2024-03-26
8,13587,Spurs,104,23,5,35,40,10,7,1,8,31,2,,,,,,,40,91,16,19,15,13587,2024-03-26
9,13587,Suns,102,28,5,42,47,5,15,7,10,28,-2,,,,,,,42,83,8,14,14,13587,2024-03-26
10,13588,Nuggets,128,38,15,35,50,10,16,7,15,32,25,,,,,,,48,90,17,18,23,13588,2024-03-26
11,13588,Grizzlies,103,25,17,23,40,9,17,9,11,44,-25,,,,,,,37,94,18,27,15,13588,2024-03-26
12,13589,Jazz,105,28,11,35,46,6,13,3,13,39,-10,,,,,,,37,87,18,22,15,13589,2024-03-26
13,13589,Mavericks,115,31,10,37,47,9,6,7,12,42,10,,,,,,,44,92,15,18,17,13589,2024-03-26
14,13590,Kings,108,25,11,29,40,6,8,6,10,38,12,,,,,,,38,86,22,28,18,13590,2024-03-26
15,13590,76ers,96,18,15,32,47,2,15,4,11,34,-12,,,,,,,34,82,17,20,25,13590,2024-03-26
16,13591,Clippers,116,26,11,25,36,4,10,4,6,20,-17,,,,,,,46,85,18,22,19,13591,2024-03-26
17,13591,Pacers,133,28,7,27,34,7,8,3,17,28,17,,,,,,,50,86,16,22,21,13591,2024-03-26
18,13592,Heat,92,24,11,28,39,3,9,2,8,33,-21,,,,,,,37,92,10,13,9,13592,2024-03-26
19,13592,Warriors,113,31,7,36,43,6,12,5,13,38,21,,,,,,,47,85,6,10,20,13592,2024-03-26
20,13593,Bucks,124,37,15,46,61,9,14,5,15,51,-4,,,,,,,49,119,11,17,26,13593,2024-03-26
21,13593,Lakers,128,30,15,54,69,4,17,8,14,44,4,,,,,,,42,108,30,32,13,13593,2024-03-26
22,13580,Lakers,150,28,8,33,41,6,10,7,12,25,5,,,,,,,50,89,38,43,14,13580,2024-03-25
23,13580,Pacers,145,39,10,30,40,6,11,4,18,36,-5,,,,,,,59,107,9,16,31,13580,2024-03-25
24,13581,Cavaliers,115,41,9,38,47,4,14,3,17,41,23,,,,,,,46,86,6,10,15,13581,2024-03-25
25,13581,Hornets,92,22,6,27,33,5,12,4,9,28,-23,,,,,,,34,80,15,18,13,13581,2024-03-25
26,13582,Hawks,120,30,15,29,44,5,13,3,18,36,2,,,,,,,46,87,10,17,18,13582,2024-03-25
27,13582,Celtics,118,21,12,26,38,7,9,8,11,38,-2,,,,,,,47,95,13,19,16,13582,2024-03-25
28,13583,Knicks,124,30,12,40,52,6,14,6,19,46,25,,,,,,,45,89,15,22,18,13583,2024-03-25
29,13583,Pistons,99,22,7,30,37,8,12,5,10,34,-25,,,,,,,34,88,21,22,22,13583,2024-03-25
30,13584,Raptors,88,23,8,22,30,10,10,2,5,27,-8,,,,,,,37,85,9,12,15,13584,2024-03-25
31,13584,Nets,96,20,16,34,50,3,20,4,9,39,8,,,,,,,37,81,13,18,16,13584,2024-03-25
32,13570,Wizards,112,28,16,39,55,7,18,8,11,35,3,,,,,,,44,92,13,19,18,13570,2024-03-24
