,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,13457,76ers,95,21,13,29,42,8,12,7,9,37,-8,,,,,,,35,88,16,20,19,13457,2024-03-09
1,13457,Pelicans,103,22,9,39,48,7,14,10,11,31,8,,,,,,,35,79,22,23,18,13457,2024-03-09
2,13458,Wizards,112,25,10,44,54,5,11,11,6,33,12,,,,,,,43,87,20,23,20,13458,2024-03-09
3,13458,Hornets,100,18,13,35,48,6,7,5,9,42,-12,,,,,,,40,100,11,15,19,13458,2024-03-09
4,13459,Cavaliers,113,27,10,36,46,7,13,8,11,34,9,,,,,,,38,88,26,36,20,13459,2024-03-09
5,13459,Timberwolves,104,25,7,38,45,5,14,5,8,30,-9,,,,,,,39,94,18,22,25,13459,2024-03-09
6,13460,Knicks,98,20,11,32,43,7,16,10,16,33,24,,,,,,,38,79,6,8,14,13460,2024-03-09
7,13460,Magic,74,12,12,25,37,7,14,10,6,26,-24,,,,,,,27,79,14,20,12,13460,2024-03-09
8,13461,Grizzlies,92,21,10,28,38,10,13,11,10,26,-7,,,,,,,30,74,22,30,19,13461,2024-03-09
9,13461,Hawks,99,21,15,32,47,9,16,5,15,35,7,,,,,,,37,87,10,15,20,13461,2024-03-09
10,13462,Thunder,107,28,9,36,45,5,9,8,12,38,7,,,,,,,42,89,11,13,16,13462,2024-03-09
11,13462,Heat,100,24,7,36,43,6,11,5,11,29,-7,,,,,,,38,82,13,18,16,13462,2024-03-09
12,13463,Lakers,123,27,4,34,38,2,5,7,16,34,1,,,,,,,47,90,13,19,16,13463,2024-03-09
13,13463,Bucks,122,28,6,37,43,3,8,2,16,41,-1,,,,,,,46,93,14,17,17,13463,2024-03-09
14,13464,Trail Blazers,107,22,19,30,49,5,17,5,16,35,-16,,,,,,,37,89,17,25,16,13464,2024-03-09
15,13464,Rockets,123,33,14,33,47,12,7,10,14,37,16,,,,,,,45,94,19,26,15,13464,2024-03-09
16,13465,Clippers,112,29,9,36,45,7,16,6,12,35,10,,,,,,,42,84,16,18,20,13465,2024-03-09
17,13465,Bulls,102,27,12,26,38,7,12,3,13,35,-10,,,,,,,37,86,15,19,19,13465,2024-03-09
