,outcomes_name,outcomes_description,outcomes_price,outcomes_point,id,sport_key,sport_title,commence_time,home_team,away_team,bookmakers.key,bookmakers.title,bookmakers.last_update,bookmakers.markets.key,bookmakers.markets.last_update
0,Over,Anthony Davis,-125,23.5,06d0be459ad524173cb82a9f227323ef,basketball_nba,NBA,2024-04-06T19:40:00Z,Los Angeles Lakers,Cleveland Cavaliers,draftkings,DraftKings,,player_points,2024-04-06T18:58:47Z
1,Under,Anthony Davis,-105,23.5,06d0be459ad524173cb82a9f227323ef,basketball_nba,NBA,2024-04-06T19:40:00Z,Los Angeles Lakers,Cleveland Cavaliers,draftkings,DraftKings,,player_points,2024-04-06T18:58:47Z
2,Over,Austin Reaves,-105,15.5,06d0be459ad524173cb82a9f227323ef,basketball_nba,NBA,2024-04-06T19:40:00Z,Los Angeles Lakers,Cleveland Cavaliers,draftkings,DraftKings,,player_points,2024-04-06T18:58:47Z
3,Under,Austin Reaves,-125,15.5,06d0be459ad524173cb82a9f227323ef,basketball_nba,NBA,2024-04-06T19:40:00Z,Los Angeles Lakers,Cleveland Cavaliers,draftkings,DraftKings,,player_points,2024-04-06T18:58:47Z
4,Over,Caris LeVert,-125,10.5,06d0be459ad524173cb82a9f227323ef,basketball_nba,NBA,2024-04-06T19:40:00Z,Los Angeles Lakers,Cleveland Cavaliers,draftkings,DraftKings,,player_points,2024-04-06T18:58:47Z
5,Under,Caris LeVert,-105,10.5,06d0be459ad524173cb82a9f227323ef,basketball_nba,NBA,2024-04-06T19:40:00Z,Los Angeles Lakers,Cleveland Cavaliers,draftkings,DraftKings,,player_points,2024-04-06T18:58:47Z
6,Over,D'Angelo Russell,-110,17.5,06d0be459ad524173cb82a9f227323ef,basketball_nba,NBA,2024-04-06T19:40:00Z,Los Angeles Lakers,Cleveland Cavaliers,draftkings,DraftKings,,player_points,2024-04-06T18:58:47Z
7,Under,D'Angelo Russell,-120,17.5,06d0be459ad524173cb82a9f227323ef,basketball_nba,NBA,2024-04-06T19:40:00Z,Los Angeles Lakers,Cleveland Cavaliers,draftkings,DraftKings,,player_points,2024-04-06T18:58:47Z
8,Over,Darius Garland,100,16.5,06d0be459ad524173cb82a9f227323ef,basketball_nba,NBA,2024-04-06T19:40:00Z,Los Angeles Lakers,Cleveland Cavaliers,draftkings,DraftKings,,player_points,2024-04-06T18:58:47Z
9,Under,Darius Garland,-130,16.5,06d0be459ad524173cb82a9f227323ef,basketball_nba,NBA,2024-04-06T19:40:00Z,Los Angeles Lakers,Cleveland Cavaliers,draftkings,DraftKings,,player_points,2024-04-06T18:58:47Z
10,Over,Donovan Mitchell,-125,23.5,06d0be459ad524173cb82a9f227323ef,basketball_nba,NBA,2024-04-06T19:40:00Z,Los Angeles Lakers,Cleveland Cavaliers,draftkings,DraftKings,,player_points,2024-04-06T18:58:47Z
