,outcomes_name,outcomes_description,outcomes_price,outcomes_point,timestamp,data.id,"data,.home_team",data.away_team,data.bookmakers.title,data.bookmakers.markets.key
7976,Over,Taylor Hendricks,115,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Caesars,player_threes
7977,Under,Taylor Hendricks,-166,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Caesars,player_threes
7978,Over,Paolo Banchero,110,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7979,Under,Paolo Banchero,-155,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7980,Over,Wendell Carter Jr.,-230,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7981,Under,Wendell Carter Jr.,165,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7982,Over,John Collins,-175,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7983,Under,John Collins,125,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7984,Over,Jalen Suggs,-175,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7985,Under,Jalen Suggs,125,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7986,Over,Lauri Markkanen,-130,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7987,Under,Lauri Markkanen,-105,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7988,Over,Keyonte George,130,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7989,Under,Keyonte George,-180,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7990,Over,Collin Sexton,-110,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7991,Under,Collin Sexton,-125,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7992,Over,Franz Wagner,-125,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7993,Under,Franz Wagner,-110,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7994,Over,Gary Harris,-105,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7995,Under,Gary Harris,-135,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7996,Over,Joe Ingles,-155,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7997,Under,Joe Ingles,110,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7998,Over,Moritz Wagner,190,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
7999,Under,Moritz Wagner,-280,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
8000,Over,Cole Anthony,-210,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
8001,Under,Cole Anthony,150,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
8002,Over,Taylor Hendricks,115,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
8003,Under,Taylor Hendricks,-160,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
8004,Over,Jordan Clarkson,-120,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
8005,Under,Jordan Clarkson,-115,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
8006,Over,Brice Sensabaugh,-135,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
8007,Under,Brice Sensabaugh,-105,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,MyBookie.ag,player_threes
8008,Over,Keyonte George,140,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8009,Under,Keyonte George,-190,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8010,Over,Collin Sexton,-105,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8011,Under,Collin Sexton,-130,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8012,Over,Lauri Markkanen,-130,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8013,Under,Lauri Markkanen,-105,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8014,Over,John Collins,-175,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8015,Under,John Collins,130,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8016,Over,Wendell Carter Jr.,-250,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8017,Under,Wendell Carter Jr.,170,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8018,Over,Franz Wagner,-120,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8019,Under,Franz Wagner,-110,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8020,Over,Paolo Banchero,115,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8021,Under,Paolo Banchero,-155,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8022,Over,Jalen Suggs,-185,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8023,Under,Jalen Suggs,135,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8024,Over,Gary Harris,100,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8025,Under,Gary Harris,-135,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8026,Over,Moritz Wagner,210,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8027,Under,Moritz Wagner,-300,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8028,Over,Joe Ingles,-150,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8029,Under,Joe Ingles,115,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8030,Over,Cole Anthony,-200,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8031,Under,Cole Anthony,145,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8032,Over,Taylor Hendricks,120,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8033,Under,Taylor Hendricks,-160,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8034,Over,Jordan Clarkson,-120,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8035,Under,Jordan Clarkson,-110,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8036,Over,Kris Dunn,100,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8037,Under,Kris Dunn,-130,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8038,Over,Brice Sensabaugh,-135,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8039,Under,Brice Sensabaugh,100,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetMGM,player_threes
8040,Over,Franz Wagner,-123,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8041,Under,Franz Wagner,-105,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8042,Over,Wendell Carter Jr.,-238,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8043,Under,Wendell Carter Jr.,177,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8044,Over,Paolo Banchero,117,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8045,Under,Paolo Banchero,-152,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8046,Under,Lauri Markkanen,-101,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8047,Over,Lauri Markkanen,-128,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8048,Under,Jalen Suggs,130,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8049,Over,Jalen Suggs,-169,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8050,Over,Collin Sexton,-106,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8051,Under,Collin Sexton,-122,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8052,Over,Keyonte George,136,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8053,Under,Keyonte George,-179,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8054,Under,John Collins,131,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8055,Over,John Collins,-172,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8056,Under,Gary Harris,-130,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8057,Over,Gary Harris,100,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8058,Over,Cole Anthony,-213,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8059,Under,Cole Anthony,162,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8060,Under,Moritz Wagner,-286,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8061,Over,Moritz Wagner,209,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8062,Over,Joe Ingles,-152,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8063,Under,Joe Ingles,117,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8064,Over,Taylor Hendricks,122,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8065,Under,Taylor Hendricks,-159,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8066,Over,Jordan Clarkson,-118,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8067,Under,Jordan Clarkson,-110,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetOnline.ag,player_threes
8068,Over,Cole Anthony,-240,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8069,Under,Cole Anthony,175,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8070,Over,Collin Sexton,-105,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8071,Under,Collin Sexton,-125,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8072,Over,Franz Wagner,-120,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8073,Under,Franz Wagner,-110,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8074,Over,Gary Harris,100,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8075,Under,Gary Harris,-130,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8076,Over,Jalen Suggs,-165,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8077,Under,Jalen Suggs,125,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8078,Over,Joe Ingles,-150,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8079,Under,Joe Ingles,115,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8080,Over,John Collins,-180,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8081,Under,John Collins,135,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8082,Over,Jordan Clarkson,-120,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8083,Under,Jordan Clarkson,-110,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8084,Over,Keyonte George,135,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8085,Under,Keyonte George,-180,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8086,Over,Kris Dunn,100,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8087,Under,Kris Dunn,-130,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8088,Over,Lauri Markkanen,-125,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8089,Under,Lauri Markkanen,-105,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8090,Over,Moritz Wagner,205,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8091,Under,Moritz Wagner,-280,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8092,Over,Paolo Banchero,110,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8093,Under,Paolo Banchero,-145,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8094,Over,Taylor Hendricks,120,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8095,Under,Taylor Hendricks,-160,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8096,Over,Wendell Carter Jr.,-250,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8097,Under,Wendell Carter Jr.,185,0.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Bovada,player_threes
8098,Over,Paolo Banchero,114,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8099,Under,Paolo Banchero,-152,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8100,Over,Jalen Suggs,-215,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8101,Under,Jalen Suggs,155,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8102,Over,Franz Wagner,-134,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8103,Under,Franz Wagner,102,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8104,Over,Keyonte George,-108,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8105,Under,Keyonte George,-124,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8106,Over,Collin Sexton,-143,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8107,Under,Collin Sexton,108,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8108,Over,Jalen Suggs,155,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8109,Under,Jalen Suggs,-210,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8110,Over,Gary Harris,-106,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8111,Under,Gary Harris,-125,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8112,Over,Taylor Hendricks,116,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8113,Under,Taylor Hendricks,-155,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,BetRivers,player_threes
8114,Over,Paolo Banchero,114,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8115,Under,Paolo Banchero,-152,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8116,Over,Jalen Suggs,-215,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8117,Under,Jalen Suggs,155,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8118,Over,Franz Wagner,-134,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8119,Under,Franz Wagner,102,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8120,Over,Keyonte George,-108,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8121,Under,Keyonte George,-124,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8122,Over,Collin Sexton,-143,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8123,Under,Collin Sexton,108,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8124,Over,Jalen Suggs,155,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8125,Under,Jalen Suggs,-210,2.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8126,Over,Gary Harris,-106,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8127,Under,Gary Harris,-125,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8128,Over,Taylor Hendricks,116,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8129,Under,Taylor Hendricks,-155,1.5,2024-03-01T00:05:39Z,7f08fc48ef523faffd8887735e0569e5,Orlando Magic,Utah Jazz,Unibet,player_threes
8130,Over,Bogdan Bogdanovic,-166,2.5,2024-03-01T00:35:40Z,554fa5d7a8c0bc1dc6d530da8bcae897,Brooklyn Nets,Atlanta Hawks,DraftKings,player_threes
8131,Under,Bogdan Bogdanovic,130,2.5,2024-03-01T00:35:40Z,554fa5d7a8c0bc1dc6d530da8bcae897,Brooklyn Nets,Atlanta Hawks,DraftKings,player_threes
8132,Over,Cameron Johnson,-120,2.5,2024-03-01T00:35:40Z,554fa5d7a8c0bc1dc6d530da8bcae897,Brooklyn Nets,Atlanta Hawks,DraftKings,player_threes
8133,Under,Cameron Johnson,-110,2.5,2024-03-01T00:35:40Z,554fa5d7a8c0bc1dc6d530da8bcae897,Brooklyn Nets,Atlanta Hawks,DraftKings,player_threes
8134,Over,De'Andre Hunter,-145,1.5,2024-03-01T00:35:40Z,554fa5d7a8c0bc1dc6d530da8bcae897,Brooklyn Nets,Atlanta Hawks,DraftKings,player_threes
8135,Under,De'Andre Hunter,114,1.5,2024-03-01T00:35:40Z,554fa5d7a8c0bc1dc6d530da8bcae897,Brooklyn Nets,Atlanta Hawks,DraftKings,player_threes
8136,Over,Dejounte Murray,-175,1.5,2024-03-01T00:35:40Z,554fa5d7a8c0bc1dc6d530da8bcae897,Brooklyn Nets,Atlanta Hawks,DraftKings,player_threes
8137,Under,Dejounte Murray,135,1.5,2024-03-01T00:35:40Z,554fa5d7a8c0bc1dc6d530da8bcae897,Brooklyn Nets,Atlanta Hawks,DraftKings,player_threes
